epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3045.21,1.4424,0.66525,0.00446,0.79726,0.75723,0.77205,0.37541,1.85365,1.03886,0.00643,0.0008054,0.0008054,0.0008054
183,3063.61,1.46113,0.71782,0.00496,0.80691,0.7384,0.76399,0.374,1.84348,1.02555,0.00643,0.0007988,0.0007988,0.0007988
184,3080.69,1.49526,0.76279,0.00446,0.78561,0.76261,0.76799,0.37736,1.85215,0.98606,0.00647,0.0007922,0.0007922,0.0007922
185,3097.69,1.49686,0.69922,0.00448,0.80223,0.75252,0.78033,0.37484,1.87797,0.99833,0.00655,0.0007856,0.0007856,0.0007856
186,3116.42,1.4354,0.67957,0.00421,0.83738,0.73416,0.77391,0.37404,1.87614,0.99632,0.00655,0.000779,0.000779,0.000779
187,3133.63,1.47844,0.72149,0.00423,0.7998,0.75992,0.77744,0.37538,1.85546,0.98402,0.00644,0.0007724,0.0007724,0.0007724
188,3151.81,1.43221,0.67004,0.00431,0.822,0.74109,0.76742,0.36267,1.89292,1.00515,0.00661,0.0007658,0.0007658,0.0007658
189,3171.2,1.43102,0.6986,0.00437,0.81295,0.74445,0.77573,0.3777,1.87337,1.017,0.00656,0.0007592,0.0007592,0.0007592
190,3188.98,1.43585,0.70612,0.00442,0.80546,0.76194,0.77217,0.37669,1.85192,1.00036,0.00651,0.0007526,0.0007526,0.0007526
191,3209.06,1.44129,0.7047,0.00414,0.79258,0.74781,0.76408,0.36988,1.88028,1.02027,0.00655,0.000746,0.000746,0.000746
192,3230.83,1.40209,0.69415,0.0043,0.78846,0.75723,0.77079,0.37947,1.87414,1.00918,0.00657,0.0007394,0.0007394,0.0007394
193,3252.38,1.41941,0.68284,0.00423,0.81255,0.73302,0.76606,0.37506,1.87042,1.05819,0.00654,0.0007328,0.0007328,0.0007328
194,3269.72,1.40954,0.66971,0.00442,0.80794,0.74445,0.76736,0.37573,1.85936,1.00153,0.00652,0.0007262,0.0007262,0.0007262
195,3287.2,1.47862,0.73034,0.0043,0.82407,0.73571,0.77162,0.3743,1.86671,0.99511,0.00649,0.0007196,0.0007196,0.0007196
196,3304.3,1.44265,0.67522,0.0042,0.81012,0.73773,0.7648,0.3708,1.87631,0.9958,0.0065,0.000713,0.000713,0.000713
197,3324.38,1.4341,0.67583,0.00421,0.82118,0.72884,0.76766,0.37416,1.87362,1.00924,0.00654,0.0007064,0.0007064,0.0007064
198,3341.44,1.4202,0.67134,0.00417,0.80696,0.73093,0.75937,0.36537,1.86326,1.01465,0.00653,0.0006998,0.0006998,0.0006998
199,3359.32,1.42755,0.67441,0.00416,0.79957,0.75118,0.77048,0.37915,1.87185,1.01312,0.00652,0.0006932,0.0006932,0.0006932
200,3376.9,1.38789,0.68687,0.0043,0.80271,0.75521,0.77868,0.3766,1.85389,1.0187,0.00645,0.0006866,0.0006866,0.0006866
201,3393.88,1.45617,0.68888,0.00423,0.7958,0.75479,0.77258,0.37101,1.87433,1.01148,0.00649,0.00068,0.00068,0.00068
202,3414.73,1.42819,0.68714,0.00428,0.83033,0.73718,0.78472,0.37543,1.89066,1.00633,0.00662,0.0006734,0.0006734,0.0006734
203,3434.56,1.42235,0.7014,0.00437,0.83115,0.73235,0.76759,0.37479,1.87832,1.01998,0.00654,0.0006668,0.0006668,0.0006668
204,3451.61,1.42392,0.6663,0.00434,0.8051,0.74781,0.77775,0.37623,1.86618,1.00484,0.00645,0.0006602,0.0006602,0.0006602
205,3469.6,1.43208,0.68595,0.00432,0.80897,0.75183,0.77823,0.37872,1.88016,1.00296,0.00653,0.0006536,0.0006536,0.0006536
206,3486.99,1.40461,0.67775,0.00442,0.81054,0.7509,0.77957,0.37977,1.88597,0.99417,0.00661,0.000647,0.000647,0.000647
207,3505.42,1.41802,0.65174,0.00417,0.79021,0.76752,0.77176,0.37416,1.89306,0.97709,0.00659,0.0006404,0.0006404,0.0006404
208,3526.81,1.40485,0.65309,0.00428,0.82262,0.73974,0.77796,0.37486,1.87867,1.02561,0.00654,0.0006338,0.0006338,0.0006338
209,3546.61,1.41327,0.68621,0.00424,0.80372,0.75729,0.77281,0.37492,1.8782,1.03578,0.00653,0.0006272,0.0006272,0.0006272
210,3565.27,1.45463,0.7031,0.00414,0.83439,0.74109,0.77087,0.36603,1.88786,1.00114,0.00654,0.0006206,0.0006206,0.0006206
211,3582.53,1.41185,0.65112,0.00428,0.83567,0.72844,0.77084,0.37352,1.87689,1.02265,0.00652,0.000614,0.000614,0.000614
212,3600.63,1.38249,0.64694,0.00413,0.81145,0.74714,0.77226,0.37163,1.89575,1.03437,0.00661,0.0006074,0.0006074,0.0006074
213,3618.38,1.42215,0.63856,0.00425,0.81102,0.74109,0.77118,0.37619,1.8712,1.02964,0.0065,0.0006008,0.0006008,0.0006008
214,3636.38,1.36896,0.6219,0.00401,0.81673,0.75824,0.77533,0.3749,1.86325,1.05669,0.00648,0.0005942,0.0005942,0.0005942
215,3655.68,1.40143,0.64331,0.00418,0.82309,0.74512,0.76895,0.37097,1.87532,1.04514,0.00651,0.0005876,0.0005876,0.0005876
216,3673.23,1.40854,0.68042,0.0041,0.82456,0.74275,0.77059,0.37514,1.85565,1.05878,0.00644,0.000581,0.000581,0.000581
217,3691.51,1.37668,0.67672,0.00409,0.82168,0.74243,0.76795,0.3754,1.86891,1.05399,0.00644,0.0005744,0.0005744,0.0005744
218,3709,1.39133,0.65489,0.00418,0.7979,0.74343,0.75938,0.36852,1.86791,1.04823,0.00654,0.0005678,0.0005678,0.0005678
219,3726.14,1.40483,0.64211,0.00411,0.82217,0.73687,0.77067,0.37596,1.8741,1.00444,0.00649,0.0005612,0.0005612,0.0005612
220,3743.46,1.41894,0.66646,0.00391,0.79788,0.75131,0.7674,0.37475,1.88167,0.99475,0.00654,0.0005546,0.0005546,0.0005546
221,3760.7,1.41664,0.66546,0.00428,0.80445,0.74142,0.76706,0.36993,1.89383,0.9983,0.00665,0.000548,0.000548,0.000548
222,3777.96,1.36574,0.63245,0.00417,0.8046,0.7449,0.7575,0.37215,1.87682,1.0238,0.00648,0.0005414,0.0005414,0.0005414
223,3795.14,1.37325,0.64803,0.00406,0.81535,0.74983,0.76241,0.36732,1.89186,1.02391,0.00657,0.0005348,0.0005348,0.0005348
224,3812.12,1.37056,0.62815,0.0042,0.80555,0.74647,0.76343,0.37212,1.87848,1.04291,0.00654,0.0005282,0.0005282,0.0005282
225,3830.76,1.3481,0.62267,0.00415,0.79521,0.74512,0.76289,0.37189,1.87077,1.0509,0.00646,0.0005216,0.0005216,0.0005216
226,3847.99,1.3674,0.62094,0.00404,0.80107,0.75284,0.77247,0.37382,1.89056,1.00859,0.00654,0.000515,0.000515,0.000515
227,3865.69,1.35535,0.64844,0.00409,0.80231,0.74445,0.7676,0.37063,1.88476,1.01336,0.00655,0.0005084,0.0005084,0.0005084
228,3883.92,1.3318,0.64047,0.00393,0.8104,0.73907,0.76386,0.36949,1.88363,1.0316,0.00652,0.0005018,0.0005018,0.0005018
229,3901.42,1.35463,0.62071,0.00399,0.82288,0.7384,0.76508,0.36573,1.90152,1.03292,0.00662,0.0004952,0.0004952,0.0004952
230,3918.67,1.32066,0.63988,0.00395,0.82359,0.73907,0.77824,0.37962,1.87705,1.01803,0.00654,0.0004886,0.0004886,0.0004886
231,3937.68,1.33368,0.64271,0.00418,0.8238,0.74378,0.77398,0.37195,1.90118,1.01506,0.00658,0.000482,0.000482,0.000482
232,3955.27,1.3344,0.63966,0.00401,0.8242,0.73571,0.77283,0.37708,1.88337,1.0116,0.00658,0.0004754,0.0004754,0.0004754
233,3972.4,1.35723,0.67149,0.00408,0.7946,0.7505,0.77004,0.37348,1.89176,1.04549,0.00658,0.0004688,0.0004688,0.0004688
234,3989.8,1.36122,0.65671,0.00409,0.80437,0.74983,0.7677,0.37201,1.88912,1.04635,0.00658,0.0004622,0.0004622,0.0004622
235,4006.88,1.29042,0.62247,0.00397,0.82023,0.74445,0.76977,0.37107,1.88155,1.04639,0.0065,0.0004556,0.0004556,0.0004556
236,4024.4,1.3126,0.59132,0.00381,0.80459,0.74849,0.76496,0.36867,1.87732,1.03424,0.00653,0.000449,0.000449,0.000449
237,4041.68,1.3315,0.61952,0.00409,0.8175,0.74445,0.77259,0.37328,1.8968,1.01609,0.00658,0.0004424,0.0004424,0.0004424
238,4059.15,1.2907,0.6055,0.00387,0.81968,0.74781,0.77196,0.37493,1.88782,1.00781,0.00654,0.0004358,0.0004358,0.0004358
239,4076.79,1.37208,0.66898,0.00382,0.82421,0.731,0.76296,0.36465,1.8895,1.02378,0.00649,0.0004292,0.0004292,0.0004292
240,4094.17,1.33582,0.62387,0.00387,0.82416,0.73302,0.76262,0.37251,1.88125,1.03874,0.00647,0.0004226,0.0004226,0.0004226
241,4111.44,1.33702,0.62373,0.00387,0.80763,0.74539,0.76539,0.36513,1.89073,1.03084,0.00652,0.000416,0.000416,0.000416
242,4128.86,1.28484,0.59034,0.0036,0.80354,0.75185,0.76982,0.3698,1.89248,1.03723,0.00658,0.0004094,0.0004094,0.0004094
243,4146.39,1.34497,0.61167,0.00389,0.80913,0.74512,0.76905,0.37533,1.89343,1.02811,0.0066,0.0004028,0.0004028,0.0004028
244,4163.98,1.29841,0.58689,0.00389,0.80142,0.74714,0.76704,0.37009,1.89926,1.02793,0.00659,0.0003962,0.0003962,0.0003962
245,4181.3,1.31471,0.60828,0.0041,0.81005,0.74176,0.7667,0.37345,1.89774,1.03601,0.00656,0.0003896,0.0003896,0.0003896
246,4199.99,1.3136,0.61317,0.00373,0.80971,0.74512,0.76139,0.3709,1.89525,1.02641,0.00655,0.000383,0.000383,0.000383
247,4217.37,1.31359,0.61286,0.00397,0.80726,0.75766,0.76497,0.36928,1.88227,1.04225,0.00653,0.0003764,0.0003764,0.0003764
248,4234.9,1.32746,0.62641,0.00379,0.81671,0.74042,0.76388,0.36884,1.87475,1.06473,0.00653,0.0003698,0.0003698,0.0003698
249,4252.26,1.33167,0.63761,0.00395,0.80492,0.74919,0.76344,0.37416,1.87716,1.05276,0.00651,0.0003632,0.0003632,0.0003632
250,4269.7,1.32616,0.61158,0.00373,0.8106,0.75118,0.76052,0.37011,1.88134,1.02806,0.00652,0.0003566,0.0003566,0.0003566
251,4286.99,1.27029,0.59529,0.00383,0.80843,0.75205,0.76748,0.37338,1.88886,1.04969,0.00656,0.00035,0.00035,0.00035
252,4304.23,1.27443,0.5873,0.00397,0.81609,0.73705,0.76798,0.37238,1.89877,1.03603,0.0066,0.0003434,0.0003434,0.0003434
253,4322.25,1.25838,0.57937,0.00382,0.82388,0.74176,0.7719,0.37417,1.89891,1.03929,0.00661,0.0003368,0.0003368,0.0003368
254,4339.42,1.34883,0.63075,0.00407,0.80435,0.75387,0.76809,0.3709,1.9039,1.02797,0.00657,0.0003302,0.0003302,0.0003302
255,4357.02,1.29378,0.60748,0.00389,0.79903,0.7505,0.76514,0.3684,1.90917,1.0402,0.00655,0.0003236,0.0003236,0.0003236
256,4377.29,1.32021,0.5976,0.00377,0.81549,0.74512,0.77031,0.37219,1.89814,1.02991,0.00653,0.000317,0.000317,0.000317
257,4395.97,1.29724,0.60336,0.00391,0.82055,0.74418,0.77144,0.37344,1.90213,1.03557,0.00657,0.0003104,0.0003104,0.0003104
258,4413.43,1.30662,0.60933,0.00392,0.81678,0.74647,0.76822,0.37083,1.90507,1.02169,0.00656,0.0003038,0.0003038,0.0003038
259,4430.52,1.26177,0.60404,0.00377,0.82413,0.7374,0.7672,0.36774,1.9026,1.02986,0.00657,0.0002972,0.0002972,0.0002972
260,4449.44,1.25896,0.59574,0.00356,0.83433,0.7417,0.76871,0.3741,1.9057,1.02863,0.00656,0.0002906,0.0002906,0.0002906
261,4466.8,1.24057,0.59395,0.00381,0.82851,0.74077,0.7693,0.37469,1.90491,1.03873,0.00656,0.000284,0.000284,0.000284
262,4484.06,1.29146,0.61112,0.00384,0.81234,0.74523,0.76959,0.37408,1.89421,1.05169,0.00654,0.0002774,0.0002774,0.0002774
263,4501.3,1.29076,0.632,0.00373,0.79955,0.74571,0.76635,0.37142,1.89731,1.04525,0.00656,0.0002708,0.0002708,0.0002708
264,4519.01,1.26975,0.6081,0.00361,0.80043,0.74714,0.76228,0.36968,1.8992,1.04288,0.00658,0.0002642,0.0002642,0.0002642
265,4536.44,1.28343,0.64555,0.00376,0.82447,0.73638,0.76523,0.37233,1.89687,1.04082,0.00656,0.0002576,0.0002576,0.0002576
266,4554.32,1.2917,0.62739,0.00385,0.83213,0.73167,0.76281,0.37008,1.88902,1.05683,0.00654,0.000251,0.000251,0.000251
267,4574.12,1.26871,0.57307,0.0036,0.81878,0.74176,0.7608,0.36897,1.88735,1.07244,0.00651,0.0002444,0.0002444,0.0002444
268,4591.51,1.28874,0.60162,0.00383,0.80907,0.74042,0.76373,0.36878,1.89427,1.05491,0.00654,0.0002378,0.0002378,0.0002378
269,4610.71,1.24098,0.58382,0.00374,0.82281,0.74243,0.76432,0.3699,1.8817,1.05573,0.0065,0.0002312,0.0002312,0.0002312
270,4628.49,1.32872,0.60512,0.00367,0.82271,0.74109,0.76257,0.36758,1.8856,1.06421,0.00651,0.0002246,0.0002246,0.0002246
271,4646.13,1.29556,0.60276,0.00382,0.81604,0.74283,0.76285,0.36713,1.89487,1.05959,0.00653,0.000218,0.000218,0.000218
272,4664.88,1.28256,0.58376,0.00361,0.81219,0.75118,0.76866,0.36898,1.88959,1.04717,0.00651,0.0002114,0.0002114,0.0002114
273,4683.14,1.25696,0.59328,0.00395,0.81555,0.73146,0.76308,0.3683,1.8941,1.04849,0.00655,0.0002048,0.0002048,0.0002048
274,4703.11,1.29023,0.60525,0.00373,0.81425,0.73974,0.76304,0.36625,1.89745,1.0613,0.00655,0.0001982,0.0001982,0.0001982
