epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
1,57.9338,1.67445,2.4332,0.02118,0.092,0.73076,0.66307,0.7479,0.44426,1.42446,1.48286,0.01813,0.02246,0.000652482,0.000652482,0.000652482
2,75.421,1.48469,1.55869,0.01793,0.00388,0.75381,0.68127,0.7654,0.47328,1.38978,1.29141,0.01771,0.00516,0.0013148,0.0013148,0.0013148
3,93.098,1.48613,1.40541,0.01735,0.00211,0.65706,0.61051,0.6224,0.37848,1.35404,1.61478,0.01878,0.00137,0.00197271,0.00197271,0.00197271
4,110.395,1.52036,1.4118,0.01857,0.00148,0.70226,0.6341,0.71407,0.38983,1.52314,1.31479,0.01846,0.00136,0.0019802,0.0019802,0.0019802
5,127.581,1.45429,1.23933,0.01801,0.00116,0.68876,0.62129,0.68076,0.39569,1.48023,2.15621,0.01748,0.00211,0.0019736,0.0019736,0.0019736
6,144.888,1.44387,1.27351,0.01716,0.00159,0.80857,0.73922,0.81412,0.49457,1.32332,1.27978,0.0175,0.00096,0.001967,0.001967,0.001967
7,162.313,1.41127,1.13148,0.0189,0.00111,0.78648,0.72642,0.80934,0.507,1.34582,1.10873,0.01826,0.00106,0.0019604,0.0019604,0.0019604
8,179.718,1.42228,1.28764,0.01917,0.00094,0.79034,0.73412,0.81083,0.50041,1.32245,1.25017,0.01801,0.00031,0.0019538,0.0019538,0.0019538
9,196.807,1.37124,1.13509,0.01916,0.00085,0.82034,0.75202,0.83091,0.5325,1.29948,1.10837,0.01691,0.0004,0.0019472,0.0019472,0.0019472
10,215.443,1.4448,1.16004,0.01885,0.0008,0.78682,0.73046,0.80709,0.51444,1.32061,0.98705,0.01867,0.00064,0.0019406,0.0019406,0.0019406
11,234.323,1.39568,1.07707,0.01803,0.00062,0.81973,0.76605,0.84024,0.53377,1.24775,0.993,0.01748,0.00028,0.001934,0.001934,0.001934
12,253.241,1.39166,1.12047,0.01666,0.00048,0.81114,0.77273,0.84823,0.5444,1.29438,0.97488,0.01785,0.00044,0.0019274,0.0019274,0.0019274
13,272.672,1.33944,1.02097,0.01883,0.00045,0.73779,0.73377,0.78891,0.49406,1.27244,1.33968,0.01742,0.00055,0.0019208,0.0019208,0.0019208
14,291.327,1.35082,1.08176,0.01691,0.00033,0.80693,0.77729,0.84917,0.54684,1.24772,0.97229,0.01774,0.00032,0.0019142,0.0019142,0.0019142
15,310.504,1.36665,1.07632,0.01857,0.00034,0.8331,0.77628,0.86227,0.57247,1.17113,1.01842,0.01657,0.00012,0.0019076,0.0019076,0.0019076
16,329.526,1.35036,1.0343,0.01868,0.00029,0.83534,0.78504,0.85978,0.56909,1.22009,0.88409,0.01813,0.00024,0.001901,0.001901,0.001901
17,347.984,1.33004,1.0389,0.01791,0.00039,0.81149,0.76001,0.83629,0.53918,1.26236,0.99425,0.01797,0.0003,0.0018944,0.0018944,0.0018944
18,366.452,1.34025,1.1317,0.01802,0.00041,0.83891,0.75741,0.84957,0.55714,1.22209,0.94887,0.01845,0.00042,0.0018878,0.0018878,0.0018878
19,384.82,1.31773,1.06904,0.01722,0.00038,0.81749,0.75459,0.83991,0.54942,1.22219,1.09196,0.01714,0.00026,0.0018812,0.0018812,0.0018812
20,403.327,1.3101,0.99995,0.01739,0.00028,0.85258,0.74798,0.8573,0.55892,1.20465,0.90927,0.01718,0.00015,0.0018746,0.0018746,0.0018746
21,421.79,1.28921,0.96934,0.01775,0.00022,0.82524,0.80121,0.86154,0.5722,1.22084,0.87558,0.01711,0.00037,0.001868,0.001868,0.001868
22,440.249,1.33772,1.04095,0.01716,0.00054,0.8295,0.7372,0.8389,0.54848,1.24741,1.02232,0.01765,0.00028,0.0018614,0.0018614,0.0018614
23,458.611,1.25937,0.92889,0.01613,0.00034,0.80636,0.78504,0.83959,0.54586,1.21014,1.02906,0.01774,0.00016,0.0018548,0.0018548,0.0018548
24,477.103,1.32328,1.03805,0.01819,0.00029,0.86426,0.79374,0.87513,0.5847,1.16919,0.89846,0.01724,0.00017,0.0018482,0.0018482,0.0018482
25,496.1,1.30075,1.00073,0.016,0.00026,0.86014,0.76011,0.85783,0.58366,1.16547,0.8543,0.01726,0.00031,0.0018416,0.0018416,0.0018416
26,514.595,1.26984,0.89216,0.01678,0.00034,0.82883,0.78504,0.8558,0.56945,1.22811,0.87469,0.01691,0.00035,0.001835,0.001835,0.001835
27,533.024,1.24442,0.90734,0.01684,0.00022,0.85675,0.75943,0.86011,0.58199,1.18963,0.91436,0.01739,0.00077,0.0018284,0.0018284,0.0018284
28,551.685,1.26872,0.86235,0.01489,0.00028,0.81416,0.8248,0.86975,0.57492,1.24172,0.90835,0.01755,0.00014,0.0018218,0.0018218,0.0018218
29,570.424,1.28976,0.97831,0.01737,0.00108,0.84615,0.82547,0.88122,0.58689,1.19477,0.88013,0.01728,0.0001,0.0018152,0.0018152,0.0018152
30,589.282,1.27684,0.93722,0.01771,0.00032,0.85235,0.80593,0.88933,0.58106,1.25352,0.9321,0.01667,0.00015,0.0018086,0.0018086,0.0018086
31,607.791,1.23955,0.88566,0.01694,0.00015,0.78223,0.75202,0.83324,0.5531,1.17468,0.98551,0.0172,8e-05,0.001802,0.001802,0.001802
32,626.506,1.23952,0.8836,0.01666,0.00022,0.79171,0.79313,0.8555,0.5735,1.18924,0.85721,0.01695,0.00011,0.0017954,0.0017954,0.0017954
33,645.097,1.29105,1.01118,0.0157,0.00026,0.76703,0.80535,0.83944,0.553,1.19204,0.92,0.01723,0.0002,0.0017888,0.0017888,0.0017888
34,663.623,1.2647,0.92639,0.01707,0.00025,0.80352,0.76415,0.84351,0.55462,1.21809,0.93382,0.01742,0.00016,0.0017822,0.0017822,0.0017822
35,682.015,1.25846,0.89166,0.01854,0.00017,0.84316,0.80256,0.875,0.59035,1.18789,0.86184,0.01808,0.00011,0.0017756,0.0017756,0.0017756
36,700.951,1.26296,0.88878,0.01801,0.00015,0.86622,0.78972,0.88742,0.59344,1.19905,0.84103,0.01744,9e-05,0.001769,0.001769,0.001769
37,719.637,1.23948,0.85443,0.01749,0.00014,0.86464,0.81355,0.88644,0.6013,1.14972,0.77619,0.01733,0.00016,0.0017624,0.0017624,0.0017624
38,738.436,1.21056,0.87349,0.0163,0.00043,0.86618,0.80251,0.88456,0.60078,1.16919,0.80393,0.01733,0.00022,0.0017558,0.0017558,0.0017558
39,756.9,1.27054,0.85179,0.01918,0.00026,0.85016,0.81536,0.89335,0.60419,1.15717,0.8638,0.01693,0.00012,0.0017492,0.0017492,0.0017492
40,776.373,1.23619,0.81643,0.01731,0.00028,0.82624,0.84097,0.88886,0.61345,1.14477,0.73329,0.01675,0.00039,0.0017426,0.0017426,0.0017426
41,795.17,1.22418,0.84461,0.01692,0.00033,0.84803,0.83154,0.89905,0.60504,1.14576,0.77222,0.01693,0.0001,0.001736,0.001736,0.001736
42,813.812,1.19477,0.78482,0.01579,0.00017,0.82609,0.82345,0.86786,0.58336,1.2177,0.82509,0.01718,0.00019,0.0017294,0.0017294,0.0017294
43,832.427,1.23743,0.85544,0.01841,0.00017,0.84976,0.81564,0.88826,0.5946,1.19661,0.80749,0.01692,0.00023,0.0017228,0.0017228,0.0017228
44,851.043,1.31659,0.93233,0.01844,0.00022,0.80871,0.76064,0.84513,0.54419,1.25124,0.94945,0.01692,0.00021,0.0017162,0.0017162,0.0017162
45,869.734,1.21247,0.84226,0.01781,0.00035,0.85887,0.8066,0.88905,0.61962,1.13937,0.74724,0.01698,0.00022,0.0017096,0.0017096,0.0017096
46,888.661,1.21661,0.8093,0.01709,0.00016,0.82226,0.83019,0.88579,0.59378,1.1511,0.82457,0.01633,0.0001,0.001703,0.001703,0.001703
47,907.273,1.21454,0.83001,0.01782,0.00016,0.83219,0.78195,0.85822,0.57478,1.19537,0.92238,0.01675,0.00014,0.0016964,0.0016964,0.0016964
48,925.987,1.21706,0.83815,0.0173,9e-05,0.84091,0.81565,0.87292,0.59818,1.14542,0.81588,0.01693,8e-05,0.0016898,0.0016898,0.0016898
49,945.193,1.2273,0.82265,0.01716,9e-05,0.87209,0.83019,0.89097,0.61754,1.1752,0.76124,0.01726,0.00017,0.0016832,0.0016832,0.0016832
50,963.972,1.24623,0.81691,0.01831,0.0001,0.85494,0.82606,0.89212,0.61296,1.12393,0.75848,0.01681,0.00013,0.0016766,0.0016766,0.0016766
51,982.732,1.20976,0.84718,0.01633,6e-05,0.82394,0.81604,0.87222,0.58677,1.13455,0.89554,0.01672,5e-05,0.00167,0.00167,0.00167
52,1001.4,1.17959,0.78039,0.01777,0.0001,0.85256,0.82682,0.89024,0.60482,1.18734,0.78164,0.01707,0.00011,0.0016634,0.0016634,0.0016634
53,1020.25,1.24289,0.86235,0.01631,0.00013,0.82854,0.84339,0.89031,0.59971,1.16363,0.80329,0.01725,7e-05,0.0016568,0.0016568,0.0016568
54,1039.04,1.17061,0.77172,0.0181,0.00011,0.84945,0.83646,0.89712,0.61957,1.11766,0.78176,0.01726,0.00014,0.0016502,0.0016502,0.0016502
55,1057.85,1.19689,0.76545,0.01745,8e-05,0.84768,0.83249,0.90584,0.62673,1.15432,0.76971,0.01714,8e-05,0.0016436,0.0016436,0.0016436
56,1076.8,1.24509,0.81872,0.01709,0.00012,0.83611,0.84223,0.8874,0.60937,1.14716,0.75835,0.01657,8e-05,0.001637,0.001637,0.001637
57,1095.68,1.156,0.79079,0.01864,0.00016,0.82331,0.83288,0.88592,0.59174,1.21565,0.81394,0.01748,0.00017,0.0016304,0.0016304,0.0016304
58,1114.61,1.171,0.79571,0.01791,0.0001,0.82458,0.84367,0.89336,0.61772,1.13594,0.76624,0.01732,6e-05,0.0016238,0.0016238,0.0016238
