               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 103,             0.05162,            0.018828,                   0,             0.83959,             0.77493,             0.82771,             0.40405,            0.047568,            0.017103,                   0,             0.00694,             0.00694,             0.00694
                 104,            0.049768,            0.018668,                   0,              0.8258,             0.77943,             0.82414,             0.39831,            0.047381,            0.017347,                   0,             0.00691,             0.00691,             0.00691
                 105,            0.050481,            0.023426,                   0,             0.83532,             0.77695,             0.82613,              0.4113,             0.04566,            0.017199,                   0,             0.00688,             0.00688,             0.00688
                 106,            0.051311,             0.01973,                   0,             0.83766,             0.79313,             0.82524,             0.40836,            0.045797,            0.016998,                   0,             0.00685,             0.00685,             0.00685
                 107,            0.049935,            0.020666,                   0,             0.82679,             0.78163,             0.82761,             0.40349,              0.0473,            0.017189,                   0,             0.00682,             0.00682,             0.00682
                 108,            0.048902,             0.01749,                   0,              0.8424,             0.77022,             0.81207,             0.39821,            0.046766,            0.017444,                   0,             0.00679,             0.00679,             0.00679
                 109,            0.049305,            0.018682,                   0,             0.84554,             0.77763,             0.82837,             0.40559,            0.047687,            0.017316,                   0,             0.00676,             0.00676,             0.00676
                 110,            0.050067,            0.019681,                   0,              0.8285,             0.76502,             0.80817,             0.39387,            0.048295,            0.017669,                   0,             0.00673,             0.00673,             0.00673
                 111,            0.050467,            0.017984,                   0,             0.84765,             0.76856,             0.82101,             0.40679,            0.047125,            0.017228,                   0,              0.0067,              0.0067,              0.0067
                 112,            0.050295,            0.020191,                   0,             0.84595,               0.781,             0.80967,             0.39435,            0.046999,            0.017328,                   0,             0.00667,             0.00667,             0.00667
                 113,            0.049951,            0.018991,                   0,             0.84628,             0.77426,              0.8283,             0.40865,            0.047084,            0.017146,                   0,             0.00664,             0.00664,             0.00664
                 114,            0.048769,            0.018478,                   0,             0.84385,             0.77628,             0.82687,             0.41192,            0.046697,            0.017118,                   0,             0.00661,             0.00661,             0.00661
                 115,            0.050304,            0.020469,                   0,             0.82963,             0.77358,             0.81947,             0.39898,            0.046788,            0.017122,                   0,             0.00658,             0.00658,             0.00658
                 116,            0.050578,            0.020017,                   0,             0.84425,             0.75973,             0.82227,             0.40603,            0.046442,             0.01719,                   0,             0.00655,             0.00655,             0.00655
                 117,            0.049273,            0.018531,                   0,             0.84044,             0.77019,             0.82099,             0.40506,            0.046936,            0.017462,                   0,             0.00652,             0.00652,             0.00652
                 118,            0.049622,            0.018405,                   0,             0.82027,             0.79962,             0.83507,             0.41595,             0.04634,            0.017219,                   0,             0.00649,             0.00649,             0.00649
                 119,            0.048354,            0.019267,                   0,             0.84956,             0.77493,             0.83327,             0.40961,            0.046965,            0.017049,                   0,             0.00646,             0.00646,             0.00646
                 120,            0.050762,            0.019675,                   0,             0.83012,             0.77898,             0.81266,             0.39814,            0.047188,            0.017038,                   0,             0.00643,             0.00643,             0.00643
                 121,            0.048101,            0.017813,                   0,             0.84338,             0.76928,             0.83151,             0.41806,            0.046764,            0.017237,                   0,              0.0064,              0.0064,              0.0064
                 122,            0.050955,            0.021187,                   0,             0.83878,             0.76429,             0.82548,             0.40357,            0.047109,             0.01726,                   0,             0.00637,             0.00637,             0.00637
                 123,            0.048392,            0.018371,                   0,             0.83669,             0.77426,             0.82016,             0.40283,            0.046412,            0.017393,                   0,             0.00634,             0.00634,             0.00634
                 124,            0.050096,            0.019046,                   0,             0.83809,             0.77493,             0.82258,             0.40819,            0.046515,            0.017202,                   0,             0.00631,             0.00631,             0.00631
                 125,            0.048582,             0.01815,                   0,             0.83627,             0.78032,             0.82076,              0.4111,            0.046998,            0.017079,                   0,             0.00628,             0.00628,             0.00628
                 126,            0.048817,            0.018577,                   0,              0.8291,             0.77358,             0.82131,             0.41002,            0.047131,            0.017149,                   0,             0.00625,             0.00625,             0.00625
                 127,            0.049887,            0.018205,                   0,             0.85468,             0.76146,             0.83002,             0.41726,            0.046687,            0.017301,                   0,             0.00622,             0.00622,             0.00622
                 128,            0.049111,            0.018233,                   0,             0.84431,             0.76954,              0.8253,             0.40651,            0.047109,            0.017271,                   0,             0.00619,             0.00619,             0.00619
                 129,            0.048879,             0.01761,                   0,              0.8548,             0.77358,             0.82981,             0.41158,            0.047768,            0.017394,                   0,             0.00616,             0.00616,             0.00616
                 130,            0.048832,            0.017139,                   0,             0.83272,             0.77695,              0.8263,             0.41371,            0.047799,            0.017237,                   0,             0.00613,             0.00613,             0.00613
                 131,            0.049073,            0.018261,                   0,             0.84055,             0.78841,             0.82987,             0.41274,            0.046916,            0.017136,                   0,              0.0061,              0.0061,              0.0061
