epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
50,4332.74,0.62493,0.55207,0.1124,0.61363,0.7019,0.6478,0.32112,0.58055,0.52135,0.12322,8.383e-05,8.383e-05,8.383e-05
51,4419.92,0.62533,0.53734,0.12606,0.62679,0.69975,0.65271,0.31578,0.59593,0.53408,0.12698,8.35e-05,8.35e-05,8.35e-05
52,4506.32,0.63407,0.53304,0.1184,0.62411,0.70167,0.63741,0.31651,0.5974,0.52035,0.128,8.317e-05,8.317e-05,8.317e-05
53,4592.42,0.6399,0.51567,0.12054,0.6479,0.69351,0.64698,0.31767,0.59942,0.52186,0.12803,8.284e-05,8.284e-05,8.284e-05
54,4679.09,0.61692,0.54663,0.11271,0.64812,0.69725,0.65997,0.32325,0.57943,0.52531,0.1202,8.251e-05,8.251e-05,8.251e-05
55,4766.53,0.62836,0.52879,0.12074,0.65796,0.70225,0.65153,0.32463,0.59246,0.51507,0.12685,8.218e-05,8.218e-05,8.218e-05
56,4853.56,0.64431,0.54136,0.12085,0.66302,0.6779,0.66377,0.32745,0.57694,0.52193,0.1238,8.185e-05,8.185e-05,8.185e-05
57,4940.67,0.63042,0.52321,0.11691,0.62088,0.70724,0.65948,0.33025,0.58862,0.49437,0.12386,8.152e-05,8.152e-05,8.152e-05
58,5027.51,0.60814,0.52321,0.11057,0.62076,0.70412,0.6742,0.33803,0.56744,0.50843,0.11585,8.119e-05,8.119e-05,8.119e-05
59,5114.74,0.63464,0.53187,0.11622,0.65826,0.70787,0.68208,0.33553,0.57432,0.53161,0.11559,8.086e-05,8.086e-05,8.086e-05
60,5200.82,0.60247,0.54382,0.11308,0.60478,0.70782,0.65732,0.33203,0.57668,0.51858,0.11956,8.053e-05,8.053e-05,8.053e-05
61,5287.06,0.62428,0.53028,0.11585,0.5986,0.71119,0.65002,0.3239,0.58039,0.52396,0.12101,8.02e-05,8.02e-05,8.02e-05
62,5373.13,0.60229,0.51978,0.10932,0.64461,0.71598,0.67241,0.3283,0.58676,0.51983,0.1188,7.987e-05,7.987e-05,7.987e-05
63,5458.88,0.6101,0.51031,0.10626,0.72953,0.69288,0.69359,0.34636,0.56461,0.53852,0.11292,7.954e-05,7.954e-05,7.954e-05
64,5545.8,0.59414,0.5303,0.10868,0.61759,0.71099,0.66675,0.33742,0.57814,0.5166,0.11391,7.921e-05,7.921e-05,7.921e-05
65,5631.91,0.59844,0.50449,0.11171,0.66303,0.72347,0.68318,0.34216,0.57287,0.51783,0.11585,7.888e-05,7.888e-05,7.888e-05
66,5718.25,0.61092,0.49662,0.11072,0.67862,0.69992,0.68414,0.33953,0.57902,0.5107,0.11641,7.855e-05,7.855e-05,7.855e-05
67,5804.73,0.61218,0.51332,0.11347,0.72412,0.70781,0.70322,0.35096,0.58011,0.51936,0.11835,7.822e-05,7.822e-05,7.822e-05
68,5891.03,0.61013,0.51254,0.11216,0.60127,0.72199,0.67311,0.34989,0.5671,0.5086,0.11446,7.789e-05,7.789e-05,7.789e-05
69,5977.05,0.60733,0.51831,0.11149,0.66176,0.72472,0.69521,0.34958,0.57529,0.49903,0.11454,7.756e-05,7.756e-05,7.756e-05
70,6062.81,0.61108,0.51272,0.1162,0.69165,0.7191,0.67667,0.32742,0.60661,0.51999,0.12903,7.723e-05,7.723e-05,7.723e-05
71,6148.89,0.59171,0.52577,0.1065,0.68741,0.7422,0.69679,0.34638,0.59476,0.48106,0.1264,7.69e-05,7.69e-05,7.69e-05
72,6234.45,0.57773,0.49925,0.10467,0.65517,0.72722,0.69352,0.34773,0.58608,0.49542,0.12479,7.657e-05,7.657e-05,7.657e-05
73,6320.29,0.60054,0.50152,0.1157,0.73243,0.71764,0.70488,0.35306,0.58266,0.49219,0.12178,7.624e-05,7.624e-05,7.624e-05
74,6407.17,0.59302,0.49998,0.10931,0.74151,0.73221,0.72288,0.36255,0.57407,0.5017,0.11485,7.591e-05,7.591e-05,7.591e-05
75,6493.77,0.57488,0.49968,0.10185,0.65465,0.73363,0.69597,0.34925,0.5833,0.51128,0.11848,7.558e-05,7.558e-05,7.558e-05
76,6579.24,0.59505,0.49065,0.10943,0.70309,0.73159,0.7183,0.36168,0.57829,0.49997,0.11632,7.525e-05,7.525e-05,7.525e-05
77,6665.04,0.60493,0.5199,0.11154,0.68442,0.72722,0.70842,0.35527,0.56375,0.50715,0.11413,7.492e-05,7.492e-05,7.492e-05
78,6751.06,0.58949,0.5086,0.11788,0.68185,0.74649,0.70254,0.34826,0.57742,0.50884,0.11753,7.459e-05,7.459e-05,7.459e-05
79,6837.03,0.61873,0.51725,0.10752,0.69318,0.72222,0.70349,0.34254,0.58615,0.49858,0.11859,7.426e-05,7.426e-05,7.426e-05
80,6923.36,0.57972,0.49264,0.10226,0.62669,0.70537,0.66907,0.33212,0.60983,0.51256,0.13338,7.393e-05,7.393e-05,7.393e-05
81,7009.05,0.57734,0.51307,0.10244,0.66968,0.73346,0.69526,0.34857,0.59172,0.50657,0.12453,7.36e-05,7.36e-05,7.36e-05
82,7095.08,0.60236,0.49886,0.10607,0.70843,0.72498,0.71498,0.3588,0.58627,0.49736,0.12561,7.327e-05,7.327e-05,7.327e-05
83,7181.37,0.58874,0.5097,0.10864,0.71391,0.72589,0.70096,0.34754,0.59374,0.50163,0.12784,7.294e-05,7.294e-05,7.294e-05
84,7267.64,0.57823,0.49195,0.11022,0.71945,0.70595,0.70131,0.3523,0.59048,0.5116,0.12531,7.261e-05,7.261e-05,7.261e-05
85,7353.84,0.58324,0.50417,0.10412,0.71236,0.71785,0.70411,0.3579,0.577,0.52149,0.12763,7.228e-05,7.228e-05,7.228e-05
86,7440,0.58481,0.48792,0.10292,0.65529,0.72267,0.69834,0.3572,0.57246,0.50309,0.12236,7.195e-05,7.195e-05,7.195e-05
87,7526.07,0.55497,0.49186,0.10118,0.7111,0.72061,0.71382,0.3678,0.58349,0.51128,0.13815,7.162e-05,7.162e-05,7.162e-05
88,7613.33,0.57778,0.51527,0.10249,0.6267,0.72347,0.67308,0.34403,0.59704,0.50132,0.14048,7.129e-05,7.129e-05,7.129e-05
89,7699.65,0.58878,0.52221,0.10521,0.67473,0.73783,0.71337,0.3635,0.56918,0.51985,0.11626,7.096e-05,7.096e-05,7.096e-05
90,7785.91,0.57459,0.5144,0.09775,0.69833,0.72659,0.71492,0.3591,0.56797,0.51553,0.11395,7.063e-05,7.063e-05,7.063e-05
91,7871.98,0.57009,0.49335,0.10859,0.63847,0.73096,0.69787,0.35409,0.58032,0.51866,0.11949,7.03e-05,7.03e-05,7.03e-05
92,7958.05,0.57317,0.50205,0.10535,0.69391,0.71536,0.70639,0.35163,0.5701,0.52634,0.11275,6.997e-05,6.997e-05,6.997e-05
93,8044.56,0.59955,0.50649,0.11336,0.65355,0.71785,0.68857,0.34426,0.57026,0.53196,0.11958,6.964e-05,6.964e-05,6.964e-05
94,8130.16,0.57012,0.48694,0.09953,0.68878,0.72114,0.71033,0.35714,0.58972,0.49457,0.1425,6.931e-05,6.931e-05,6.931e-05
95,8216.09,0.57882,0.48582,0.10945,0.76678,0.69975,0.73024,0.36187,0.59551,0.51953,0.14167,6.898e-05,6.898e-05,6.898e-05
96,8302.26,0.58487,0.48441,0.10498,0.68114,0.75473,0.72241,0.36596,0.58595,0.4929,0.13431,6.865e-05,6.865e-05,6.865e-05
97,8388.19,0.55424,0.47855,0.09783,0.68117,0.73908,0.72449,0.36678,0.57791,0.49644,0.1166,6.832e-05,6.832e-05,6.832e-05
98,8474.07,0.58493,0.47857,0.10324,0.6744,0.74282,0.72468,0.36416,0.57694,0.50058,0.1192,6.799e-05,6.799e-05,6.799e-05
99,8560.39,0.56706,0.48102,0.09946,0.70047,0.71785,0.726,0.36149,0.58641,0.48935,0.12118,6.766e-05,6.766e-05,6.766e-05
100,8646.75,0.59034,0.49813,0.11356,0.71157,0.72097,0.71745,0.36453,0.60384,0.48548,0.14325,6.733e-05,6.733e-05,6.733e-05
101,8733,0.58165,0.485,0.10213,0.73636,0.69788,0.72154,0.3622,0.59041,0.50294,0.1246,6.7e-05,6.7e-05,6.7e-05
102,8819.25,0.56545,0.48486,0.09964,0.69893,0.70849,0.71473,0.358,0.59701,0.49088,0.13046,6.667e-05,6.667e-05,6.667e-05
103,8905.73,0.59359,0.48128,0.10136,0.71097,0.71848,0.72182,0.36874,0.58358,0.48422,0.1226,6.634e-05,6.634e-05,6.634e-05
104,8992.84,0.58493,0.46498,0.10431,0.70678,0.75218,0.73758,0.37547,0.58012,0.48371,0.11867,6.601e-05,6.601e-05,6.601e-05
105,9079.94,0.57492,0.4761,0.10316,0.72115,0.74032,0.74742,0.38013,0.56936,0.48303,0.11461,6.568e-05,6.568e-05,6.568e-05
106,9167.13,0.57938,0.46765,0.10247,0.72097,0.74031,0.74389,0.37625,0.57571,0.4835,0.1139,6.535e-05,6.535e-05,6.535e-05
107,9253.27,0.57702,0.48441,0.10213,0.74229,0.71378,0.74165,0.37542,0.57943,0.48299,0.11755,6.502e-05,6.502e-05,6.502e-05
108,9339.43,0.56273,0.47693,0.10168,0.69007,0.73346,0.71678,0.35178,0.60337,0.4923,0.12256,6.469e-05,6.469e-05,6.469e-05
109,9425.63,0.5606,0.47458,0.10458,0.7372,0.71444,0.73391,0.37477,0.58107,0.48815,0.12039,6.436e-05,6.436e-05,6.436e-05
110,9512.07,0.5538,0.48889,0.10022,0.75141,0.72452,0.72499,0.37122,0.5873,0.51219,0.12332,6.403e-05,6.403e-05,6.403e-05
111,9598.32,0.57426,0.48135,0.09833,0.73343,0.71223,0.73217,0.3752,0.58234,0.50912,0.12127,6.37e-05,6.37e-05,6.37e-05
112,9684.9,0.56955,0.48028,0.10218,0.71859,0.73159,0.73392,0.37831,0.57811,0.49005,0.12009,6.337e-05,6.337e-05,6.337e-05
113,9770.68,0.54259,0.45388,0.0965,0.74949,0.69226,0.72823,0.37427,0.57603,0.49244,0.12088,6.304e-05,6.304e-05,6.304e-05
114,9857.06,0.59613,0.48184,0.1124,0.73145,0.71036,0.73372,0.3744,0.58555,0.47987,0.12053,6.271e-05,6.271e-05,6.271e-05
115,9943.4,0.56438,0.46073,0.09691,0.73202,0.73658,0.73889,0.37657,0.58151,0.47734,0.11742,6.238e-05,6.238e-05,6.238e-05
116,10029.8,0.56875,0.46925,0.10255,0.72301,0.70662,0.73075,0.37011,0.5797,0.47942,0.11677,6.205e-05,6.205e-05,6.205e-05
117,10116.3,0.57989,0.47479,0.09872,0.76903,0.696,0.7444,0.38647,0.57889,0.47897,0.11814,6.172e-05,6.172e-05,6.172e-05
118,10203.1,0.5387,0.46936,0.09141,0.76399,0.68298,0.73528,0.37576,0.58855,0.49648,0.12074,6.139e-05,6.139e-05,6.139e-05
119,10288.5,0.54609,0.48039,0.09569,0.76212,0.68227,0.72691,0.37515,0.56834,0.51092,0.11271,6.106e-05,6.106e-05,6.106e-05
120,10374.6,0.5845,0.46688,0.10655,0.75726,0.70911,0.71805,0.36765,0.5876,0.50271,0.12152,6.073e-05,6.073e-05,6.073e-05
121,10460.8,0.55027,0.46404,0.09792,0.7181,0.71223,0.70787,0.3663,0.58737,0.48911,0.1257,6.04e-05,6.04e-05,6.04e-05
122,10546.2,0.57119,0.45421,0.10482,0.73206,0.72784,0.7317,0.37704,0.58207,0.47734,0.12216,6.007e-05,6.007e-05,6.007e-05
123,10632.2,0.55255,0.46698,0.09809,0.70456,0.71602,0.72793,0.37003,0.5783,0.48777,0.11986,5.974e-05,5.974e-05,5.974e-05
124,10718.5,0.54296,0.47419,0.09471,0.71483,0.71598,0.72964,0.35783,0.59768,0.49176,0.1226,5.941e-05,5.941e-05,5.941e-05
125,10804.8,0.56829,0.46109,0.09676,0.6974,0.69773,0.71706,0.36105,0.5917,0.48624,0.12176,5.908e-05,5.908e-05,5.908e-05
126,10891.3,0.57645,0.46672,0.10262,0.72163,0.71973,0.7274,0.37352,0.57719,0.48497,0.11942,5.875e-05,5.875e-05,5.875e-05
127,10977.6,0.56044,0.46685,0.0919,0.71197,0.73034,0.72788,0.37471,0.57483,0.48052,0.11697,5.842e-05,5.842e-05,5.842e-05
128,11063.6,0.57749,0.46191,0.10141,0.73321,0.73425,0.74606,0.38438,0.57495,0.48949,0.11647,5.809e-05,5.809e-05,5.809e-05
129,11149.8,0.53834,0.47093,0.09143,0.77423,0.70162,0.73572,0.3755,0.57807,0.49018,0.11623,5.776e-05,5.776e-05,5.776e-05
130,11235.7,0.54947,0.45251,0.09403,0.71607,0.72846,0.73192,0.37062,0.58626,0.47923,0.11861,5.743e-05,5.743e-05,5.743e-05
131,11322,0.55237,0.47435,0.10192,0.72896,0.7286,0.74467,0.37207,0.5825,0.48494,0.11771,5.71e-05,5.71e-05,5.71e-05
132,11408.5,0.56018,0.47007,0.10111,0.70736,0.73908,0.74044,0.37884,0.5687,0.50051,0.11632,5.677e-05,5.677e-05,5.677e-05
133,11494.9,0.54503,0.47178,0.09486,0.7466,0.70993,0.74056,0.38157,0.56364,0.49373,0.11463,5.644e-05,5.644e-05,5.644e-05
134,11581,0.53973,0.47313,0.09637,0.70269,0.73915,0.72987,0.37383,0.58167,0.49004,0.11862,5.611e-05,5.611e-05,5.611e-05
135,11667.2,0.54172,0.46369,0.09576,0.70078,0.75728,0.74342,0.38185,0.58063,0.47964,0.11697,5.578e-05,5.578e-05,5.578e-05
136,11753.4,0.54858,0.46758,0.09449,0.74728,0.73279,0.74968,0.38598,0.57308,0.47513,0.11591,5.545e-05,5.545e-05,5.545e-05
137,11839.3,0.54011,0.46285,0.09488,0.72856,0.73408,0.74712,0.38588,0.57258,0.46798,0.11507,5.512e-05,5.512e-05,5.512e-05
138,11925.2,0.57236,0.45114,0.10197,0.7618,0.73283,0.75646,0.38816,0.57833,0.47116,0.11406,5.479e-05,5.479e-05,5.479e-05
139,12012.4,0.51953,0.45024,0.09136,0.74308,0.73096,0.73911,0.3696,0.57663,0.48082,0.11299,5.446e-05,5.446e-05,5.446e-05
140,12098.6,0.5432,0.45105,0.09229,0.74863,0.7306,0.73942,0.37074,0.60292,0.48035,0.11948,5.413e-05,5.413e-05,5.413e-05
141,12184.2,0.54256,0.44829,0.09281,0.73544,0.74096,0.7385,0.37229,0.60413,0.47907,0.11997,5.38e-05,5.38e-05,5.38e-05
142,12270.1,0.5561,0.4526,0.09514,0.74555,0.74095,0.74401,0.383,0.58379,0.46813,0.11794,5.347e-05,5.347e-05,5.347e-05
143,12356.1,0.54174,0.46087,0.09516,0.72445,0.73658,0.7376,0.37526,0.58801,0.47716,0.11754,5.314e-05,5.314e-05,5.314e-05
144,12442.2,0.53077,0.45035,0.09087,0.77071,0.7216,0.74377,0.38059,0.58243,0.4714,0.11922,5.281e-05,5.281e-05,5.281e-05
145,12528.4,0.53119,0.45834,0.1006,0.73079,0.7371,0.73689,0.37493,0.59721,0.48452,0.12169,5.248e-05,5.248e-05,5.248e-05
146,12614.6,0.56524,0.46136,0.09354,0.76551,0.71731,0.75495,0.38142,0.57713,0.47975,0.1164,5.215e-05,5.215e-05,5.215e-05
147,12700.7,0.54028,0.44483,0.09514,0.76921,0.73649,0.75543,0.38618,0.5853,0.48518,0.11937,5.182e-05,5.182e-05,5.182e-05
148,12786.5,0.55326,0.4504,0.09448,0.74791,0.72722,0.75441,0.38511,0.58249,0.48593,0.11843,5.149e-05,5.149e-05,5.149e-05
149,12872.3,0.56269,0.44925,0.09365,0.7476,0.73533,0.76161,0.38657,0.58933,0.4864,0.11901,5.116e-05,5.116e-05,5.116e-05
150,12960.7,0.54424,0.46003,0.09361,0.76425,0.71723,0.75263,0.3733,0.59549,0.48275,0.12123,5.083e-05,5.083e-05,5.083e-05
151,13048,0.54113,0.44892,0.09205,0.76808,0.71116,0.74364,0.37481,0.5962,0.4847,0.12286,5.05e-05,5.05e-05,5.05e-05
152,13133.5,0.52227,0.45956,0.08995,0.76345,0.71785,0.74251,0.37805,0.59386,0.49186,0.12179,5.017e-05,5.017e-05,5.017e-05
153,13219.5,0.5263,0.46937,0.08797,0.75827,0.72846,0.73954,0.37869,0.59044,0.47982,0.11937,4.984e-05,4.984e-05,4.984e-05
154,13305.6,0.5125,0.45129,0.09174,0.78381,0.70662,0.74621,0.37954,0.59926,0.47278,0.12273,4.951e-05,4.951e-05,4.951e-05
155,13391.7,0.53571,0.45615,0.09815,0.75345,0.7191,0.74419,0.37629,0.6006,0.48716,0.12515,4.918e-05,4.918e-05,4.918e-05
156,13478,0.56177,0.45918,0.09992,0.76842,0.73325,0.75777,0.38907,0.58723,0.4727,0.12335,4.885e-05,4.885e-05,4.885e-05
157,13564.4,0.55442,0.45819,0.09661,0.76145,0.71598,0.73629,0.37956,0.59679,0.47674,0.12472,4.852e-05,4.852e-05,4.852e-05
158,13649.9,0.52474,0.45151,0.09245,0.76029,0.70162,0.73957,0.37546,0.60992,0.4838,0.12946,4.819e-05,4.819e-05,4.819e-05
159,13735.9,0.54027,0.45044,0.09245,0.78353,0.70493,0.7448,0.38351,0.5948,0.47586,0.12353,4.786e-05,4.786e-05,4.786e-05
160,13821.7,0.53226,0.45902,0.09107,0.76238,0.71348,0.74205,0.37878,0.59403,0.48745,0.12322,4.753e-05,4.753e-05,4.753e-05
161,13907.4,0.51497,0.46051,0.0844,0.74363,0.71286,0.73658,0.37295,0.59582,0.4886,0.12121,4.72e-05,4.72e-05,4.72e-05
162,13993.1,0.51976,0.44385,0.08785,0.77705,0.71576,0.7478,0.3811,0.59167,0.48234,0.11894,4.687e-05,4.687e-05,4.687e-05
163,14078.6,0.51025,0.44342,0.09391,0.77393,0.70307,0.7435,0.38359,0.59109,0.47855,0.11896,4.654e-05,4.654e-05,4.654e-05
164,14164.3,0.54052,0.44959,0.08851,0.76808,0.71036,0.74773,0.38556,0.59383,0.47752,0.12078,4.621e-05,4.621e-05,4.621e-05
165,14249.7,0.54484,0.44958,0.0964,0.76166,0.7035,0.74212,0.38322,0.58629,0.47799,0.11971,4.588e-05,4.588e-05,4.588e-05
166,14335.5,0.50075,0.44692,0.08806,0.75731,0.72035,0.7415,0.37791,0.60734,0.47761,0.12937,4.555e-05,4.555e-05,4.555e-05
167,14421.3,0.52116,0.43909,0.08549,0.77322,0.72347,0.74311,0.37745,0.61089,0.4835,0.12885,4.522e-05,4.522e-05,4.522e-05
168,14507.2,0.54183,0.45761,0.1004,0.75761,0.71723,0.74388,0.38132,0.59274,0.50132,0.12126,4.489e-05,4.489e-05,4.489e-05
169,14593.2,0.51267,0.44092,0.08951,0.76451,0.71286,0.74049,0.381,0.60035,0.50595,0.12349,4.456e-05,4.456e-05,4.456e-05
170,14678.8,0.54263,0.4472,0.09241,0.74236,0.71536,0.73361,0.37449,0.60343,0.48002,0.1216,4.423e-05,4.423e-05,4.423e-05
171,14764.2,0.51881,0.45637,0.0951,0.75902,0.72748,0.74585,0.38253,0.58876,0.4754,0.1206,4.39e-05,4.39e-05,4.39e-05
172,14850.1,0.51148,0.46413,0.08542,0.78708,0.7035,0.75088,0.38533,0.5894,0.47647,0.12244,4.357e-05,4.357e-05,4.357e-05
173,14935.3,0.51795,0.438,0.08917,0.78294,0.7216,0.75133,0.38527,0.59533,0.474,0.12233,4.324e-05,4.324e-05,4.324e-05
174,15021,0.51116,0.43693,0.08568,0.77912,0.70724,0.74204,0.37751,0.59873,0.47701,0.11995,4.291e-05,4.291e-05,4.291e-05
175,15107.1,0.51829,0.44236,0.08793,0.75988,0.72659,0.7404,0.37904,0.59914,0.47817,0.12219,4.258e-05,4.258e-05,4.258e-05
176,15192.7,0.53201,0.44527,0.09706,0.77353,0.7164,0.74495,0.37961,0.60059,0.46982,0.12243,4.225e-05,4.225e-05,4.225e-05
