epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
1,57.2719,1.93262,2.15876,0.02206,0.09852,0.20799,0.53934,0.29123,0.1129,2.05228,1.85859,0.02658,0.0115,0.00277957,0.00277957,0.0701555
2,74.1007,1.96275,1.49093,0.02187,0.06355,0.15848,0.05044,0.03802,0.01564,nan,nan,nan,nan,0.00550831,0.00550831,0.0395509
3,91.1237,1.91908,1.58098,0.02168,0.05765,0.46888,0.47949,0.44383,0.17672,1.90094,3.8085,0.02475,0.00702,0.00812458,0.00812458,0.0088338
4,108.314,1.90051,1.42994,0.02125,0.05394,0.46073,0.44586,0.41536,0.19687,1.78146,1.56564,0.0227,0.00326,0.00801391,0.00801391,0.00801391
5,125.644,1.83326,1.44539,0.02087,0.05226,0.35269,0.3423,0.28019,0.10051,2.38278,9.09421,0.02532,0.00233,0.00784522,0.00784522,0.00784522
6,142.716,1.87292,1.3773,0.01903,0.0643,0.54997,0.5046,0.5092,0.24189,1.7158,1.99526,0.02195,0.00449,0.00767652,0.00767652,0.00767652
7,159.934,1.85648,1.41248,0.02145,0.05574,0.60516,0.50437,0.54938,0.26274,1.7776,1.22479,0.02724,0.00281,0.00750782,0.00750782,0.00750782
8,177.179,1.84143,1.40392,0.02098,0.05969,0.5965,0.50702,0.54734,0.27083,1.74432,1.40815,0.02806,0.00244,0.00733913,0.00733913,0.00733913
9,194.376,1.80996,1.38027,0.02184,0.05089,0.58199,0.4719,0.50768,0.23611,1.82146,1.47671,0.02349,0.0065,0.00717043,0.00717043,0.00717043
10,211.302,1.87302,1.34849,0.02208,0.0548,0.60097,0.53598,0.562,0.28307,1.75212,1.14253,0.02509,0.00516,0.00700174,0.00700174,0.00700174
11,228.802,1.81168,1.37107,0.02052,0.06232,0.6737,0.54001,0.61472,0.31765,1.60859,1.42205,0.02436,0.00077,0.00683304,0.00683304,0.00683304
12,245.99,1.83015,1.3148,0.02036,0.05074,0.54677,0.48839,0.50309,0.22194,1.96269,2.98971,0.02888,0.00551,0.00666434,0.00666434,0.00666434
13,262.896,1.87312,1.3051,0.02091,0.05627,0.60014,0.52186,0.5391,0.2492,1.71137,3.34734,0.02426,0.00123,0.00649565,0.00649565,0.00649565
14,279.836,1.7611,1.27376,0.02093,0.04835,0.67981,0.59314,0.65948,0.37522,1.46373,1.21489,0.02289,0.00065,0.00632695,0.00632695,0.00632695
15,297.227,1.7353,1.18939,0.02071,0.05664,0.5847,0.55414,0.56302,0.31943,1.54277,1.14168,0.02242,0.00103,0.00615826,0.00615826,0.00615826
16,314.249,1.70198,1.2247,0.01942,0.04699,0.63487,0.55884,0.58581,0.32873,1.52263,1.2233,0.02256,0.0008,0.00598956,0.00598956,0.00598956
17,331.352,1.70725,1.16699,0.02044,0.05141,0.6459,0.58978,0.63493,0.34553,1.53714,1.01262,0.02491,0.00105,0.00582086,0.00582086,0.00582086
18,348.326,1.70061,1.19829,0.01971,0.05504,0.69183,0.60592,0.6683,0.37407,1.54842,1.0817,0.02479,0.00073,0.00565217,0.00565217,0.00565217
19,365.133,1.64667,1.16366,0.01892,0.05307,0.7196,0.63551,0.71382,0.39931,1.51115,0.89051,0.02473,0.00353,0.00548347,0.00548347,0.00548347
20,382.344,1.63332,1.03597,0.02103,0.04384,0.72815,0.62071,0.70882,0.41166,1.43353,0.88297,0.0233,0.0041,0.00531478,0.00531478,0.00531478
21,399.85,1.64133,1.07279,0.01942,0.05151,0.68924,0.61466,0.67224,0.3639,1.51638,0.94715,0.02063,0.00421,0.00514608,0.00514608,0.00514608
22,416.887,1.67459,1.06656,0.01874,0.05124,0.75569,0.65523,0.7378,0.40764,1.5143,0.80221,0.02301,0.00148,0.00497738,0.00497738,0.00497738
23,434.055,1.65091,1.06598,0.02083,0.04564,0.72861,0.65501,0.72556,0.42164,1.43066,0.86965,0.0222,0.00116,0.00480869,0.00480869,0.00480869
24,451.698,1.64962,1.02151,0.02055,0.05626,0.73063,0.66644,0.72711,0.40826,1.44447,1.16922,0.02203,0.00164,0.00463999,0.00463999,0.00463999
25,468.843,1.59653,0.99845,0.01876,0.04679,0.75596,0.66106,0.74124,0.4311,1.42536,0.80561,0.02277,0.00254,0.0044713,0.0044713,0.0044713
26,486.354,1.63372,0.98054,0.01947,0.04915,0.74283,0.64761,0.72665,0.41344,1.41962,0.96525,0.02199,0.00303,0.0043026,0.0043026,0.0043026
27,503.15,1.54331,0.98453,0.02065,0.05114,0.72362,0.67082,0.73691,0.4207,1.4086,0.94175,0.02251,0.00399,0.0041339,0.0041339,0.0041339
28,519.993,1.62315,0.98834,0.02014,0.04892,0.74826,0.68161,0.75958,0.43823,1.46558,0.72714,0.02205,0.00421,0.00396521,0.00396521,0.00396521
29,537.389,1.60212,1.01661,0.02002,0.05047,0.67639,0.60054,0.65645,0.34699,1.55889,1.55669,0.02036,0.00236,0.00379651,0.00379651,0.00379651
30,554.35,1.67396,1.14552,0.01959,0.05808,0.7393,0.65165,0.72945,0.43156,1.38161,0.83167,0.02252,0.00326,0.00362782,0.00362782,0.00362782
31,571.174,1.54833,1.06325,0.02045,0.05032,0.73137,0.64816,0.70851,0.40697,1.46954,0.89321,0.02315,0.00262,0.00345912,0.00345912,0.00345912
32,587.98,1.56494,1.07618,0.02061,0.04713,0.79183,0.66509,0.77492,0.45562,1.37651,0.77055,0.02138,0.00173,0.00329042,0.00329042,0.00329042
33,605.581,1.53919,1.02707,0.01977,0.05537,0.74125,0.69739,0.76162,0.44758,1.3465,0.84275,0.022,0.00171,0.00312173,0.00312173,0.00312173
34,622.738,1.51486,0.95258,0.01903,0.04944,0.75603,0.72104,0.79326,0.48484,1.33747,0.72275,0.02194,0.00138,0.00295303,0.00295303,0.00295303
35,639.793,1.57247,1.01797,0.02014,0.0565,0.74387,0.70007,0.76597,0.46197,1.38589,0.76116,0.02286,0.00199,0.00278434,0.00278434,0.00278434
36,656.774,1.574,0.98136,0.0185,0.04591,0.76863,0.7216,0.78623,0.46769,1.37382,0.84324,0.02128,0.00343,0.00261564,0.00261564,0.00261564
37,673.669,1.62415,1.13727,0.02087,0.05846,0.65446,0.62795,0.66976,0.36671,1.519,2.10279,0.0213,0.00533,0.00244694,0.00244694,0.00244694
38,690.948,1.54184,0.96171,0.01932,0.04752,0.77827,0.71755,0.79887,0.47967,1.38036,0.794,0.02332,0.00387,0.00227825,0.00227825,0.00227825
39,707.909,1.54573,0.92676,0.01907,0.04948,0.75216,0.72024,0.78652,0.48212,1.30654,0.72378,0.02182,0.0028,0.00210955,0.00210955,0.00210955
40,724.881,1.50542,0.97006,0.01786,0.04642,0.75371,0.71015,0.77099,0.44388,1.45025,0.92092,0.02168,0.0022,0.00194086,0.00194086,0.00194086
41,744.804,1.47634,0.95232,0.02394,0.03031,0.79611,0.68796,0.79569,0.49891,1.33908,0.83545,0.02254,0.00159,0.00177216,0.00177216,0.00177216
42,761.665,1.45386,1.04309,0.02348,0.03027,0.76411,0.68931,0.7865,0.47313,1.42414,0.72363,0.02389,0.00168,0.00160346,0.00160346,0.00160346
