epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
53,4586.97,0.62763,0.54348,0.11346,0.74018,0.74663,0.73008,0.36119,0.56031,0.51829,0.11499,8.284e-05,8.284e-05,8.284e-05
54,4672.97,0.62246,0.54579,0.1095,0.71063,0.75404,0.72581,0.35337,0.57292,0.51477,0.11574,8.251e-05,8.251e-05,8.251e-05
55,4759.22,0.63461,0.53012,0.11383,0.65865,0.75943,0.71052,0.34337,0.58315,0.52688,0.12036,8.218e-05,8.218e-05,8.218e-05
56,4845,0.61532,0.53579,0.11151,0.73588,0.76011,0.73917,0.36167,0.55077,0.54233,0.11166,8.185e-05,8.185e-05,8.185e-05
57,4930.87,0.60528,0.55232,0.10579,0.76797,0.74461,0.74527,0.36481,0.56093,0.52333,0.11483,8.152e-05,8.152e-05,8.152e-05
58,5017.61,0.63985,0.54641,0.11582,0.78536,0.71765,0.73126,0.35934,0.55288,0.54165,0.11278,8.119e-05,8.119e-05,8.119e-05
59,5103.66,0.61112,0.54239,0.10605,0.68049,0.76685,0.71616,0.35557,0.5645,0.53445,0.11543,8.086e-05,8.086e-05,8.086e-05
60,5189.48,0.62996,0.52783,0.11669,0.71431,0.76685,0.74298,0.36917,0.55235,0.51768,0.1133,8.053e-05,8.053e-05,8.053e-05
61,5277.04,0.61287,0.5527,0.10384,0.70593,0.75059,0.73857,0.37385,0.54248,0.53086,0.10889,8.02e-05,8.02e-05,8.02e-05
62,5364.15,0.60634,0.52677,0.11038,0.75438,0.72709,0.73021,0.3681,0.5635,0.52947,0.11598,7.987e-05,7.987e-05,7.987e-05
63,5450.13,0.61726,0.54398,0.10741,0.75426,0.72844,0.74081,0.36272,0.56771,0.52536,0.11786,7.954e-05,7.954e-05,7.954e-05
64,5535.76,0.60614,0.52491,0.11408,0.70428,0.75588,0.74887,0.36948,0.56794,0.52173,0.11683,7.921e-05,7.921e-05,7.921e-05
65,5621.72,0.62064,0.51628,0.10851,0.71383,0.76312,0.74617,0.37245,0.56508,0.50103,0.12028,7.888e-05,7.888e-05,7.888e-05
66,5707.61,0.61564,0.52844,0.11018,0.7232,0.76078,0.7385,0.37201,0.55615,0.52086,0.11555,7.855e-05,7.855e-05,7.855e-05
67,5793.41,0.58945,0.53607,0.10367,0.69786,0.75809,0.74133,0.3674,0.56401,0.51482,0.11498,7.822e-05,7.822e-05,7.822e-05
68,5879.42,0.62028,0.51659,0.10943,0.71616,0.75876,0.73974,0.3747,0.55918,0.50394,0.11224,7.789e-05,7.789e-05,7.789e-05
69,5965.62,0.60917,0.51168,0.10677,0.69649,0.77291,0.73526,0.37594,0.55665,0.50631,0.1124,7.756e-05,7.756e-05,7.756e-05
70,6052.63,0.59909,0.539,0.10713,0.7483,0.74523,0.73412,0.36588,0.56278,0.50647,0.11235,7.723e-05,7.723e-05,7.723e-05
71,6138.66,0.60539,0.50662,0.10853,0.7219,0.76819,0.73742,0.37548,0.5532,0.51652,0.11277,7.69e-05,7.69e-05,7.69e-05
72,6224.28,0.60246,0.51122,0.10341,0.75256,0.76819,0.75189,0.38114,0.54523,0.51845,0.11372,7.657e-05,7.657e-05,7.657e-05
73,6311.54,0.62906,0.51335,0.11523,0.75792,0.74897,0.75401,0.37847,0.55424,0.51483,0.11398,7.624e-05,7.624e-05,7.624e-05
74,6397.08,0.58201,0.51914,0.10276,0.74894,0.75783,0.75168,0.38027,0.55858,0.50907,0.11362,7.591e-05,7.591e-05,7.591e-05
75,6483.38,0.60886,0.53358,0.1,0.73021,0.76056,0.75445,0.37744,0.56164,0.50023,0.11599,7.558e-05,7.558e-05,7.558e-05
76,6569.25,0.60204,0.52125,0.11604,0.758,0.76482,0.76804,0.39379,0.54456,0.50143,0.11196,7.525e-05,7.525e-05,7.525e-05
77,6656.49,0.59538,0.50861,0.10474,0.75855,0.76078,0.76149,0.3839,0.55856,0.49471,0.11723,7.492e-05,7.492e-05,7.492e-05
78,6742.59,0.61981,0.49944,0.11295,0.75187,0.74933,0.76061,0.3869,0.55151,0.5066,0.11464,7.459e-05,7.459e-05,7.459e-05
79,6828.88,0.61743,0.51783,0.11029,0.73751,0.75404,0.75637,0.38644,0.55459,0.51115,0.11481,7.426e-05,7.426e-05,7.426e-05
80,6915.01,0.58589,0.49645,0.10052,0.744,0.7579,0.75124,0.38102,0.55797,0.50646,0.11542,7.393e-05,7.393e-05,7.393e-05
81,7000.93,0.56656,0.49807,0.10091,0.76035,0.76078,0.7534,0.38992,0.54561,0.4963,0.11104,7.36e-05,7.36e-05,7.36e-05
82,7086.98,0.55961,0.51977,0.10478,0.74481,0.75326,0.75468,0.38188,0.55644,0.50727,0.11289,7.327e-05,7.327e-05,7.327e-05
83,7173.46,0.56991,0.50119,0.09774,0.77408,0.75202,0.75374,0.37614,0.56004,0.50516,0.11097,7.294e-05,7.294e-05,7.294e-05
84,7259.54,0.61315,0.51866,0.1057,0.74908,0.75674,0.75371,0.3771,0.56637,0.50448,0.11425,7.261e-05,7.261e-05,7.261e-05
85,7345.5,0.60635,0.51339,0.10425,0.76006,0.75348,0.75944,0.38765,0.5551,0.49473,0.11175,7.228e-05,7.228e-05,7.228e-05
86,7431.57,0.59282,0.52656,0.10018,0.77154,0.75741,0.7631,0.38894,0.56169,0.49541,0.11553,7.195e-05,7.195e-05,7.195e-05
87,7517.79,0.58448,0.51652,0.10389,0.75472,0.7568,0.7626,0.39106,0.55012,0.50326,0.111,7.162e-05,7.162e-05,7.162e-05
88,7603.29,0.56104,0.50298,0.09762,0.77171,0.76083,0.7699,0.38833,0.56121,0.49541,0.11497,7.129e-05,7.129e-05,7.129e-05
89,7688.81,0.59086,0.48057,0.09772,0.78142,0.76011,0.76715,0.38556,0.55874,0.50168,0.11239,7.096e-05,7.096e-05,7.096e-05
90,7774.84,0.58178,0.50748,0.10022,0.82589,0.72558,0.76902,0.3895,0.54885,0.51869,0.11025,7.063e-05,7.063e-05,7.063e-05
91,7861.12,0.58767,0.48479,0.10074,0.79049,0.75002,0.76497,0.3839,0.5586,0.49269,0.11254,7.03e-05,7.03e-05,7.03e-05
92,7947.09,0.58289,0.50424,0.10544,0.77101,0.76213,0.76566,0.38677,0.54902,0.49252,0.11244,6.997e-05,6.997e-05,6.997e-05
93,8033,0.57968,0.50457,0.09881,0.74646,0.77022,0.7633,0.3857,0.56106,0.50395,0.1168,6.964e-05,6.964e-05,6.964e-05
94,8119.11,0.60333,0.48748,0.09992,0.75288,0.75606,0.76567,0.38949,0.55964,0.49298,0.11742,6.931e-05,6.931e-05,6.931e-05
95,8205,0.57581,0.49537,0.0964,0.7787,0.75874,0.76984,0.38862,0.55819,0.49065,0.11431,6.898e-05,6.898e-05,6.898e-05
96,8290.9,0.5686,0.4792,0.1009,0.77336,0.75,0.76618,0.39443,0.55132,0.49373,0.11362,6.865e-05,6.865e-05,6.865e-05
97,8377.66,0.59208,0.49335,0.10306,0.75957,0.76078,0.7651,0.38534,0.56062,0.4901,0.11472,6.832e-05,6.832e-05,6.832e-05
98,8463.68,0.58963,0.47602,0.09642,0.74429,0.77561,0.7661,0.38992,0.55441,0.49473,0.11284,6.799e-05,6.799e-05,6.799e-05
99,8549.73,0.57771,0.47713,0.10329,0.75595,0.76811,0.77189,0.39321,0.56078,0.49135,0.11332,6.766e-05,6.766e-05,6.766e-05
100,8635.67,0.57784,0.46767,0.10287,0.76363,0.77224,0.76522,0.38776,0.56392,0.49622,0.11281,6.733e-05,6.733e-05,6.733e-05
101,8721.22,0.58711,0.48612,0.09682,0.77498,0.73922,0.76339,0.38904,0.55242,0.49915,0.10996,6.7e-05,6.7e-05,6.7e-05
102,8807.61,0.58479,0.48279,0.0945,0.80313,0.71563,0.75836,0.38589,0.55253,0.48907,0.11036,6.667e-05,6.667e-05,6.667e-05
103,8893.26,0.55592,0.47964,0.09871,0.77787,0.72035,0.75926,0.3933,0.55308,0.49716,0.1119,6.634e-05,6.634e-05,6.634e-05
104,8979.09,0.57239,0.48416,0.10011,0.77745,0.75067,0.76502,0.39135,0.55954,0.49513,0.11693,6.601e-05,6.601e-05,6.601e-05
105,9064.4,0.56292,0.49909,0.09381,0.7949,0.74191,0.76777,0.38623,0.56212,0.49835,0.1143,6.568e-05,6.568e-05,6.568e-05
106,9150.32,0.57896,0.47981,0.10475,0.77735,0.75067,0.77248,0.39374,0.56759,0.48465,0.11673,6.535e-05,6.535e-05,6.535e-05
107,9236.26,0.56311,0.48,0.0928,0.79586,0.72642,0.77491,0.39152,0.56857,0.48324,0.11887,6.502e-05,6.502e-05,6.502e-05
108,9321.76,0.55405,0.47286,0.09815,0.79286,0.73652,0.77907,0.38749,0.56635,0.4834,0.11827,6.469e-05,6.469e-05,6.469e-05
109,9407.5,0.56049,0.48298,0.09153,0.78184,0.74933,0.77731,0.39677,0.55546,0.48973,0.11387,6.436e-05,6.436e-05,6.436e-05
110,9494.43,0.57511,0.46548,0.09982,0.79478,0.73333,0.77842,0.3976,0.56014,0.47289,0.11739,6.403e-05,6.403e-05,6.403e-05
111,9581.31,0.56042,0.47343,0.09607,0.79055,0.73181,0.7812,0.40335,0.55348,0.48512,0.11286,6.37e-05,6.37e-05,6.37e-05
112,9667.6,0.5921,0.45672,0.10789,0.78584,0.7319,0.78228,0.40037,0.56153,0.48086,0.11653,6.337e-05,6.337e-05,6.337e-05
113,9753.61,0.57658,0.47981,0.09942,0.76931,0.77079,0.77687,0.40136,0.56582,0.46508,0.11737,6.304e-05,6.304e-05,6.304e-05
114,9839.67,0.58449,0.46574,0.10157,0.76516,0.75539,0.77587,0.39856,0.56812,0.4756,0.11806,6.271e-05,6.271e-05,6.271e-05
115,9925.27,0.57508,0.46603,0.1005,0.79204,0.73181,0.77873,0.39683,0.57116,0.48167,0.12005,6.238e-05,6.238e-05,6.238e-05
116,10011.5,0.55982,0.4685,0.09607,0.78162,0.73854,0.77787,0.40329,0.56577,0.4858,0.1183,6.205e-05,6.205e-05,6.205e-05
117,10097.5,0.5692,0.4794,0.09623,0.76612,0.75712,0.78509,0.40414,0.56459,0.48304,0.11654,6.172e-05,6.172e-05,6.172e-05
118,10184.2,0.57568,0.47129,0.0977,0.77543,0.75,0.77938,0.40598,0.57349,0.47239,0.12167,6.139e-05,6.139e-05,6.139e-05
119,10271.5,0.54754,0.4809,0.09361,0.78638,0.73046,0.7741,0.40066,0.56556,0.46935,0.11558,6.106e-05,6.106e-05,6.106e-05
120,10357.6,0.57281,0.48427,0.09569,0.77022,0.74191,0.7692,0.39515,0.57117,0.47385,0.11755,6.073e-05,6.073e-05,6.073e-05
121,10443.9,0.56778,0.48063,0.1009,0.80606,0.73379,0.78714,0.40641,0.55989,0.48103,0.11736,6.04e-05,6.04e-05,6.04e-05
122,10530.3,0.55262,0.46357,0.10093,0.80223,0.74326,0.78652,0.40386,0.56516,0.47235,0.12095,6.007e-05,6.007e-05,6.007e-05
123,10616.4,0.5575,0.47922,0.0911,0.79291,0.76415,0.78891,0.40331,0.56674,0.47981,0.11723,5.974e-05,5.974e-05,5.974e-05
124,10702.3,0.55947,0.47169,0.09253,0.80752,0.74326,0.79066,0.40174,0.56559,0.47927,0.11612,5.941e-05,5.941e-05,5.941e-05
125,10788.3,0.51966,0.46926,0.08756,0.78704,0.74394,0.78348,0.39934,0.56265,0.48983,0.11606,5.908e-05,5.908e-05,5.908e-05
126,10874.5,0.55381,0.46178,0.09402,0.77738,0.77885,0.79068,0.40312,0.56117,0.49257,0.11356,5.875e-05,5.875e-05,5.875e-05
127,10960.4,0.54451,0.468,0.08912,0.80263,0.73787,0.7852,0.39811,0.56826,0.48349,0.11785,5.842e-05,5.842e-05,5.842e-05
128,11046.2,0.55536,0.47525,0.09982,0.80295,0.74191,0.78653,0.40545,0.56649,0.47686,0.11745,5.809e-05,5.809e-05,5.809e-05
129,11132.2,0.56778,0.45271,0.10424,0.8101,0.72574,0.79325,0.4058,0.5592,0.48138,0.11514,5.776e-05,5.776e-05,5.776e-05
130,11218.1,0.5475,0.4565,0.09268,0.78117,0.76954,0.79552,0.41008,0.56337,0.47716,0.11538,5.743e-05,5.743e-05,5.743e-05
131,11305.2,0.56329,0.46381,0.09803,0.7795,0.76706,0.79544,0.40831,0.5643,0.47051,0.11431,5.71e-05,5.71e-05,5.71e-05
132,11391.3,0.55833,0.47021,0.09616,0.77023,0.76123,0.78072,0.39931,0.57228,0.48524,0.12101,5.677e-05,5.677e-05,5.677e-05
133,11476.9,0.53839,0.48125,0.0927,0.79998,0.74394,0.79054,0.3968,0.56937,0.48035,0.11567,5.644e-05,5.644e-05,5.644e-05
134,11563,0.53681,0.47651,0.08813,0.79497,0.75202,0.79508,0.40279,0.56573,0.48485,0.11915,5.611e-05,5.611e-05,5.611e-05
135,11648.7,0.53572,0.45708,0.08866,0.80102,0.76497,0.79745,0.40728,0.5653,0.48966,0.11869,5.578e-05,5.578e-05,5.578e-05
136,11734.5,0.57319,0.4779,0.09255,0.79504,0.73973,0.79517,0.40985,0.55321,0.49377,0.1139,5.545e-05,5.545e-05,5.545e-05
137,11820.7,0.57697,0.47275,0.10172,0.79749,0.7345,0.78957,0.40423,0.55826,0.49041,0.11716,5.512e-05,5.512e-05,5.512e-05
138,11907.1,0.53559,0.47066,0.09185,0.81568,0.73058,0.79443,0.40416,0.55561,0.47722,0.11268,5.479e-05,5.479e-05,5.479e-05
139,11993,0.54594,0.45785,0.08841,0.80246,0.74729,0.79768,0.40992,0.55068,0.48243,0.11019,5.446e-05,5.446e-05,5.446e-05
140,12078.6,0.54629,0.45025,0.08991,0.78742,0.7473,0.79683,0.40384,0.56785,0.48909,0.11333,5.413e-05,5.413e-05,5.413e-05
141,12164.5,0.5556,0.45271,0.09361,0.79735,0.75337,0.7976,0.40807,0.57008,0.48381,0.11575,5.38e-05,5.38e-05,5.38e-05
142,12251.8,0.54997,0.46056,0.10343,0.78037,0.7614,0.79431,0.40448,0.56419,0.47276,0.11384,5.347e-05,5.347e-05,5.347e-05
143,12338.2,0.51553,0.45778,0.09276,0.78924,0.77156,0.79492,0.40356,0.5675,0.48675,0.11408,5.314e-05,5.314e-05,5.314e-05
144,12424.7,0.56371,0.46718,0.09964,0.78567,0.77067,0.79584,0.40717,0.55616,0.47629,0.11165,5.281e-05,5.281e-05,5.281e-05
145,12510.7,0.54618,0.45391,0.09174,0.79733,0.7655,0.79073,0.39989,0.56907,0.47366,0.11569,5.248e-05,5.248e-05,5.248e-05
146,12596.6,0.50566,0.46072,0.08582,0.80362,0.74057,0.78892,0.40231,0.56118,0.48656,0.11348,5.215e-05,5.215e-05,5.215e-05
147,12682.5,0.52613,0.4554,0.08603,0.80196,0.75337,0.79743,0.40671,0.55561,0.48411,0.11282,5.182e-05,5.182e-05,5.182e-05
148,12768.8,0.55376,0.45418,0.09421,0.80203,0.74802,0.79225,0.40297,0.56411,0.48888,0.11551,5.149e-05,5.149e-05,5.149e-05
149,12854.9,0.54126,0.45895,0.09495,0.77873,0.76011,0.79123,0.40382,0.55675,0.49165,0.11346,5.116e-05,5.116e-05,5.116e-05
150,12941.3,0.5372,0.45335,0.08604,0.80762,0.73549,0.79497,0.40773,0.55873,0.48941,0.11341,5.083e-05,5.083e-05,5.083e-05
151,13027.6,0.52859,0.45981,0.08525,0.76741,0.77156,0.79188,0.4085,0.5521,0.47698,0.10991,5.05e-05,5.05e-05,5.05e-05
152,13113.5,0.52461,0.45197,0.08818,0.80489,0.75202,0.79669,0.40803,0.55663,0.49233,0.11307,5.017e-05,5.017e-05,5.017e-05
153,13199.7,0.545,0.43576,0.09786,0.8127,0.74265,0.79419,0.40576,0.55267,0.48362,0.11098,4.984e-05,4.984e-05,4.984e-05
154,13285.8,0.53062,0.4626,0.09114,0.79484,0.74403,0.79388,0.40589,0.55417,0.48979,0.10976,4.951e-05,4.951e-05,4.951e-05
155,13371.8,0.50877,0.45902,0.08928,0.81205,0.7366,0.78731,0.40519,0.56044,0.50174,0.11103,4.918e-05,4.918e-05,4.918e-05
156,13458.3,0.52687,0.45457,0.08745,0.80581,0.76146,0.79693,0.40883,0.54979,0.48623,0.10947,4.885e-05,4.885e-05,4.885e-05
157,13544,0.53049,0.44777,0.09022,0.80745,0.76146,0.80214,0.40309,0.56222,0.48474,0.11145,4.852e-05,4.852e-05,4.852e-05
158,13630.3,0.5539,0.45103,0.09157,0.80586,0.75803,0.80226,0.40497,0.55885,0.48003,0.11064,4.819e-05,4.819e-05,4.819e-05
159,13716.9,0.51675,0.44351,0.08683,0.81038,0.75454,0.80491,0.40719,0.55862,0.48592,0.11274,4.786e-05,4.786e-05,4.786e-05
160,13802.6,0.52509,0.45422,0.08932,0.80048,0.75429,0.80086,0.40794,0.56045,0.49253,0.11411,4.753e-05,4.753e-05,4.753e-05
161,13889.1,0.51539,0.44832,0.0872,0.81637,0.74326,0.79568,0.40576,0.55926,0.49021,0.11199,4.72e-05,4.72e-05,4.72e-05
162,13975.3,0.53292,0.44344,0.09018,0.80726,0.75404,0.79767,0.40277,0.56529,0.49292,0.11336,4.687e-05,4.687e-05,4.687e-05
163,14061.9,0.52373,0.44236,0.08767,0.7955,0.76805,0.80301,0.40833,0.56628,0.48521,0.11318,4.654e-05,4.654e-05,4.654e-05
164,14147.6,0.53867,0.46637,0.09302,0.81746,0.74191,0.80168,0.40908,0.56408,0.4902,0.11249,4.621e-05,4.621e-05,4.621e-05
165,14233.6,0.53065,0.44495,0.09397,0.80442,0.75202,0.79473,0.39978,0.57363,0.5202,0.11428,4.588e-05,4.588e-05,4.588e-05
166,14319.9,0.54819,0.46611,0.09198,0.78825,0.76213,0.80259,0.40106,0.57154,0.48818,0.11303,4.555e-05,4.555e-05,4.555e-05
167,14405.9,0.51343,0.44977,0.0856,0.8011,0.76538,0.80071,0.40115,0.5773,0.47027,0.11567,4.522e-05,4.522e-05,4.522e-05
168,14491.7,0.5115,0.45169,0.08516,0.79747,0.75,0.79621,0.40626,0.57044,0.47436,0.11587,4.489e-05,4.489e-05,4.489e-05
169,14578.5,0.53818,0.44998,0.09199,0.81357,0.77634,0.8095,0.41518,0.56125,0.47662,0.11209,4.456e-05,4.456e-05,4.456e-05
170,14665.8,0.51766,0.45085,0.08681,0.79647,0.76213,0.80103,0.4063,0.56463,0.47356,0.11056,4.423e-05,4.423e-05,4.423e-05
171,14752.1,0.52847,0.45584,0.08966,0.8042,0.74461,0.79744,0.40368,0.5664,0.48148,0.11201,4.39e-05,4.39e-05,4.39e-05
172,14838.2,0.51517,0.43784,0.09267,0.80768,0.76954,0.81045,0.41723,0.55793,0.46963,0.11167,4.357e-05,4.357e-05,4.357e-05
173,14925.1,0.5108,0.4476,0.0862,0.80038,0.75876,0.80186,0.4135,0.5593,0.48538,0.11426,4.324e-05,4.324e-05,4.324e-05
174,15011.2,0.52739,0.4439,0.0856,0.81177,0.74798,0.80336,0.41006,0.56699,0.46935,0.11378,4.291e-05,4.291e-05,4.291e-05
175,15097.3,0.50814,0.44344,0.08299,0.7984,0.7628,0.80097,0.40673,0.56559,0.47751,0.11278,4.258e-05,4.258e-05,4.258e-05
176,15183,0.49933,0.42481,0.08568,0.80555,0.75876,0.80591,0.40822,0.56314,0.47147,0.10983,4.225e-05,4.225e-05,4.225e-05
