epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
177,15269.1,0.50398,0.42681,0.08446,0.80637,0.76954,0.80526,0.41079,0.57559,0.47026,0.11535,4.192e-05,4.192e-05,4.192e-05
178,15355,0.51003,0.43836,0.08403,0.79569,0.77426,0.80348,0.4091,0.56706,0.47533,0.11266,4.159e-05,4.159e-05,4.159e-05
179,15440.7,0.49252,0.43755,0.0815,0.79863,0.76166,0.79988,0.40287,0.57275,0.48263,0.11359,4.126e-05,4.126e-05,4.126e-05
180,15526.9,0.5131,0.44247,0.08091,0.80851,0.75964,0.80252,0.41026,0.56465,0.47805,0.11185,4.093e-05,4.093e-05,4.093e-05
181,15612.9,0.51576,0.45009,0.08391,0.80417,0.75472,0.80258,0.40964,0.57375,0.4846,0.11339,4.06e-05,4.06e-05,4.06e-05
182,15699.1,0.49213,0.43555,0.08197,0.8048,0.75293,0.79853,0.40634,0.57253,0.48742,0.11302,4.027e-05,4.027e-05,4.027e-05
183,15785.5,0.54661,0.46038,0.088,0.80384,0.77695,0.80759,0.41454,0.55969,0.47923,0.11071,3.994e-05,3.994e-05,3.994e-05
184,15871.8,0.52114,0.45442,0.08327,0.78745,0.781,0.80553,0.41567,0.56095,0.47446,0.11023,3.961e-05,3.961e-05,3.961e-05
185,15957.7,0.50617,0.4422,0.08181,0.79285,0.77374,0.80682,0.41293,0.567,0.47431,0.11092,3.928e-05,3.928e-05,3.928e-05
186,16044.4,0.51969,0.45215,0.08879,0.80819,0.77512,0.81464,0.41221,0.5551,0.47397,0.10751,3.895e-05,3.895e-05,3.895e-05
187,16130.7,0.50207,0.44675,0.08154,0.81016,0.76213,0.80834,0.41776,0.55373,0.46867,0.1084,3.862e-05,3.862e-05,3.862e-05
188,16217.9,0.48902,0.44378,0.085,0.83182,0.76146,0.81201,0.41593,0.56646,0.47574,0.11214,3.829e-05,3.829e-05,3.829e-05
189,16303.9,0.49579,0.43931,0.08165,0.78659,0.77988,0.80725,0.41004,0.56534,0.48108,0.11246,3.796e-05,3.796e-05,3.796e-05
190,16389.7,0.51025,0.42737,0.08055,0.8131,0.771,0.80623,0.40967,0.56811,0.47783,0.11564,3.763e-05,3.763e-05,3.763e-05
191,16475.8,0.53879,0.43477,0.09176,0.79462,0.78476,0.80153,0.40812,0.57188,0.47265,0.11598,3.73e-05,3.73e-05,3.73e-05
192,16561.8,0.50381,0.44245,0.08526,0.81096,0.76318,0.80275,0.40815,0.565,0.47695,0.11294,3.697e-05,3.697e-05,3.697e-05
193,16647.6,0.51568,0.43517,0.09093,0.79839,0.76855,0.80165,0.40492,0.56212,0.4862,0.11192,3.664e-05,3.664e-05,3.664e-05
194,16733,0.48873,0.44635,0.08515,0.81052,0.75404,0.80287,0.40695,0.5661,0.49329,0.11289,3.631e-05,3.631e-05,3.631e-05
195,16819,0.5123,0.43311,0.0864,0.80405,0.76594,0.79721,0.40714,0.56767,0.47709,0.11591,3.598e-05,3.598e-05,3.598e-05
196,16905,0.51724,0.42348,0.08299,0.8012,0.77156,0.80576,0.40763,0.56251,0.48336,0.11342,3.565e-05,3.565e-05,3.565e-05
197,16991.4,0.52157,0.44506,0.08597,0.8057,0.76415,0.80591,0.40702,0.56514,0.49309,0.11253,3.532e-05,3.532e-05,3.532e-05
198,17077.2,0.50778,0.4388,0.08118,0.81949,0.76146,0.8061,0.40829,0.57238,0.48586,0.11305,3.499e-05,3.499e-05,3.499e-05
199,17162.9,0.48761,0.42433,0.08525,0.82899,0.75337,0.81003,0.41022,0.56372,0.48265,0.11214,3.466e-05,3.466e-05,3.466e-05
200,17248.7,0.49593,0.42986,0.0815,0.80662,0.76685,0.80696,0.4042,0.56786,0.48114,0.11136,3.433e-05,3.433e-05,3.433e-05
201,17334.9,0.48989,0.43814,0.08098,0.81154,0.75809,0.80944,0.40729,0.56309,0.47616,0.11243,3.4e-05,3.4e-05,3.4e-05
202,17420.4,0.4692,0.4302,0.07403,0.81892,0.74662,0.80036,0.4045,0.5682,0.47666,0.11725,3.367e-05,3.367e-05,3.367e-05
203,17506.3,0.50638,0.43681,0.09127,0.79691,0.76213,0.80071,0.4074,0.56851,0.47775,0.11341,3.334e-05,3.334e-05,3.334e-05
204,17592.3,0.48841,0.43798,0.07595,0.80644,0.75674,0.80099,0.40375,0.57017,0.48653,0.11299,3.301e-05,3.301e-05,3.301e-05
205,17678.4,0.50091,0.44151,0.08653,0.80809,0.76146,0.80222,0.40751,0.55857,0.4903,0.11265,3.268e-05,3.268e-05,3.268e-05
206,17764.4,0.49561,0.44809,0.08374,0.809,0.75067,0.79972,0.40485,0.56903,0.48109,0.11525,3.235e-05,3.235e-05,3.235e-05
207,17850.3,0.49173,0.42963,0.08004,0.80214,0.77586,0.8044,0.4086,0.56872,0.47797,0.11364,3.202e-05,3.202e-05,3.202e-05
208,17936.6,0.49581,0.43217,0.08025,0.80546,0.77224,0.80769,0.40916,0.56389,0.49108,0.112,3.169e-05,3.169e-05,3.169e-05
209,18022.4,0.48052,0.42955,0.07449,0.80019,0.77721,0.80779,0.40932,0.56955,0.48798,0.11502,3.136e-05,3.136e-05,3.136e-05
210,18108.3,0.48564,0.44619,0.07718,0.80432,0.77291,0.80681,0.40624,0.57256,0.48769,0.11543,3.103e-05,3.103e-05,3.103e-05
211,18194,0.48957,0.42792,0.08625,0.79707,0.78079,0.80197,0.40401,0.58433,0.46893,0.12301,3.07e-05,3.07e-05,3.07e-05
212,18279.9,0.48459,0.4444,0.07931,0.79038,0.77751,0.79783,0.40038,0.58572,0.48961,0.12226,3.037e-05,3.037e-05,3.037e-05
213,18366,0.48371,0.43727,0.08321,0.79374,0.78052,0.80072,0.4067,0.57604,0.4829,0.1157,3.004e-05,3.004e-05,3.004e-05
214,18452.3,0.48325,0.43344,0.08274,0.78665,0.77156,0.80003,0.40467,0.57358,0.48007,0.11555,2.971e-05,2.971e-05,2.971e-05
215,18538.1,0.48041,0.42827,0.08578,0.79123,0.78404,0.80533,0.4045,0.57256,0.4962,0.11389,2.938e-05,2.938e-05,2.938e-05
216,18623.9,0.48501,0.43543,0.08235,0.77773,0.79447,0.80265,0.40089,0.57314,0.49941,0.11341,2.905e-05,2.905e-05,2.905e-05
217,18709.9,0.47951,0.44482,0.07725,0.8038,0.7783,0.80835,0.40807,0.56359,0.48996,0.112,2.872e-05,2.872e-05,2.872e-05
218,18795.9,0.48701,0.43184,0.07726,0.80587,0.76887,0.80049,0.4006,0.57353,0.47888,0.11567,2.839e-05,2.839e-05,2.839e-05
219,18882,0.49473,0.43369,0.08395,0.78589,0.78032,0.79591,0.40387,0.56962,0.48455,0.1151,2.806e-05,2.806e-05,2.806e-05
220,18968.7,0.49841,0.43196,0.08543,0.78514,0.781,0.79961,0.40187,0.58279,0.48564,0.11782,2.773e-05,2.773e-05,2.773e-05
221,19054.4,0.48963,0.42867,0.07745,0.80002,0.76831,0.80523,0.40208,0.57476,0.48158,0.11476,2.74e-05,2.74e-05,2.74e-05
222,19140.5,0.48155,0.42959,0.07863,0.80348,0.77561,0.80605,0.40528,0.57406,0.48406,0.11492,2.707e-05,2.707e-05,2.707e-05
223,19226.3,0.4659,0.42455,0.07639,0.8234,0.76011,0.80936,0.409,0.57235,0.47637,0.11408,2.674e-05,2.674e-05,2.674e-05
224,19312.3,0.49328,0.43574,0.08639,0.81526,0.76348,0.81053,0.4135,0.56814,0.47871,0.11388,2.641e-05,2.641e-05,2.641e-05
225,19397.9,0.48077,0.42158,0.07894,0.80614,0.76497,0.80869,0.40783,0.56881,0.47716,0.11508,2.608e-05,2.608e-05,2.608e-05
226,19483.9,0.48965,0.42583,0.07975,0.8169,0.76063,0.80563,0.40756,0.5724,0.48324,0.1146,2.575e-05,2.575e-05,2.575e-05
227,19569.6,0.4727,0.42077,0.07601,0.80593,0.77426,0.80738,0.40703,0.57141,0.48585,0.11555,2.542e-05,2.542e-05,2.542e-05
228,19655.9,0.49175,0.43573,0.07552,0.79901,0.76612,0.8046,0.40396,0.56929,0.48015,0.11315,2.509e-05,2.509e-05,2.509e-05
229,19742.1,0.48522,0.42673,0.07604,0.8089,0.76441,0.80711,0.40645,0.57462,0.4744,0.11665,2.476e-05,2.476e-05,2.476e-05
230,19828.5,0.4754,0.42219,0.08309,0.81054,0.77358,0.80616,0.4026,0.57536,0.48036,0.11497,2.443e-05,2.443e-05,2.443e-05
231,19914.4,0.48492,0.41691,0.07792,0.81822,0.76433,0.8065,0.40394,0.56688,0.47818,0.11206,2.41e-05,2.41e-05,2.41e-05
232,20000.6,0.48616,0.41858,0.07707,0.7855,0.78841,0.80588,0.40549,0.56755,0.47893,0.11278,2.377e-05,2.377e-05,2.377e-05
233,20086.7,0.49456,0.42793,0.07711,0.79716,0.78122,0.79927,0.40039,0.57978,0.4716,0.11532,2.344e-05,2.344e-05,2.344e-05
234,20173,0.49685,0.43103,0.0836,0.80382,0.78167,0.80133,0.40539,0.57206,0.47325,0.11548,2.311e-05,2.311e-05,2.311e-05
235,20259.1,0.4693,0.4209,0.07282,0.79849,0.79037,0.80575,0.40642,0.56797,0.47509,0.11289,2.278e-05,2.278e-05,2.278e-05
236,20345.2,0.47319,0.42933,0.08089,0.80017,0.78792,0.80002,0.40284,0.56752,0.47535,0.11388,2.245e-05,2.245e-05,2.245e-05
237,20431.6,0.48745,0.42547,0.07748,0.80167,0.78173,0.80202,0.40656,0.57271,0.47742,0.11447,2.212e-05,2.212e-05,2.212e-05
238,20517.7,0.47722,0.41673,0.08161,0.81833,0.77695,0.81237,0.40589,0.56723,0.47481,0.1114,2.179e-05,2.179e-05,2.179e-05
239,20603.4,0.46152,0.43215,0.07764,0.81026,0.78437,0.81277,0.40621,0.57193,0.48142,0.1139,2.146e-05,2.146e-05,2.146e-05
240,20689.6,0.47997,0.43442,0.0769,0.82248,0.77965,0.80697,0.40239,0.57062,0.47845,0.1123,2.113e-05,2.113e-05,2.113e-05
241,20775.6,0.45553,0.42376,0.0824,0.81242,0.7783,0.80916,0.40805,0.57259,0.47822,0.11342,2.08e-05,2.08e-05,2.08e-05
242,20861.8,0.46586,0.41954,0.0751,0.81298,0.78302,0.8068,0.40399,0.57899,0.47613,0.12031,2.047e-05,2.047e-05,2.047e-05
243,20947.8,0.46524,0.42162,0.07447,0.80865,0.78774,0.80607,0.40512,0.57329,0.47008,0.11488,2.014e-05,2.014e-05,2.014e-05
244,21034.1,0.4807,0.42564,0.0766,0.80422,0.78334,0.79996,0.4012,0.57831,0.47451,0.11509,1.981e-05,1.981e-05,1.981e-05
245,21120.2,0.48892,0.41691,0.07799,0.80787,0.78202,0.80356,0.40258,0.58403,0.4765,0.11699,1.948e-05,1.948e-05,1.948e-05
246,21207.1,0.46845,0.42171,0.07632,0.80783,0.78468,0.80646,0.40232,0.57166,0.48417,0.11461,1.915e-05,1.915e-05,1.915e-05
247,21294.2,0.46552,0.42586,0.07919,0.81276,0.7722,0.80668,0.40201,0.57213,0.48392,0.11398,1.882e-05,1.882e-05,1.882e-05
248,21380.7,0.46252,0.42138,0.0751,0.81157,0.7894,0.81348,0.4035,0.57119,0.4854,0.11273,1.849e-05,1.849e-05,1.849e-05
249,21466.9,0.47763,0.41972,0.07859,0.8128,0.77628,0.80449,0.39812,0.57634,0.49372,0.11479,1.816e-05,1.816e-05,1.816e-05
250,21552.9,0.46705,0.42026,0.08184,0.79516,0.7938,0.80984,0.40635,0.57027,0.49199,0.11461,1.783e-05,1.783e-05,1.783e-05
251,21638.7,0.481,0.4132,0.07999,0.8107,0.78167,0.80896,0.40604,0.56876,0.49379,0.11371,1.75e-05,1.75e-05,1.75e-05
252,21724.3,0.47388,0.41639,0.07816,0.81021,0.78302,0.81336,0.4044,0.57186,0.49513,0.11348,1.717e-05,1.717e-05,1.717e-05
253,21809.8,0.44585,0.40657,0.07204,0.80259,0.7783,0.80287,0.4001,0.57406,0.49914,0.11404,1.684e-05,1.684e-05,1.684e-05
254,21896.2,0.49744,0.42663,0.07652,0.79561,0.78841,0.80138,0.40054,0.57313,0.50017,0.11378,1.651e-05,1.651e-05,1.651e-05
255,21982.2,0.48932,0.4264,0.08675,0.80683,0.77291,0.80462,0.40322,0.56961,0.4906,0.1141,1.618e-05,1.618e-05,1.618e-05
256,22068,0.44437,0.41504,0.07279,0.82094,0.76482,0.80317,0.40432,0.5756,0.49147,0.11545,1.585e-05,1.585e-05,1.585e-05
257,22153.6,0.45201,0.41898,0.07564,0.82636,0.76348,0.81368,0.40316,0.57633,0.48556,0.11466,1.552e-05,1.552e-05,1.552e-05
258,22239.8,0.45891,0.42849,0.0789,0.81239,0.78369,0.81669,0.40589,0.56823,0.48388,0.11265,1.519e-05,1.519e-05,1.519e-05
259,22325.8,0.47167,0.42963,0.07495,0.80999,0.77022,0.80409,0.40037,0.56973,0.4847,0.11292,1.486e-05,1.486e-05,1.486e-05
260,22412,0.46025,0.41449,0.07638,0.80956,0.78203,0.81492,0.40558,0.5695,0.48543,0.11267,1.453e-05,1.453e-05,1.453e-05
261,22498.3,0.47111,0.41646,0.07878,0.79663,0.78661,0.81037,0.40444,0.57321,0.48553,0.11404,1.42e-05,1.42e-05,1.42e-05
262,22584.3,0.46226,0.40788,0.07575,0.81158,0.78365,0.80987,0.40356,0.57247,0.48209,0.11443,1.387e-05,1.387e-05,1.387e-05
263,22670.2,0.45808,0.41321,0.07653,0.81057,0.78141,0.80828,0.40024,0.57907,0.48116,0.1171,1.354e-05,1.354e-05,1.354e-05
264,22756.6,0.48534,0.41702,0.07998,0.81239,0.77089,0.80599,0.39954,0.57683,0.48555,0.1155,1.321e-05,1.321e-05,1.321e-05
265,22843,0.46435,0.40909,0.07081,0.81351,0.7731,0.80402,0.39938,0.58302,0.48202,0.11779,1.288e-05,1.288e-05,1.288e-05
266,22929.1,0.46869,0.41506,0.07996,0.81178,0.77898,0.806,0.40001,0.5806,0.4859,0.11611,1.255e-05,1.255e-05,1.255e-05
267,23014.5,0.44191,0.40433,0.07625,0.81955,0.7783,0.80641,0.40153,0.57356,0.49609,0.11552,1.222e-05,1.222e-05,1.222e-05
268,23100.4,0.4592,0.41632,0.07963,0.81295,0.781,0.80781,0.40048,0.57232,0.49397,0.1145,1.189e-05,1.189e-05,1.189e-05
269,23187.2,0.45868,0.40636,0.07587,0.81432,0.77493,0.80633,0.40091,0.57,0.49703,0.11353,1.156e-05,1.156e-05,1.156e-05
270,23272.7,0.46192,0.4151,0.0761,0.80554,0.776,0.80526,0.39944,0.57469,0.49731,0.1145,1.123e-05,1.123e-05,1.123e-05
271,23358.6,0.46039,0.42127,0.07211,0.80894,0.7783,0.80591,0.39842,0.57478,0.48813,0.11604,1.09e-05,1.09e-05,1.09e-05
272,23444.7,0.45369,0.40859,0.07368,0.80732,0.77426,0.80554,0.39906,0.57271,0.48784,0.11496,1.057e-05,1.057e-05,1.057e-05
273,23530.9,0.47957,0.41579,0.07277,0.80335,0.77905,0.80295,0.39954,0.57659,0.48162,0.11681,1.024e-05,1.024e-05,1.024e-05
274,23616.7,0.46341,0.42056,0.07199,0.80752,0.78311,0.8071,0.39907,0.5758,0.48006,0.11701,9.91e-06,9.91e-06,9.91e-06
275,23703,0.47327,0.42267,0.07255,0.81119,0.781,0.80589,0.39861,0.57196,0.48936,0.11627,9.58e-06,9.58e-06,9.58e-06
276,23789.2,0.473,0.41422,0.07589,0.8068,0.77561,0.80444,0.39948,0.57731,0.48048,0.11683,9.25e-06,9.25e-06,9.25e-06
277,23875.2,0.46311,0.4165,0.07118,0.8176,0.77327,0.80931,0.40202,0.57775,0.48314,0.11632,8.92e-06,8.92e-06,8.92e-06
278,23961.9,0.46336,0.4132,0.07441,0.81033,0.77561,0.80666,0.40222,0.57858,0.48885,0.11597,8.59e-06,8.59e-06,8.59e-06
279,24048,0.46034,0.41617,0.06741,0.80909,0.77291,0.80593,0.40134,0.57622,0.4898,0.11614,8.26e-06,8.26e-06,8.26e-06
280,24133.7,0.46991,0.4149,0.07224,0.81202,0.77224,0.80493,0.39983,0.5769,0.48301,0.11615,7.93e-06,7.93e-06,7.93e-06
281,24219.7,0.46898,0.4242,0.07618,0.81823,0.7644,0.80108,0.4001,0.57538,0.48181,0.11554,7.6e-06,7.6e-06,7.6e-06
282,24306.1,0.46099,0.42141,0.07501,0.82275,0.75693,0.80063,0.40293,0.57205,0.48421,0.1149,7.27e-06,7.27e-06,7.27e-06
283,24392,0.46041,0.40978,0.06884,0.82849,0.75606,0.80608,0.40351,0.57607,0.48111,0.11577,6.94e-06,6.94e-06,6.94e-06
284,24478.5,0.47193,0.40512,0.07788,0.81427,0.75809,0.8006,0.40178,0.57323,0.48487,0.11663,6.61e-06,6.61e-06,6.61e-06
285,24564.7,0.47485,0.42066,0.07244,0.80517,0.77291,0.80315,0.40075,0.57607,0.48072,0.11683,6.28e-06,6.28e-06,6.28e-06
286,24650.6,0.4512,0.42352,0.07187,0.80358,0.7783,0.80386,0.39848,0.5791,0.4786,0.11757,5.95e-06,5.95e-06,5.95e-06
287,24736.8,0.46634,0.41781,0.07614,0.80605,0.78135,0.80618,0.40141,0.57146,0.48598,0.11486,5.62e-06,5.62e-06,5.62e-06
