epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
71,3324.17,1.05359,0.63873,0.01662,1e-05,0.72183,0.53947,0.64574,0.38214,1.49212,2.14572,0.01622,0.00033,2.14046e-05,2.14046e-05,2.14046e-05
72,3375.17,1.06071,0.61584,0.01725,1e-05,0.70919,0.54092,0.63946,0.38246,1.49262,2.14935,0.01626,0.00033,2.01611e-05,2.01611e-05,2.01611e-05
73,3425.34,1.01982,0.57063,0.01689,1e-05,0.68066,0.55289,0.63972,0.37713,1.48585,2.12711,0.01621,0.00033,1.89475e-05,1.89475e-05,1.89475e-05
74,3476.14,1.04371,0.6099,0.0188,1e-05,0.7031,0.55451,0.64369,0.37857,1.49614,2.11687,0.01623,0.00031,1.77651e-05,1.77651e-05,1.77651e-05
75,3526.02,1.0263,0.60532,0.01895,1e-05,0.70857,0.55451,0.63793,0.37353,1.49517,2.12274,0.01623,0.00029,1.66149e-05,1.66149e-05,1.66149e-05
76,3576.54,1.06924,0.66792,0.01906,1e-05,0.73312,0.53701,0.6465,0.37857,1.50701,2.0747,0.01615,0.00026,1.54982e-05,1.54982e-05,1.54982e-05
77,3626.8,1.04596,0.58934,0.01904,1e-05,0.68716,0.55325,0.64519,0.38109,1.49575,2.11937,0.01616,0.00028,1.44161e-05,1.44161e-05,1.44161e-05
78,3677.17,1.05154,0.6158,0.0169,1e-05,0.69748,0.55639,0.63989,0.38089,1.49235,2.14152,0.01621,0.00031,1.33695e-05,1.33695e-05,1.33695e-05
79,3726.86,1.01822,0.57488,0.01666,1e-05,0.69249,0.55876,0.63791,0.38079,1.49343,2.17207,0.01627,0.0003,1.23596e-05,1.23596e-05,1.23596e-05
80,3777.11,1.03841,0.6116,0.02014,1e-05,0.70787,0.54135,0.63807,0.38317,1.49465,2.17721,0.01624,0.00032,1.13873e-05,1.13873e-05,1.13873e-05
81,3826.96,1.04198,0.61072,0.01808,1e-05,0.68353,0.55263,0.64097,0.38549,1.49303,2.17818,0.0162,0.00026,1.04537e-05,1.04537e-05,1.04537e-05
82,3877.4,1.05202,0.59563,0.01717,1e-05,0.69313,0.54699,0.63317,0.37478,1.49652,2.20245,0.01621,0.00029,9.55951e-06,9.55951e-06,9.55951e-06
83,3927.32,1.04677,0.61668,0.01833,1e-05,0.69866,0.54912,0.64238,0.37972,1.49178,2.15232,0.01624,0.00031,8.70577e-06,8.70577e-06,8.70577e-06
84,3977.93,1.04807,0.62054,0.01857,1e-05,0.69599,0.55263,0.63731,0.37772,1.50236,2.14674,0.01627,0.00027,7.89327e-06,7.89327e-06,7.89327e-06
85,4028.15,1.04473,0.58293,0.01709,1e-05,0.68929,0.54628,0.63509,0.37574,1.49529,2.16649,0.01632,0.00028,7.12282e-06,7.12282e-06,7.12282e-06
86,4078.33,1.04409,0.62878,0.01653,1e-05,0.68738,0.55796,0.63723,0.37423,1.4969,2.15471,0.01627,0.00027,6.39518e-06,6.39518e-06,6.39518e-06
87,4128.63,1.05266,0.624,0.01675,1e-05,0.69967,0.54699,0.63689,0.37524,1.50304,2.15944,0.01629,0.00031,5.71106e-06,5.71106e-06,5.71106e-06
88,4178.77,1.02798,0.57324,0.0188,1e-05,0.69701,0.55639,0.64321,0.37632,1.49617,2.1268,0.01631,0.00029,5.07115e-06,5.07115e-06,5.07115e-06
89,4229.12,1.04908,0.63092,0.01834,1e-05,0.70278,0.56203,0.6391,0.37824,1.49611,2.12123,0.01624,0.00028,4.47606e-06,4.47606e-06,4.47606e-06
90,4279.71,1.09465,0.65997,0.01792,1e-05,0.69528,0.55451,0.63931,0.37598,1.49496,2.19124,0.01621,0.00026,3.9264e-06,3.9264e-06,3.9264e-06
91,4330.4,1.02268,0.56139,0.02039,1e-05,0.71044,0.55451,0.63996,0.36955,1.50584,2.06672,0.01604,0.00023,3.4227e-06,3.4227e-06,3.4227e-06
92,4380.47,1.02356,0.58472,0.01942,1e-05,0.69069,0.57143,0.63785,0.36885,1.49968,2.07129,0.01598,0.00022,2.96546e-06,2.96546e-06,2.96546e-06
93,4430.81,1.02215,0.5541,0.01895,1e-05,0.69594,0.57143,0.64054,0.37007,1.50376,2.08632,0.01605,0.00021,2.55513e-06,2.55513e-06,2.55513e-06
94,4481.21,0.99528,0.55057,0.02049,1e-05,0.69801,0.56203,0.63739,0.36682,1.49864,2.08872,0.01596,0.00021,2.19212e-06,2.19212e-06,2.19212e-06
95,4531.54,0.99358,0.5491,0.02005,1e-05,0.70504,0.55714,0.64131,0.37111,1.49884,2.11822,0.01596,0.00022,1.87678e-06,1.87678e-06,1.87678e-06
96,4581.06,0.97433,0.55808,0.02143,1e-05,0.71518,0.56579,0.64159,0.37064,1.49447,2.09608,0.016,0.00024,1.60943e-06,1.60943e-06,1.60943e-06
97,4630.92,0.99478,0.58895,0.01914,1e-05,0.68662,0.56423,0.63911,0.36851,1.49309,2.10867,0.01602,0.00023,1.39032e-06,1.39032e-06,1.39032e-06
98,4681.17,0.96874,0.54814,0.019,1e-05,0.68644,0.56391,0.63917,0.36894,1.48958,2.14988,0.0161,0.00025,1.21968e-06,1.21968e-06,1.21968e-06
99,4731.04,0.99113,0.52627,0.01956,1e-05,0.68806,0.56803,0.64117,0.37066,1.50031,2.08388,0.01605,0.00022,1.09768e-06,1.09768e-06,1.09768e-06
100,4781.05,1.037,0.53915,0.02032,1e-05,0.70836,0.56015,0.64184,0.3723,1.49629,2.10652,0.01602,0.00023,1.02443e-06,1.02443e-06,1.02443e-06
