Ep 0 | B 0 | Src:21.25 | Psd:0.00 | PLs:0 | AvgC:0.000 | λ:0.000 | Conf:0.50 | LR:0.00e+00
Ep 0 | B 10 | Src:16.23 | Psd:0.00 | PLs:0 | AvgC:0.000 | λ:0.000 | Conf:0.50 | LR:3.58e-06
Ep 0 | B 20 | Src:18.77 | Psd:0.00 | PLs:0 | AvgC:0.000 | λ:0.000 | Conf:0.50 | LR:7.17e-06
Ep 0 | B 30 | Src:18.16 | Psd:0.00 | PLs:0 | AvgC:0.000 | λ:0.000 | Conf:0.50 | LR:1.08e-05
Ep 0 | B 40 | Src:17.14 | Psd:0.00 | PLs:0 | AvgC:0.000 | λ:0.000 | Conf:0.50 | LR:1.43e-05
Ep 0 | B 50 | Src:14.74 | Psd:0.00 | PLs:0 | AvgC:0.000 | λ:0.000 | Conf:0.50 | LR:1.79e-05
Ep 0 | B 60 | Src:13.73 | Psd:0.00 | PLs:0 | AvgC:0.000 | λ:0.000 | Conf:0.50 | LR:2.15e-05
Ep 0 | B 70 | Src:16.01 | Psd:0.00 | PLs:0 | AvgC:0.000 | λ:0.000 | Conf:0.50 | LR:2.51e-05
Ep 0 | B 80 | Src:13.07 | Psd:0.00 | PLs:0 | AvgC:0.000 | λ:0.000 | Conf:0.50 | LR:2.87e-05
Ep 0 | B 90 | Src:12.53 | Psd:0.00 | PLs:0 | AvgC:0.000 | λ:0.000 | Conf:0.50 | LR:3.23e-05
Ep 1 | B 0 | Src:14.20 | Psd:13.09 | PLs:13 | AvgC:0.643 | λ:0.010 | Conf:0.50 | LR:3.33e-05
Ep 1 | B 10 | Src:11.32 | Psd:9.61 | PLs:8 | AvgC:0.606 | λ:0.010 | Conf:0.50 | LR:3.69e-05
Ep 1 | B 20 | Src:12.33 | Psd:10.19 | PLs:4 | AvgC:0.678 | λ:0.010 | Conf:0.50 | LR:4.05e-05
Ep 1 | B 30 | Src:14.34 | Psd:14.74 | PLs:2 | AvgC:0.562 | λ:0.010 | Conf:0.50 | LR:4.41e-05
Ep 1 | B 40 | Src:15.79 | Psd:12.22 | PLs:5 | AvgC:0.659 | λ:0.010 | Conf:0.50 | LR:4.77e-05
Ep 1 | B 50 | Src:17.17 | Psd:60.86 | PLs:1 | AvgC:0.650 | λ:0.010 | Conf:0.50 | LR:5.12e-05
Ep 1 | B 60 | Src:15.74 | Psd:7.05 | PLs:19 | AvgC:0.700 | λ:0.010 | Conf:0.50 | LR:5.48e-05
Ep 1 | B 70 | Src:14.49 | Psd:11.80 | PLs:6 | AvgC:0.707 | λ:0.010 | Conf:0.50 | LR:5.84e-05
Ep 1 | B 80 | Src:13.92 | Psd:6.09 | PLs:6 | AvgC:0.757 | λ:0.010 | Conf:0.50 | LR:6.20e-05
Ep 1 | B 90 | Src:16.73 | Psd:10.03 | PLs:18 | AvgC:0.677 | λ:0.010 | Conf:0.50 | LR:6.56e-05
Ep 2 | B 0 | Src:15.99 | Psd:10.84 | PLs:12 | AvgC:0.743 | λ:0.020 | Conf:0.50 | LR:6.66e-05
Ep 2 | B 10 | Src:11.64 | Psd:17.07 | PLs:2 | AvgC:0.637 | λ:0.020 | Conf:0.50 | LR:7.02e-05
