               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 104,            0.051445,            0.020684,                   0,              0.8316,             0.73516,             0.80325,             0.37736,            0.045442,            0.019089,                   0,             0.00691,             0.00691,             0.00691
                 105,            0.049822,            0.017979,                   0,             0.84403,             0.74462,             0.81009,             0.38635,            0.045543,            0.018753,                   0,             0.00688,             0.00688,             0.00688
                 106,            0.050373,            0.018401,                   0,             0.84273,             0.74674,             0.81668,             0.38341,            0.045837,            0.018547,                   0,             0.00685,             0.00685,             0.00685
                 107,            0.050224,            0.019108,                   0,             0.82271,             0.73784,             0.80182,             0.37432,            0.045718,            0.018863,                   0,             0.00682,             0.00682,             0.00682
                 108,              0.0504,            0.017639,                   0,             0.82888,              0.7586,             0.81313,             0.38571,            0.045223,            0.018837,                   0,             0.00679,             0.00679,             0.00679
                 109,            0.050653,            0.017523,                   0,             0.82828,             0.74382,             0.80655,             0.38138,            0.045247,            0.018788,                   0,             0.00676,             0.00676,             0.00676
                 110,            0.051714,            0.018192,                   0,             0.82481,             0.73723,             0.79963,             0.37412,            0.045885,            0.018843,                   0,             0.00673,             0.00673,             0.00673
                 111,            0.049401,            0.018544,                   0,             0.84061,             0.72776,             0.80676,             0.38168,            0.045487,             0.01872,                   0,              0.0067,              0.0067,              0.0067
                 112,            0.049742,            0.019228,                   0,             0.82486,             0.74733,             0.79775,             0.38114,            0.046063,            0.018803,                   0,             0.00667,             0.00667,             0.00667
                 113,            0.049274,             0.01786,                   0,             0.82219,             0.73725,              0.7975,             0.37042,            0.046423,            0.018944,                   0,             0.00664,             0.00664,             0.00664
                 114,            0.050078,            0.018552,                   0,             0.83613,             0.74852,             0.80708,             0.37978,            0.045977,            0.018579,                   0,             0.00661,             0.00661,             0.00661
                 115,            0.049247,            0.019989,                   0,             0.84019,             0.72954,               0.802,             0.37955,             0.04579,            0.018748,                   0,             0.00658,             0.00658,             0.00658
                 116,            0.050306,            0.019695,                   0,             0.84291,             0.74318,             0.81048,             0.38475,            0.045562,            0.019083,                   0,             0.00655,             0.00655,             0.00655
                 117,            0.051361,            0.019473,                   0,             0.84589,             0.75979,             0.81566,             0.38258,            0.045716,             0.01844,                   0,             0.00652,             0.00652,             0.00652
                 118,            0.049271,            0.019118,                   0,             0.81568,             0.77046,             0.81199,             0.37576,            0.046066,            0.018378,                   0,             0.00649,             0.00649,             0.00649
                 119,            0.049493,            0.018165,                   0,             0.83075,             0.76157,             0.80704,             0.38086,            0.045226,            0.018664,                   0,             0.00646,             0.00646,             0.00646
                 120,            0.049253,            0.017622,                   0,             0.82929,             0.76064,             0.81301,             0.38839,            0.045375,            0.018466,                   0,             0.00643,             0.00643,             0.00643
                 121,            0.049717,            0.018421,                   0,             0.82643,             0.76572,              0.8154,             0.38652,            0.045623,            0.018503,                   0,              0.0064,              0.0064,              0.0064
                 122,            0.050038,            0.019755,                   0,             0.83909,             0.73725,             0.80473,              0.3858,            0.045665,            0.018698,                   0,             0.00637,             0.00637,             0.00637
                 123,            0.049078,            0.016542,                   0,             0.80903,             0.76216,             0.79821,             0.37992,             0.04588,            0.018852,                   0,             0.00634,             0.00634,             0.00634
                 124,            0.048548,            0.017982,                   0,             0.84491,             0.74962,             0.80601,             0.38593,             0.04539,            0.018454,                   0,             0.00631,             0.00631,             0.00631
                 125,            0.050193,            0.018285,                   0,             0.85132,             0.73696,             0.80942,             0.39652,            0.045187,            0.018549,                   0,             0.00628,             0.00628,             0.00628
                 126,            0.048755,            0.019654,                   0,             0.85277,             0.75386,             0.81571,             0.39872,            0.045281,            0.018603,                   0,             0.00625,             0.00625,             0.00625
                 127,            0.048588,            0.017568,                   0,             0.83299,             0.74252,             0.80601,             0.38045,            0.045535,            0.018906,                   0,             0.00622,             0.00622,             0.00622
                 128,            0.047805,            0.017742,                   0,             0.85323,             0.73445,             0.80867,             0.38785,            0.045446,            0.018771,                   0,             0.00619,             0.00619,             0.00619
                 129,            0.048751,            0.018982,                   0,             0.85513,             0.74571,             0.82139,             0.39422,            0.045351,            0.018623,                   0,             0.00616,             0.00616,             0.00616
                 130,            0.048911,            0.017734,                   0,             0.86177,             0.75063,             0.82232,             0.39705,             0.04502,            0.018493,                   0,             0.00613,             0.00613,             0.00613
                 131,            0.048655,            0.018648,                   0,             0.84971,             0.76572,             0.81904,             0.39722,            0.045302,             0.01863,                   0,              0.0061,              0.0061,              0.0061
                 132,            0.050729,            0.019779,                   0,             0.84224,             0.75208,             0.81473,             0.39504,            0.045085,            0.018482,                   0,             0.00607,             0.00607,             0.00607
                 133,            0.047337,            0.017568,                   0,             0.85278,             0.75623,             0.82019,             0.40354,            0.045125,            0.018592,                   0,             0.00604,             0.00604,             0.00604
                 134,            0.048498,            0.019546,                   0,             0.83539,             0.76755,             0.82025,             0.40138,            0.045244,            0.018502,                   0,             0.00601,             0.00601,             0.00601
                 135,            0.048767,            0.017972,                   0,             0.83657,             0.76812,              0.8187,             0.39809,            0.045294,            0.018444,                   0,             0.00598,             0.00598,             0.00598
                 136,            0.048356,            0.017218,                   0,             0.84636,             0.75149,             0.81251,             0.39034,            0.045188,            0.018734,                   0,             0.00595,             0.00595,             0.00595
                 137,            0.049911,            0.020208,                   0,             0.83558,             0.76868,             0.81497,             0.39505,            0.045226,            0.018429,                   0,             0.00592,             0.00592,             0.00592
                 138,            0.048324,            0.019149,                   0,             0.82924,             0.77189,             0.81718,             0.38624,             0.04533,            0.018637,                   0,             0.00589,             0.00589,             0.00589
                 139,            0.047663,            0.017595,                   0,             0.83587,              0.7586,             0.81577,             0.39278,            0.045202,            0.018552,                   0,             0.00586,             0.00586,             0.00586
                 140,            0.048612,            0.019423,                   0,             0.84587,             0.75445,             0.82269,             0.39124,            0.045324,            0.018793,                   0,             0.00583,             0.00583,             0.00583
                 141,            0.047589,            0.016332,                   0,             0.83081,             0.76157,             0.81502,             0.39037,            0.045387,             0.01853,                   0,              0.0058,              0.0058,              0.0058
                 142,            0.048397,            0.018068,                   0,             0.84847,             0.74852,             0.80716,             0.38874,              0.0454,            0.018724,                   0,             0.00577,             0.00577,             0.00577
                 143,            0.047619,            0.019416,                   0,             0.85038,             0.76335,             0.81865,             0.39585,             0.04509,            0.018804,                   0,             0.00574,             0.00574,             0.00574
                 144,            0.047752,            0.017431,                   0,             0.85781,             0.74555,              0.8105,             0.39567,            0.045398,            0.018589,                   0,             0.00571,             0.00571,             0.00571
                 145,            0.050084,            0.019374,                   0,             0.84008,             0.75399,             0.81345,              0.3936,            0.045142,            0.018623,                   0,             0.00568,             0.00568,             0.00568
                 146,            0.047681,            0.017569,                   0,             0.83214,             0.75566,             0.80273,             0.38659,             0.04528,            0.019018,                   0,             0.00565,             0.00565,             0.00565
                 147,             0.04772,            0.019495,                   0,             0.85232,             0.74318,             0.80527,             0.39119,            0.045518,            0.018848,                   0,             0.00562,             0.00562,             0.00562
