epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
35,1788.58,0.93934,0.55349,0.01638,2e-05,0.6962,0.10338,0.40631,0.25823,1.66726,4.75739,0.0174,0.00866,7.43468e-05,7.43468e-05,7.43468e-05
36,1839.29,0.90998,0.49669,0.01573,2e-05,0.6962,0.10338,0.40569,0.25436,1.64686,4.73709,0.01714,0.00812,7.29725e-05,7.29725e-05,7.29725e-05
37,1889.85,0.92088,0.51801,0.01426,2e-05,0.69863,0.09586,0.40332,0.25397,1.67603,4.8139,0.01781,0.00808,7.15761e-05,7.15761e-05,7.15761e-05
38,1940.75,0.92348,0.52265,0.01532,2e-05,0.70833,0.09586,0.40927,0.25745,1.69185,4.73646,0.01801,0.00959,7.01588e-05,7.01588e-05,7.01588e-05
39,1991.6,0.90804,0.51958,0.01573,1e-05,0.68831,0.09962,0.40104,0.2551,1.6916,4.72843,0.01782,0.00819,6.87222e-05,6.87222e-05,6.87222e-05
40,2042.04,0.90148,0.48927,0.01564,1e-05,0.66216,0.09211,0.38523,0.24641,1.69541,4.7602,0.01789,0.0091,6.72675e-05,6.72675e-05,6.72675e-05
41,2092.78,0.89861,0.48938,0.0165,1e-05,0.68,0.09586,0.39594,0.25665,1.688,4.87213,0.0177,0.00952,6.57963e-05,6.57963e-05,6.57963e-05
42,2143.66,0.91515,0.54035,0.01854,3e-05,0.67105,0.09586,0.39092,0.25168,1.67888,4.8139,0.01783,0.00945,6.43101e-05,6.43101e-05,6.43101e-05
43,2195.05,0.91258,0.5282,0.0171,2e-05,0.64557,0.09586,0.37944,0.24621,1.70163,4.77046,0.01802,0.01032,6.28101e-05,6.28101e-05,6.28101e-05
44,2246.16,0.92534,0.53914,0.01491,2e-05,0.62222,0.10526,0.37381,0.2379,1.71241,4.57914,0.01779,0.00999,6.12981e-05,6.12981e-05,6.12981e-05
45,2296.82,0.91806,0.50609,0.01412,2e-05,0.63953,0.10338,0.38162,0.24531,1.69539,4.6147,0.01785,0.00972,5.97754e-05,5.97754e-05,5.97754e-05
46,2347.41,0.90224,0.47996,0.01411,2e-05,0.66279,0.10714,0.39307,0.25377,1.70223,4.5833,0.01769,0.01036,5.82435e-05,5.82435e-05,5.82435e-05
47,2399.33,0.91318,0.50125,0.01601,2e-05,0.65625,0.11842,0.39538,0.25256,1.69012,4.52869,0.01754,0.01036,5.6704e-05,5.6704e-05,5.6704e-05
48,2450.41,0.90277,0.50432,0.01551,2e-05,0.64634,0.09962,0.38367,0.24414,1.66723,4.69556,0.01771,0.00888,5.51584e-05,5.51584e-05,5.51584e-05
49,2501.75,0.89279,0.48743,0.01516,1e-05,0.69333,0.09774,0.40371,0.26025,1.69014,4.78214,0.01776,0.00996,5.36081e-05,5.36081e-05,5.36081e-05
50,2552.66,0.90815,0.52416,0.01508,1e-05,0.66216,0.09211,0.38767,0.24675,1.70433,4.74384,0.01782,0.00961,5.20548e-05,5.20548e-05,5.20548e-05
51,2603.67,0.90159,0.48753,0.01497,2e-05,0.61111,0.10338,0.36891,0.22893,1.68869,4.65961,0.01764,0.00981,5.05e-05,5.05e-05,5.05e-05
52,2654.01,0.8915,0.52648,0.0168,2e-05,0.65116,0.10526,0.38762,0.24219,1.69589,4.60803,0.01751,0.00937,4.89452e-05,4.89452e-05,4.89452e-05
53,2704.29,0.90391,0.49089,0.01626,3e-05,0.59375,0.10714,0.36353,0.2294,1.69225,4.59576,0.01736,0.00907,4.73919e-05,4.73919e-05,4.73919e-05
54,2754.6,0.91963,0.51266,0.01503,1e-05,0.60784,0.11654,0.37236,0.236,1.69625,4.47075,0.01756,0.00871,4.58416e-05,4.58416e-05,4.58416e-05
55,2804.8,0.90271,0.51472,0.01674,1e-05,0.62626,0.11654,0.38166,0.24319,1.71089,4.49545,0.01794,0.00919,4.4296e-05,4.4296e-05,4.4296e-05
56,2855.24,0.89935,0.50975,0.01658,1e-05,0.6,0.1015,0.36209,0.22968,1.69804,4.65507,0.01766,0.0106,4.27565e-05,4.27565e-05,4.27565e-05
57,2905.56,0.88536,0.48194,0.01673,2e-05,0.60674,0.1015,0.36662,0.23447,1.69198,4.65891,0.01755,0.00941,4.12246e-05,4.12246e-05,4.12246e-05
58,2955.55,0.90279,0.48133,0.01518,2e-05,0.61798,0.10338,0.37171,0.23634,1.68521,4.5961,0.01759,0.0088,3.97019e-05,3.97019e-05,3.97019e-05
59,3006.08,0.96049,0.54063,0.01614,1e-05,0.57692,0.11278,0.35798,0.22645,1.66782,4.52178,0.01764,0.00932,3.81899e-05,3.81899e-05,3.81899e-05
60,3055.81,0.88319,0.48077,0.01533,1e-05,0.59804,0.11466,0.3659,0.22979,1.67986,4.45215,0.01763,0.00841,3.66899e-05,3.66899e-05,3.66899e-05
61,3105.71,0.88968,0.49695,0.01551,1e-05,0.63043,0.10902,0.38003,0.24505,1.68097,4.55453,0.01758,0.0086,3.52037e-05,3.52037e-05,3.52037e-05
62,3155.98,0.88898,0.48367,0.01654,1e-05,0.64045,0.10714,0.38419,0.245,1.67745,4.55863,0.0177,0.00924,3.37325e-05,3.37325e-05,3.37325e-05
63,3206.26,0.89342,0.49644,0.01569,2e-05,0.61386,0.11654,0.37506,0.23937,1.69829,4.47032,0.01752,0.00894,3.22778e-05,3.22778e-05,3.22778e-05
64,3256.29,0.87418,0.48382,0.01579,1e-05,0.59633,0.12218,0.37093,0.24078,1.68461,4.36849,0.01763,0.00928,3.08412e-05,3.08412e-05,3.08412e-05
65,3306.56,0.90546,0.50316,0.01453,2e-05,0.61798,0.10338,0.37096,0.23737,1.69105,4.55385,0.01772,0.00947,2.94239e-05,2.94239e-05,2.94239e-05
66,3357.23,0.87914,0.50186,0.01609,2e-05,0.61798,0.10338,0.37255,0.23985,1.68505,4.5585,0.01784,0.00986,2.80275e-05,2.80275e-05,2.80275e-05
67,3407.84,0.90018,0.5054,0.01779,1e-05,0.61111,0.10338,0.3681,0.23806,1.69369,4.53129,0.01776,0.00945,2.66532e-05,2.66532e-05,2.66532e-05
68,3458.39,0.87543,0.50982,0.01529,1e-05,0.59551,0.09962,0.3602,0.23249,1.69308,4.56752,0.01784,0.01011,2.53024e-05,2.53024e-05,2.53024e-05
69,3508.42,0.90145,0.53823,0.01644,2e-05,0.58163,0.10714,0.35587,0.22604,1.68861,4.53149,0.01777,0.01043,2.39766e-05,2.39766e-05,2.39766e-05
70,3558.52,0.9194,0.51437,0.01488,1e-05,0.59,0.1109,0.36277,0.23448,1.6815,4.55851,0.01777,0.01047,2.26769e-05,2.26769e-05,2.26769e-05
71,3608.77,0.88288,0.48242,0.01542,1e-05,0.57895,0.10338,0.35383,0.2275,1.70542,4.52526,0.01789,0.00988,2.14046e-05,2.14046e-05,2.14046e-05
72,3658.97,0.90885,0.50368,0.0157,1e-05,0.62626,0.11654,0.38058,0.24359,1.68506,4.4677,0.01763,0.00825,2.01611e-05,2.01611e-05,2.01611e-05
73,3709.19,0.85624,0.46851,0.0171,1e-05,0.60396,0.11466,0.37023,0.23953,1.68461,4.46325,0.0176,0.0085,1.89475e-05,1.89475e-05,1.89475e-05
74,3759.66,0.91954,0.53086,0.01604,1e-05,0.62921,0.10526,0.37725,0.24035,1.70272,4.51954,0.01788,0.00981,1.77651e-05,1.77651e-05,1.77651e-05
75,3809.84,0.91497,0.53316,0.01623,2e-05,0.59783,0.10338,0.36274,0.2341,1.69056,4.56226,0.01779,0.01055,1.66149e-05,1.66149e-05,1.66149e-05
76,3860.17,0.92004,0.52168,0.01662,1e-05,0.63542,0.11466,0.38503,0.24206,1.69147,4.50696,0.01749,0.0079,1.54982e-05,1.54982e-05,1.54982e-05
77,3910.32,0.90703,0.5111,0.01542,1e-05,0.60577,0.11842,0.37208,0.23986,1.66794,4.49096,0.01764,0.01025,1.44161e-05,1.44161e-05,1.44161e-05
78,3960.61,0.89126,0.50878,0.01796,1e-05,0.63107,0.12218,0.38542,0.24122,1.68376,4.4477,0.01751,0.0091,1.33695e-05,1.33695e-05,1.33695e-05
79,4010.88,0.8989,0.51086,0.01698,1e-05,0.60952,0.1203,0.37486,0.23583,1.69733,4.41887,0.01786,0.00994,1.23596e-05,1.23596e-05,1.23596e-05
80,4061.13,0.90201,0.50088,0.01606,1e-05,0.59813,0.1203,0.36943,0.23539,1.6899,4.3997,0.01777,0.01022,1.13873e-05,1.13873e-05,1.13873e-05
81,4111.33,0.863,0.47464,0.01669,1e-05,0.62626,0.11654,0.38004,0.24133,1.6897,4.45672,0.01768,0.0099,1.04537e-05,1.04537e-05,1.04537e-05
82,4161.52,0.87296,0.50149,0.01401,1e-05,0.62921,0.10526,0.37554,0.2349,1.67218,4.5533,0.01752,0.0095,9.55951e-06,9.55951e-06,9.55951e-06
83,4211.66,0.87949,0.47767,0.01565,1e-05,0.625,0.11278,0.37739,0.23885,1.7016,4.50337,0.0178,0.00986,8.70577e-06,8.70577e-06,8.70577e-06
84,4261.6,0.91526,0.54356,0.01533,2e-05,0.60194,0.11654,0.37018,0.23427,1.69225,4.43734,0.01773,0.01009,7.89327e-06,7.89327e-06,7.89327e-06
85,4311.87,0.89993,0.48736,0.0157,1e-05,0.60638,0.10714,0.3665,0.23102,1.68271,4.53555,0.01773,0.01018,7.12282e-06,7.12282e-06,7.12282e-06
86,4361.93,0.86648,0.48793,0.01518,1e-05,0.61111,0.10338,0.3675,0.22936,1.69779,4.52806,0.01771,0.01026,6.39518e-06,6.39518e-06,6.39518e-06
87,4412.32,0.88862,0.49981,0.01564,2e-05,0.60194,0.11654,0.36995,0.2379,1.67088,4.4685,0.01774,0.01057,5.71106e-06,5.71106e-06,5.71106e-06
88,4462.68,0.91449,0.53631,0.01645,2e-05,0.57282,0.1109,0.35436,0.22147,1.69171,4.42775,0.01776,0.01052,5.07115e-06,5.07115e-06,5.07115e-06
89,4513.13,0.84465,0.44078,0.01595,1e-05,0.58,0.10902,0.35626,0.22289,1.66984,4.47321,0.01765,0.00968,4.47606e-06,4.47606e-06,4.47606e-06
90,4563.32,0.88122,0.46812,0.01507,1e-05,0.57944,0.11654,0.36072,0.22663,1.69952,4.42655,0.01768,0.00924,3.9264e-06,3.9264e-06,3.9264e-06
91,4615.38,0.84463,0.48797,0.01771,1e-05,0.6087,0.10526,0.36497,0.22025,1.68578,4.54257,0.01758,0.01156,3.4227e-06,3.4227e-06,3.4227e-06
92,4665.19,0.8612,0.52813,0.01818,1e-05,0.57895,0.10338,0.35118,0.21532,1.6767,4.54332,0.01778,0.0109,2.96546e-06,2.96546e-06,2.96546e-06
93,4714.93,0.81681,0.47284,0.01704,1e-05,0.61798,0.10338,0.36759,0.22325,1.67405,4.56981,0.01758,0.01121,2.55513e-06,2.55513e-06,2.55513e-06
94,4764.65,0.82685,0.4371,0.01646,1e-05,0.59783,0.10338,0.36024,0.22136,1.69909,4.50657,0.01799,0.01134,2.19212e-06,2.19212e-06,2.19212e-06
95,4814.2,0.83758,0.45654,0.01726,1e-05,0.60215,0.10526,0.36167,0.22026,1.7052,4.49793,0.01811,0.01144,1.87678e-06,1.87678e-06,1.87678e-06
96,4863.76,0.83166,0.44465,0.0173,1e-05,0.6087,0.10526,0.36579,0.22624,1.69402,4.45177,0.01776,0.01113,1.60943e-06,1.60943e-06,1.60943e-06
97,4914.06,0.85103,0.49014,0.01662,1e-05,0.6044,0.10338,0.36348,0.22388,1.68885,4.54002,0.01785,0.0113,1.39032e-06,1.39032e-06,1.39032e-06
98,4964.02,0.85694,0.47694,0.016,1e-05,0.6,0.10714,0.36278,0.21938,1.70178,4.53548,0.01766,0.01038,1.21968e-06,1.21968e-06,1.21968e-06
99,5013.84,0.84636,0.43246,0.01729,1e-05,0.59574,0.10526,0.36049,0.22145,1.67752,4.48828,0.01759,0.01046,1.09768e-06,1.09768e-06,1.09768e-06
100,5063.66,0.81579,0.49185,0.01645,1e-05,0.61798,0.10338,0.36841,0.22232,1.70218,4.54301,0.01766,0.01029,1.02443e-06,1.02443e-06,1.02443e-06
