epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
75,3693.92,1.0771,0.63659,0.01852,1e-05,0.58333,0.26316,0.43295,0.28384,1.66387,3.55965,0.01734,0.00106,1.66149e-05,1.66149e-05,1.66149e-05
76,3742.32,1.07036,0.64797,0.01722,1e-05,0.57,0.32143,0.45619,0.29565,1.6517,3.41425,0.01725,0.00085,1.54982e-05,1.54982e-05,1.54982e-05
77,3790.94,1.0331,0.57908,0.01851,1e-05,0.57784,0.36278,0.48103,0.30083,1.66045,3.31461,0.01732,0.00077,1.44161e-05,1.44161e-05,1.44161e-05
78,3839.78,1.0486,0.64318,0.0186,1e-05,0.58416,0.33271,0.46747,0.29825,1.66304,3.43981,0.01732,0.00081,1.33695e-05,1.33695e-05,1.33695e-05
79,3888.78,1.00415,0.60085,0.01959,1e-05,0.56333,0.31767,0.44957,0.29129,1.65879,3.44043,0.01731,0.0009,1.23596e-05,1.23596e-05,1.23596e-05
80,3937.59,1.01208,0.62401,0.01775,1e-05,0.5802,0.31955,0.4596,0.29727,1.65338,3.44086,0.01722,0.00071,1.13873e-05,1.13873e-05,1.13873e-05
81,3986.43,1.03074,0.61246,0.0185,1e-05,0.59623,0.29699,0.45207,0.29062,1.66211,3.5432,0.01718,0.00095,1.04537e-05,1.04537e-05,1.04537e-05
82,4035.47,1.05913,0.64418,0.01714,1e-05,0.59489,0.30639,0.45381,0.29321,1.65822,3.50687,0.01702,0.00088,9.55951e-06,9.55951e-06,9.55951e-06
83,4084.12,1.04063,0.61864,0.01886,1e-05,0.57534,0.31579,0.45157,0.28886,1.65512,3.47124,0.01721,0.0011,8.70577e-06,8.70577e-06,8.70577e-06
84,4132.97,1.03498,0.60313,0.01892,1e-05,0.60465,0.29323,0.45109,0.2908,1.6582,3.55933,0.01726,0.001,7.89327e-06,7.89327e-06,7.89327e-06
85,4181.56,1.0588,0.62309,0.01864,1e-05,0.58929,0.31015,0.45275,0.29375,1.65903,3.5054,0.01721,0.001,7.12282e-06,7.12282e-06,7.12282e-06
86,4230.46,1.05937,0.60329,0.01984,1e-05,0.57483,0.31767,0.45789,0.29363,1.65193,3.43787,0.01716,0.00079,6.39518e-06,6.39518e-06,6.39518e-06
87,4279.13,1.06887,0.65929,0.01726,1e-05,0.59774,0.29887,0.45163,0.29299,1.65831,3.54096,0.01718,0.00103,5.71106e-06,5.71106e-06,5.71106e-06
88,4328.03,1.03027,0.63786,0.0192,3e-05,0.58661,0.28008,0.44079,0.28605,1.65191,3.50601,0.01714,0.00114,5.07115e-06,5.07115e-06,5.07115e-06
89,4376.74,1.04785,0.63557,0.01694,1e-05,0.58519,0.29699,0.4481,0.28663,1.65493,3.50763,0.01717,0.00095,4.47606e-06,4.47606e-06,4.47606e-06
90,4425.32,1.01772,0.59081,0.01733,1e-05,0.58803,0.31391,0.45514,0.2928,1.65234,3.49815,0.01731,0.00106,3.9264e-06,3.9264e-06,3.9264e-06
91,4476.09,0.97419,0.57262,0.02103,2e-05,0.56522,0.2688,0.42233,0.27255,1.65584,3.57659,0.0171,0.00091,3.4227e-06,3.4227e-06,3.4227e-06
92,4524.73,1.01027,0.58473,0.02013,1e-05,0.57394,0.30639,0.44462,0.2844,1.65941,3.47846,0.01702,0.00104,2.96546e-06,2.96546e-06,2.96546e-06
93,4573.69,1.01915,0.61962,0.02074,1e-05,0.5625,0.27068,0.41963,0.26996,1.65888,3.63272,0.01719,0.00092,2.55513e-06,2.55513e-06,2.55513e-06
94,4622.05,1.01176,0.55592,0.01945,1e-05,0.56,0.26316,0.41683,0.26758,1.65563,3.58313,0.01724,0.001,2.19212e-06,2.19212e-06,2.19212e-06
95,4670.61,0.98214,0.5797,0.01869,2e-05,0.56299,0.2688,0.42169,0.2704,1.64393,3.59041,0.01708,0.0011,1.87678e-06,1.87678e-06,1.87678e-06
96,4719.14,1.00129,0.57203,0.02062,2e-05,0.56275,0.26128,0.41892,0.27033,1.65537,3.59145,0.01723,0.00116,1.60943e-06,1.60943e-06,1.60943e-06
97,4767.84,1.02702,0.61806,0.02033,1e-05,0.58845,0.30639,0.45235,0.28791,1.65449,3.5002,0.01733,0.00106,1.39032e-06,1.39032e-06,1.39032e-06
98,4816.47,0.9893,0.58387,0.0195,1e-05,0.57692,0.25376,0.42035,0.27412,1.65408,3.64988,0.01678,0.00109,1.21968e-06,1.21968e-06,1.21968e-06
99,4865.14,0.99494,0.56617,0.0223,1e-05,0.58545,0.30263,0.44592,0.28719,1.64897,3.49378,0.01712,0.00101,1.09768e-06,1.09768e-06,1.09768e-06
100,4913.68,1.0296,0.56161,0.02024,1e-05,0.58635,0.27444,0.4328,0.27624,1.65814,3.60572,0.01728,0.00085,1.02443e-06,1.02443e-06,1.02443e-06
