epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
1,57.8779,2.65002,1.82572,0.01881,0.0655,0.51304,0.15871,0.33059,0.18416,2.51021,2.25584,0.01944,0.00557,0.00185722,0.00185722,0.0772583
2,75.6959,2.61511,1.28133,0.01797,0.01179,0.55428,0.43847,0.46513,0.23202,nan,nan,nan,nan,0.00368049,0.00368049,0.0539479
3,93.2907,2.69206,1.25347,0.01901,0.01475,0.51079,0.44385,0.43695,0.20901,2.83344,3.96043,0.02318,0.00327,0.00542865,0.00542865,0.0305623
4,110.296,2.76007,1.31491,0.01908,0.00895,0.21982,0.01547,0.01377,0.00669,nan,nan,nan,nan,0.00710168,0.00710168,0.00710168
5,127.579,2.67555,1.38993,0.01903,0.00845,0.36677,0.4082,0.28294,0.13752,2.54438,3.77877,0.02165,0.00426,0.00695224,0.00695224,0.00695224
6,144.709,2.56093,1.21388,0.0182,0.00964,0.50945,0.54539,0.5329,0.27363,2.64472,1.10125,0.02009,0.00219,0.0068028,0.0068028,0.0068028
7,161.858,2.57709,1.15477,0.0191,0.00851,0.51321,0.4842,0.4602,0.22787,2.64021,1.86011,0.01894,0.00483,0.00665336,0.00665336,0.00665336
8,179.394,2.61522,1.27674,0.01876,0.01323,0.56764,0.52118,0.51431,0.26074,2.46075,1.24863,0.0204,0.00243,0.00650392,0.00650392,0.00650392
9,196.55,2.41508,1.14062,0.01898,0.01043,0.64599,0.60132,0.6449,0.35902,2.32893,0.91929,0.02092,0.0006,0.00635448,0.00635448,0.00635448
10,213.945,2.3892,1.07359,0.01889,0.00999,0.69344,0.54001,0.6362,0.3625,2.24405,0.95135,0.01917,0.0005,0.00620504,0.00620504,0.00620504
11,231.368,2.35787,1.08507,0.01764,0.0083,0.67574,0.55145,0.63309,0.33843,2.37747,1.06963,0.02112,0.00168,0.0060556,0.0060556,0.0060556
12,248.263,2.41876,1.00689,0.01787,0.00828,0.64271,0.56153,0.60629,0.32318,2.43288,1.56423,0.01852,0.00043,0.00590616,0.00590616,0.00590616
13,265.978,2.36587,1.05424,0.01719,0.0097,0.6775,0.61399,0.64978,0.35786,2.32808,1.00107,0.01977,0.00064,0.00575672,0.00575672,0.00575672
14,282.93,2.25909,0.96895,0.01799,0.00851,0.70186,0.64022,0.69748,0.40409,2.24891,0.81742,0.02079,0.00016,0.00560728,0.00560728,0.00560728
15,300.456,2.26389,0.96676,0.01797,0.00863,0.71226,0.61466,0.69481,0.38211,2.32299,1.39153,0.01936,0.00046,0.00545784,0.00545784,0.00545784
