epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
168,13897,0.5435,0.45527,0.09743,0.7307,0.7384,0.74181,0.33723,0.62407,0.47128,0.12373,4.489e-05,4.489e-05,4.489e-05
169,13979.5,0.51876,0.46122,0.0937,0.7568,0.72616,0.74054,0.34442,0.61191,0.47417,0.12308,4.456e-05,4.456e-05,4.456e-05
170,14061.9,0.52512,0.45219,0.09121,0.76811,0.73369,0.74961,0.34571,0.61722,0.47416,0.12386,4.423e-05,4.423e-05,4.423e-05
171,14144.1,0.5194,0.43501,0.09485,0.74369,0.73167,0.73586,0.33498,0.63659,0.47665,0.13032,4.39e-05,4.39e-05,4.39e-05
172,14226.6,0.53689,0.45068,0.09063,0.75006,0.73058,0.74048,0.33416,0.63947,0.48803,0.1282,4.357e-05,4.357e-05,4.357e-05
173,14308.7,0.53572,0.4589,0.09485,0.76767,0.73571,0.74752,0.34621,0.6166,0.47888,0.12487,4.324e-05,4.324e-05,4.324e-05
174,14390.8,0.49915,0.43338,0.09134,0.77771,0.73705,0.7509,0.34661,0.62364,0.47318,0.12678,4.291e-05,4.291e-05,4.291e-05
175,14472.8,0.51476,0.44649,0.09032,0.76713,0.71621,0.73511,0.33143,0.64469,0.47701,0.13112,4.258e-05,4.258e-05,4.258e-05
176,14554.8,0.48121,0.44461,0.08729,0.74283,0.73425,0.73739,0.34379,0.62479,0.49125,0.1256,4.225e-05,4.225e-05,4.225e-05
177,14636.9,0.52206,0.45041,0.08799,0.75893,0.73638,0.74246,0.34699,0.6117,0.49276,0.11818,4.192e-05,4.192e-05,4.192e-05
178,14718.9,0.50176,0.43547,0.08715,0.75722,0.72994,0.74143,0.33853,0.62575,0.49148,0.12212,4.159e-05,4.159e-05,4.159e-05
179,14800.8,0.5143,0.43751,0.09002,0.7712,0.72293,0.74357,0.34254,0.62455,0.47842,0.12481,4.126e-05,4.126e-05,4.126e-05
180,14883.1,0.5107,0.43622,0.08726,0.77271,0.73616,0.74809,0.34054,0.63626,0.48118,0.12936,4.093e-05,4.093e-05,4.093e-05
181,14965.7,0.51743,0.44425,0.09143,0.76767,0.7458,0.74806,0.34759,0.61731,0.48195,0.12398,4.06e-05,4.06e-05,4.06e-05
182,15047.9,0.50242,0.44301,0.08376,0.77949,0.7384,0.74939,0.3483,0.62216,0.48258,0.12462,4.027e-05,4.027e-05,4.027e-05
183,15130.7,0.53132,0.44075,0.09184,0.76603,0.73541,0.74439,0.34521,0.61881,0.4867,0.12403,3.994e-05,3.994e-05,3.994e-05
184,15213.2,0.51583,0.43975,0.08989,0.76794,0.73663,0.74944,0.35078,0.60422,0.48602,0.11831,3.961e-05,3.961e-05,3.961e-05
185,15296.9,0.51529,0.44141,0.08345,0.77616,0.73369,0.74793,0.3435,0.61786,0.4809,0.12165,3.928e-05,3.928e-05,3.928e-05
186,15379.9,0.51794,0.44431,0.09194,0.77685,0.73235,0.75201,0.34426,0.62085,0.4766,0.1206,3.895e-05,3.895e-05,3.895e-05
187,15461.9,0.50736,0.4294,0.08071,0.77461,0.73034,0.74587,0.34861,0.6162,0.47939,0.11929,3.862e-05,3.862e-05,3.862e-05
188,15544.5,0.51855,0.4391,0.09623,0.77701,0.7311,0.74561,0.3499,0.60819,0.47554,0.11802,3.829e-05,3.829e-05,3.829e-05
189,15626.7,0.51755,0.43812,0.09825,0.74232,0.74198,0.73971,0.34438,0.60835,0.48627,0.11932,3.796e-05,3.796e-05,3.796e-05
190,15709.2,0.48812,0.44154,0.08189,0.77131,0.7236,0.73752,0.33682,0.62586,0.48471,0.12414,3.763e-05,3.763e-05,3.763e-05
191,15791.4,0.51357,0.43371,0.09166,0.76546,0.72898,0.74166,0.33965,0.62368,0.47822,0.12303,3.73e-05,3.73e-05,3.73e-05
192,15873.9,0.48974,0.43786,0.0882,0.73098,0.73571,0.72929,0.33518,0.62832,0.4805,0.12613,3.697e-05,3.697e-05,3.697e-05
193,15956.4,0.51535,0.43581,0.09003,0.75555,0.74412,0.74465,0.34122,0.61676,0.4813,0.12307,3.664e-05,3.664e-05,3.664e-05
194,16039,0.50666,0.44134,0.0873,0.77297,0.72495,0.74116,0.33574,0.62506,0.48025,0.12504,3.631e-05,3.631e-05,3.631e-05
195,16121.4,0.50798,0.44163,0.08317,0.77764,0.72204,0.73915,0.33301,0.62757,0.48663,0.1245,3.598e-05,3.598e-05,3.598e-05
196,16204,0.51156,0.43875,0.0865,0.74371,0.74042,0.73554,0.34224,0.61796,0.49404,0.12149,3.565e-05,3.565e-05,3.565e-05
197,16286.2,0.5257,0.43239,0.09203,0.74958,0.73974,0.73366,0.33925,0.61305,0.48838,0.1199,3.532e-05,3.532e-05,3.532e-05
198,16368.6,0.51707,0.43341,0.08788,0.75246,0.74916,0.7425,0.34763,0.60985,0.47712,0.11874,3.499e-05,3.499e-05,3.499e-05
199,16451,0.49365,0.43209,0.08216,0.75686,0.74109,0.74382,0.34201,0.61699,0.47876,0.12186,3.466e-05,3.466e-05,3.466e-05
200,16533.4,0.49976,0.43737,0.08226,0.7735,0.73031,0.74208,0.34286,0.62373,0.47975,0.12566,3.433e-05,3.433e-05,3.433e-05
201,16615.8,0.48976,0.43434,0.08059,0.75908,0.74849,0.74433,0.34195,0.61331,0.47876,0.12185,3.4e-05,3.4e-05,3.4e-05
202,16697.9,0.46068,0.43698,0.08353,0.75822,0.74849,0.74285,0.33667,0.62142,0.48882,0.12277,3.367e-05,3.367e-05,3.367e-05
203,16780.4,0.50068,0.42562,0.08355,0.77165,0.75221,0.75135,0.34343,0.61644,0.48169,0.12077,3.334e-05,3.334e-05,3.334e-05
204,16862.6,0.49132,0.42436,0.0766,0.76351,0.75124,0.74881,0.34601,0.61171,0.49209,0.11777,3.301e-05,3.301e-05,3.301e-05
205,16945.5,0.49169,0.43296,0.08647,0.75496,0.75418,0.75255,0.34683,0.61339,0.48823,0.11945,3.268e-05,3.268e-05,3.268e-05
206,17028,0.49787,0.43085,0.08575,0.75155,0.75252,0.75062,0.34507,0.61217,0.47517,0.11898,3.235e-05,3.235e-05,3.235e-05
207,17110.6,0.50516,0.43843,0.08176,0.74837,0.74445,0.75037,0.34449,0.60543,0.48101,0.1177,3.202e-05,3.202e-05,3.202e-05
208,17193,0.50666,0.4314,0.08487,0.75554,0.74445,0.74668,0.3404,0.62164,0.48515,0.12178,3.169e-05,3.169e-05,3.169e-05
209,17275.9,0.48679,0.43255,0.08232,0.74876,0.75157,0.74056,0.34302,0.62085,0.48778,0.12168,3.136e-05,3.136e-05,3.136e-05
210,17358.6,0.48233,0.42084,0.08319,0.7617,0.75387,0.75253,0.35019,0.60495,0.48138,0.11892,3.103e-05,3.103e-05,3.103e-05
211,17441.2,0.47161,0.41789,0.08083,0.7682,0.74983,0.75191,0.34671,0.61954,0.48095,0.12262,3.07e-05,3.07e-05,3.07e-05
212,17523.4,0.47516,0.42964,0.08209,0.77735,0.73907,0.74438,0.34559,0.616,0.48394,0.12316,3.037e-05,3.037e-05,3.037e-05
213,17605.4,0.48104,0.42515,0.07776,0.76861,0.75185,0.74327,0.3469,0.61016,0.48263,0.12,3.004e-05,3.004e-05,3.004e-05
214,17688.1,0.4888,0.43242,0.08068,0.76313,0.73907,0.7386,0.33976,0.6286,0.48022,0.12512,2.971e-05,2.971e-05,2.971e-05
215,17770.2,0.48994,0.43248,0.07897,0.75936,0.74909,0.74711,0.345,0.61343,0.48196,0.12252,2.938e-05,2.938e-05,2.938e-05
216,17852.5,0.4734,0.44168,0.07757,0.73997,0.75402,0.73816,0.34215,0.61318,0.49078,0.12022,2.905e-05,2.905e-05,2.905e-05
217,17934.8,0.48548,0.4319,0.07977,0.76982,0.74447,0.74886,0.34629,0.61667,0.48505,0.12244,2.872e-05,2.872e-05,2.872e-05
218,18016.8,0.4765,0.42724,0.08069,0.7749,0.7362,0.7479,0.34586,0.6226,0.48406,0.12428,2.839e-05,2.839e-05,2.839e-05
219,18098.9,0.47815,0.41461,0.08026,0.76817,0.73974,0.74797,0.34624,0.63048,0.48232,0.12619,2.806e-05,2.806e-05,2.806e-05
220,18181,0.48164,0.41658,0.08358,0.76105,0.73369,0.74197,0.34565,0.62609,0.48978,0.12421,2.773e-05,2.773e-05,2.773e-05
221,18262.6,0.46146,0.41382,0.07427,0.77687,0.72352,0.73939,0.34893,0.621,0.4808,0.12269,2.74e-05,2.74e-05,2.74e-05
222,18344.7,0.44808,0.42266,0.07971,0.76852,0.73235,0.74203,0.34484,0.62623,0.48811,0.12365,2.707e-05,2.707e-05,2.707e-05
223,18427.1,0.49007,0.42399,0.07946,0.77263,0.74176,0.74865,0.34586,0.62435,0.4751,0.12311,2.674e-05,2.674e-05,2.674e-05
224,18509.2,0.47033,0.43493,0.08339,0.76809,0.75252,0.75154,0.34654,0.62534,0.48251,0.12411,2.641e-05,2.641e-05,2.641e-05
225,18591.8,0.51245,0.44785,0.08514,0.76718,0.7505,0.74785,0.34191,0.62589,0.47579,0.12333,2.608e-05,2.608e-05,2.608e-05
226,18674.5,0.47248,0.43221,0.07902,0.76069,0.74983,0.74347,0.33949,0.62246,0.47828,0.12285,2.575e-05,2.575e-05,2.575e-05
227,18757,0.47501,0.42337,0.09015,0.77402,0.74243,0.74325,0.34211,0.6228,0.47793,0.12291,2.542e-05,2.542e-05,2.542e-05
228,18839.7,0.50731,0.42269,0.0835,0.77129,0.74042,0.74406,0.34403,0.62029,0.47607,0.12222,2.509e-05,2.509e-05,2.509e-05
229,18921.7,0.47407,0.42642,0.08007,0.76486,0.74375,0.74469,0.34308,0.62269,0.47912,0.12263,2.476e-05,2.476e-05,2.476e-05
230,19004.1,0.4797,0.43443,0.07893,0.78176,0.73471,0.74235,0.34124,0.62936,0.47789,0.1249,2.443e-05,2.443e-05,2.443e-05
231,19086.3,0.48641,0.4248,0.08323,0.76865,0.75075,0.74545,0.33796,0.63001,0.46916,0.12509,2.41e-05,2.41e-05,2.41e-05
232,19167.9,0.47976,0.4227,0.08144,0.75965,0.74817,0.74785,0.34276,0.62156,0.4803,0.12328,2.377e-05,2.377e-05,2.377e-05
233,19250.3,0.4719,0.42646,0.07671,0.76357,0.73627,0.74051,0.33909,0.62553,0.48422,0.12409,2.344e-05,2.344e-05,2.344e-05
234,19333.1,0.49415,0.42791,0.08188,0.76467,0.74781,0.74679,0.34066,0.62638,0.48526,0.12557,2.311e-05,2.311e-05,2.311e-05
235,19415.4,0.47767,0.42424,0.07554,0.78232,0.73956,0.75106,0.34446,0.61459,0.4814,0.1214,2.278e-05,2.278e-05,2.278e-05
236,19497.5,0.4834,0.41989,0.08,0.76751,0.73929,0.74034,0.34147,0.61941,0.48493,0.12115,2.245e-05,2.245e-05,2.245e-05
237,19579.9,0.46791,0.41684,0.07789,0.76677,0.73571,0.74194,0.34141,0.62064,0.48596,0.12162,2.212e-05,2.212e-05,2.212e-05
238,19662.4,0.46991,0.42126,0.08127,0.77992,0.73879,0.74711,0.34119,0.62661,0.48895,0.12531,2.179e-05,2.179e-05,2.179e-05
239,19745.1,0.48269,0.4223,0.08099,0.78707,0.72835,0.743,0.33662,0.63701,0.48166,0.12769,2.146e-05,2.146e-05,2.146e-05
240,19827.1,0.4802,0.42349,0.08337,0.77548,0.74109,0.7477,0.33929,0.6324,0.48416,0.12707,2.113e-05,2.113e-05,2.113e-05
241,19909.3,0.4447,0.40971,0.0785,0.76509,0.75185,0.74455,0.34177,0.61987,0.48548,0.12482,2.08e-05,2.08e-05,2.08e-05
242,19991.1,0.48809,0.41053,0.08129,0.77495,0.74109,0.74833,0.34161,0.62516,0.48129,0.12563,2.047e-05,2.047e-05,2.047e-05
243,20073.3,0.44841,0.40716,0.07714,0.77435,0.74983,0.7529,0.34226,0.6288,0.48415,0.12749,2.014e-05,2.014e-05,2.014e-05
244,20155.6,0.48236,0.42107,0.08466,0.76115,0.75925,0.74629,0.34017,0.63133,0.48169,0.12621,1.981e-05,1.981e-05,1.981e-05
245,20237.9,0.47737,0.42414,0.08242,0.76132,0.75992,0.74538,0.34154,0.62133,0.47891,0.12413,1.948e-05,1.948e-05,1.948e-05
246,20319.7,0.46668,0.40987,0.07341,0.7619,0.75185,0.74556,0.3369,0.62562,0.48055,0.12604,1.915e-05,1.915e-05,1.915e-05
247,20401.8,0.48813,0.4084,0.08913,0.77758,0.7384,0.74597,0.33854,0.62524,0.47724,0.12629,1.882e-05,1.882e-05,1.882e-05
248,20484.1,0.46384,0.41243,0.07455,0.76791,0.74378,0.74595,0.33938,0.62302,0.47205,0.12608,1.849e-05,1.849e-05,1.849e-05
249,20566.4,0.48828,0.40643,0.08087,0.77476,0.74176,0.74828,0.34083,0.62234,0.47947,0.12558,1.816e-05,1.816e-05,1.816e-05
250,20648.3,0.44873,0.40871,0.07696,0.77508,0.74157,0.74799,0.34341,0.63276,0.47795,0.12714,1.783e-05,1.783e-05,1.783e-05
251,20730.3,0.44795,0.40484,0.07878,0.76543,0.74042,0.74119,0.34101,0.63435,0.47149,0.12906,1.75e-05,1.75e-05,1.75e-05
252,20812.4,0.46875,0.4241,0.08258,0.77322,0.74747,0.74448,0.34257,0.62647,0.48414,0.12783,1.717e-05,1.717e-05,1.717e-05
253,20894.2,0.48662,0.41275,0.08058,0.78292,0.73773,0.74543,0.33738,0.62388,0.48157,0.12495,1.684e-05,1.684e-05,1.684e-05
254,20976.7,0.46168,0.4142,0.08673,0.76616,0.75356,0.74471,0.34031,0.62377,0.48755,0.125,1.651e-05,1.651e-05,1.651e-05
255,21058.8,0.45328,0.40181,0.07563,0.77465,0.74042,0.74457,0.34098,0.62752,0.47955,0.12629,1.618e-05,1.618e-05,1.618e-05
256,21140.9,0.46059,0.40219,0.07998,0.77228,0.74808,0.74934,0.34059,0.63142,0.48139,0.12674,1.585e-05,1.585e-05,1.585e-05
257,21222.7,0.46003,0.40509,0.08323,0.77816,0.73599,0.74487,0.33922,0.63242,0.48057,0.12649,1.552e-05,1.552e-05,1.552e-05
258,21304.6,0.46169,0.41039,0.07618,0.76432,0.7458,0.74337,0.34017,0.63134,0.48239,0.1267,1.519e-05,1.519e-05,1.519e-05
259,21387,0.46645,0.41978,0.07605,0.76603,0.74512,0.74658,0.34034,0.62876,0.48282,0.12648,1.486e-05,1.486e-05,1.486e-05
260,21469,0.4688,0.42355,0.07987,0.77765,0.73504,0.74489,0.33888,0.62953,0.48398,0.12624,1.453e-05,1.453e-05,1.453e-05
261,21550.8,0.44361,0.41335,0.07421,0.76909,0.7458,0.74702,0.34098,0.62783,0.48887,0.12632,1.42e-05,1.42e-05,1.42e-05
262,21632.8,0.46608,0.41859,0.07855,0.78982,0.73287,0.7493,0.3434,0.62751,0.48051,0.1254,1.387e-05,1.387e-05,1.387e-05
263,21715,0.47309,0.4118,0.08583,0.78441,0.74243,0.75028,0.34147,0.62703,0.48695,0.12582,1.354e-05,1.354e-05,1.354e-05
264,21797.3,0.47148,0.41286,0.07892,0.77679,0.74042,0.74544,0.34009,0.63081,0.48149,0.12689,1.321e-05,1.321e-05,1.321e-05
265,21879.6,0.46382,0.42506,0.07795,0.75938,0.75454,0.74684,0.34088,0.63067,0.48662,0.12685,1.288e-05,1.288e-05,1.288e-05
266,21961.7,0.45723,0.41363,0.07977,0.7696,0.74176,0.74213,0.3415,0.62887,0.48257,0.12732,1.255e-05,1.255e-05,1.255e-05
267,22044.2,0.45021,0.40235,0.0815,0.76474,0.74544,0.74361,0.34207,0.62947,0.48393,0.12749,1.222e-05,1.222e-05,1.222e-05
268,22126.6,0.47558,0.42202,0.07841,0.77246,0.74655,0.74371,0.33932,0.63008,0.48745,0.12707,1.189e-05,1.189e-05,1.189e-05
269,22208.4,0.44849,0.40249,0.0761,0.78616,0.73922,0.74832,0.34301,0.62523,0.48088,0.12587,1.156e-05,1.156e-05,1.156e-05
270,22291.1,0.45341,0.41091,0.07873,0.76267,0.75637,0.74606,0.34064,0.62546,0.48152,0.12604,1.123e-05,1.123e-05,1.123e-05
271,22373.3,0.44499,0.40868,0.07509,0.76648,0.75454,0.7451,0.34121,0.62575,0.4834,0.12668,1.09e-05,1.09e-05,1.09e-05
272,22455.8,0.43128,0.40899,0.07538,0.75675,0.75656,0.74471,0.34152,0.62917,0.48589,0.12647,1.057e-05,1.057e-05,1.057e-05
273,22538.4,0.46023,0.41921,0.07653,0.76938,0.74512,0.74568,0.33971,0.62721,0.48231,0.12618,1.024e-05,1.024e-05,1.024e-05
274,22620.5,0.45923,0.41134,0.07588,0.77725,0.74243,0.74565,0.34067,0.62902,0.4856,0.12616,9.91e-06,9.91e-06,9.91e-06
275,22702.9,0.47972,0.4103,0.08003,0.77636,0.74238,0.74289,0.34046,0.62782,0.48457,0.12676,9.58e-06,9.58e-06,9.58e-06
276,22785.3,0.45379,0.41399,0.07378,0.78671,0.74243,0.74734,0.34045,0.62859,0.48321,0.12633,9.25e-06,9.25e-06,9.25e-06
277,22867.3,0.47202,0.40716,0.07114,0.78053,0.73773,0.74684,0.34235,0.6238,0.48509,0.12611,8.92e-06,8.92e-06,8.92e-06
278,22949.9,0.48859,0.42185,0.07467,0.78027,0.74983,0.74766,0.34079,0.62548,0.48165,0.12679,8.59e-06,8.59e-06,8.59e-06
279,23032.3,0.44324,0.41173,0.07201,0.78115,0.74445,0.74473,0.34239,0.62794,0.47868,0.12723,8.26e-06,8.26e-06,8.26e-06
280,23114.6,0.45168,0.40339,0.07389,0.77375,0.74746,0.74288,0.34286,0.62614,0.47981,0.12737,7.93e-06,7.93e-06,7.93e-06
281,23197.4,0.46913,0.4153,0.08192,0.76775,0.75319,0.74507,0.34335,0.62899,0.48217,0.12812,7.6e-06,7.6e-06,7.6e-06
282,23279.5,0.45333,0.41045,0.07287,0.76624,0.75831,0.74897,0.3444,0.6293,0.48441,0.12843,7.27e-06,7.27e-06,7.27e-06
283,23361.7,0.43591,0.4088,0.07253,0.77227,0.74647,0.74621,0.34105,0.62708,0.4795,0.12795,6.94e-06,6.94e-06,6.94e-06
284,23444.7,0.44432,0.41212,0.07413,0.76615,0.75454,0.74648,0.34296,0.62669,0.48199,0.12737,6.61e-06,6.61e-06,6.61e-06
