epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
1,43.5657,1.23586,0.78505,0.0169,0.00711,0.4,0.04511,0.21606,0.13383,2.36318,5.83723,0.02382,0.00223,3.29749e-05,3.29749e-05,0.0670581
2,97.0489,1.03738,0.63359,0.01635,0.00104,0.56839,0.3515,0.48692,0.29525,1.74519,3.45574,0.01847,0.00045,6.6292e-05,6.6292e-05,0.033758
3,149.709,1.05244,0.61369,0.01669,0.00013,0.53627,0.3891,0.49826,0.30683,1.72619,3.0391,0.01821,0.00052,9.95443e-05,9.95443e-05,0.000457967
4,202.558,1.04096,0.64404,0.01587,9e-05,0.5814,0.37594,0.50359,0.31135,1.69343,3.19275,0.01845,0.00045,9.97803e-05,9.97803e-05,9.97803e-05
5,255.535,1.05142,0.59264,0.01796,5e-05,0.61667,0.34774,0.50135,0.31527,1.71219,3.26346,0.01832,0.00039,9.96097e-05,9.96097e-05,9.96097e-05
6,309.143,1.02223,0.63863,0.01723,3e-05,0.59365,0.3515,0.49493,0.30614,1.70961,3.26397,0.01795,0.00035,9.93906e-05,9.93906e-05,9.93906e-05
7,361.847,1.01133,0.57513,0.01643,3e-05,0.59223,0.34398,0.48993,0.30463,1.65859,3.34423,0.01767,0.0004,9.91232e-05,9.91232e-05,9.91232e-05
8,414.228,1.03509,0.59762,0.01821,2e-05,0.59661,0.33083,0.48508,0.30564,1.67686,3.35384,0.01743,0.00051,9.88079e-05,9.88079e-05,9.88079e-05
9,466.28,1.03448,0.5893,0.01796,1e-05,0.61278,0.30639,0.47307,0.29854,1.68612,3.45258,0.0177,0.00041,9.84449e-05,9.84449e-05,9.84449e-05
10,518.728,1.01139,0.60011,0.01819,2e-05,0.62553,0.27632,0.46417,0.2992,1.66149,3.65114,0.01765,0.00045,9.80345e-05,9.80345e-05,9.80345e-05
11,570.736,1.00267,0.63334,0.0159,2e-05,0.62551,0.28571,0.46677,0.30518,1.6632,3.57941,0.01779,0.00034,9.75773e-05,9.75773e-05,9.75773e-05
12,623.954,1.00799,0.5837,0.01612,2e-05,0.65066,0.28008,0.47515,0.30539,1.6563,3.55718,0.01762,0.00038,9.70736e-05,9.70736e-05,9.70736e-05
13,676.139,1.01219,0.57943,0.01626,2e-05,0.66019,0.25564,0.46617,0.30531,1.6638,3.71909,0.01754,0.00043,9.65239e-05,9.65239e-05,9.65239e-05
14,728.417,0.94215,0.57723,0.01578,1e-05,0.64975,0.2406,0.45499,0.29402,1.64736,3.74321,0.01756,0.00054,9.59289e-05,9.59289e-05,9.59289e-05
15,780.49,0.99501,0.59517,0.01704,1e-05,0.63587,0.21992,0.43802,0.2858,1.61343,3.93809,0.01714,0.00068,9.52889e-05,9.52889e-05,9.52889e-05
