epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,2886.78,1.55927,0.79481,0.00486,0.83607,0.74969,0.80613,0.42362,1.79758,1.01099,0.00616,0.0007724,0.0007724,0.0007724
188,2901.25,1.46472,0.73423,0.00452,0.8389,0.74157,0.80316,0.41875,1.81949,nan,0.00615,0.0007658,0.0007658,0.0007658
189,2915.76,1.5065,0.75615,0.00472,0.84508,0.73553,0.79614,0.41824,1.82636,1.05677,0.00629,0.0007592,0.0007592,0.0007592
190,2930.16,1.50801,0.77779,0.00483,0.85115,0.73885,0.79748,0.41823,1.8148,1.02082,0.00627,0.0007526,0.0007526,0.0007526
191,2944.39,1.49563,0.77738,0.00496,0.84965,0.73022,0.79544,0.41164,1.81904,1.0009,0.00623,0.000746,0.000746,0.000746
192,2959.11,1.51976,0.7588,0.0049,0.86211,0.71973,0.79415,0.41247,1.80835,1.10043,0.00621,0.0007394,0.0007394,0.0007394
193,2973.65,1.5048,0.7261,0.00496,0.83557,0.73283,0.79246,0.41409,1.81353,nan,0.00622,0.0007328,0.0007328,0.0007328
194,2988.14,1.46996,0.73523,0.0047,0.85596,0.73658,0.79928,0.41849,1.81005,0.98337,0.00622,0.0007262,0.0007262,0.0007262
195,3002.61,1.42876,0.71862,0.0044,0.86575,0.71723,0.79958,0.41592,1.82127,1.02138,0.00623,0.0007196,0.0007196,0.0007196
196,3017.17,1.4548,0.72585,0.00447,0.84349,0.73034,0.7931,0.41268,1.81922,1.02282,0.00622,0.000713,0.000713,0.000713
197,3031.79,1.44724,0.74518,0.00468,0.8465,0.74345,0.79443,0.41427,1.78819,nan,0.00614,0.0007064,0.0007064,0.0007064
198,3046.24,1.4433,0.71458,0.00463,0.83211,0.75593,0.79242,0.4107,1.81789,0.99295,0.00628,0.0006998,0.0006998,0.0006998
199,3060.55,1.50227,0.72858,0.00461,0.84083,0.73533,0.78697,0.40525,1.81639,1.05175,0.00627,0.0006932,0.0006932,0.0006932
200,3074.99,1.46874,0.74779,0.00468,0.82534,0.75218,0.79513,0.41661,1.76582,1.07,0.00605,0.0006866,0.0006866,0.0006866
201,3089.58,1.46886,0.7341,0.00465,0.85744,0.73346,0.79094,0.40879,1.83226,1.07314,0.00634,0.00068,0.00068,0.00068
202,3103.99,1.39822,0.70241,0.00428,0.84704,0.73285,0.79393,0.4142,1.82458,1.08166,0.00625,0.0006734,0.0006734,0.0006734
203,3118.22,1.4857,0.72352,0.00454,0.83047,0.7553,0.78924,0.4084,1.80328,1.06405,0.00617,0.0006668,0.0006668,0.0006668
204,3132.68,1.4278,0.73761,0.0043,0.85124,0.74032,0.7982,0.41781,1.79738,1.04646,0.00616,0.0006602,0.0006602,0.0006602
205,3147.53,1.49834,0.75104,0.00455,0.85747,0.7422,0.80816,0.4248,1.78628,0.97847,0.00613,0.0006536,0.0006536,0.0006536
206,3162.75,1.43884,0.71991,0.00442,0.85417,0.73596,0.79528,0.41641,1.79841,1.0428,0.00626,0.000647,0.000647,0.000647
207,3177.42,1.40171,0.70327,0.00447,0.84944,0.72659,0.79436,0.40891,1.8319,1.04868,0.00633,0.0006404,0.0006404,0.0006404
208,3194.26,1.51313,0.74235,0.00475,0.84184,0.7343,0.79408,0.41019,1.81755,1.07302,0.00626,0.0006338,0.0006338,0.0006338
209,3208.75,1.46747,0.73015,0.00425,0.82155,0.73845,0.78726,0.41482,1.8103,nan,0.00617,0.0006272,0.0006272,0.0006272
210,3223.21,1.3969,0.67402,0.00448,0.86128,0.71598,0.79229,0.41989,1.78547,1.05966,0.00612,0.0006206,0.0006206,0.0006206
211,3237.46,1.4011,0.69802,0.00434,0.85586,0.73017,0.79237,0.41752,1.79184,1.02076,0.0061,0.000614,0.000614,0.000614
212,3251.95,1.43871,0.73206,0.00468,0.8578,0.72677,0.79382,0.4131,1.81662,1.02326,0.00621,0.0006074,0.0006074,0.0006074
213,3266.45,1.45876,0.72256,0.00456,0.85526,0.72296,0.79154,0.41043,1.81465,1.05035,0.0063,0.0006008,0.0006008,0.0006008
214,3280.88,1.43202,0.68289,0.00437,0.84355,0.74045,0.79211,0.4103,1.80511,1.07399,0.00614,0.0005942,0.0005942,0.0005942
215,3295.97,1.43601,0.72632,0.00441,0.84986,0.73849,0.79472,0.41563,1.80357,1.04134,0.00619,0.0005876,0.0005876,0.0005876
216,3310.93,1.42035,0.72129,0.00449,0.84,0.75045,0.79839,0.4155,1.79634,1.0513,0.00617,0.000581,0.000581,0.000581
217,3325.33,1.39508,0.71872,0.00445,0.85309,0.74305,0.79938,0.42081,1.77838,1.06358,0.00613,0.0005744,0.0005744,0.0005744
218,3339.65,1.40885,0.71361,0.0043,0.83795,0.75593,0.79779,0.42286,1.79489,1.04452,0.00617,0.0005678,0.0005678,0.0005678
219,3354.65,1.46902,0.73755,0.00439,0.83904,0.75031,0.80189,0.41771,1.81195,1.01011,0.00621,0.0005612,0.0005612,0.0005612
220,3369.26,1.40431,0.70604,0.0044,0.85935,0.72843,0.7956,0.41532,1.83949,1.06684,0.0063,0.0005546,0.0005546,0.0005546
221,3384.93,1.39452,0.69136,0.00433,0.83409,0.74906,0.78943,0.40772,1.83114,1.06536,0.00627,0.000548,0.000548,0.000548
222,3399.3,1.42645,0.71063,0.00422,0.85273,0.73096,0.79165,0.41085,1.82652,1.09894,0.00626,0.0005414,0.0005414,0.0005414
223,3413.87,1.41291,0.69324,0.00428,0.85675,0.73547,0.79787,0.41653,1.81528,1.06062,0.00626,0.0005348,0.0005348,0.0005348
224,3430.43,1.41819,0.69994,0.00439,0.83736,0.74558,0.79528,0.42017,1.78131,1.07094,0.00614,0.0005282,0.0005282,0.0005282
225,3444.97,1.41531,0.70723,0.00434,0.84173,0.75025,0.79674,0.4153,1.7921,1.07305,0.00611,0.0005216,0.0005216,0.0005216
226,3459.5,1.38196,0.67244,0.00443,0.85407,0.73794,0.79695,0.41863,1.79779,1.06423,0.00617,0.000515,0.000515,0.000515
227,3473.8,1.39113,0.66843,0.00428,0.85845,0.73822,0.7977,0.42263,1.80362,1.0844,0.00621,0.0005084,0.0005084,0.0005084
228,3489.51,1.45908,0.72227,0.00436,0.8445,0.74244,0.79577,0.41824,1.79332,1.04062,0.00617,0.0005018,0.0005018,0.0005018
229,3504.03,1.32713,0.67376,0.00416,0.84725,0.73408,0.79143,0.4118,1.82956,1.08273,0.00628,0.0004952,0.0004952,0.0004952
230,3518.81,1.34324,0.65518,0.00405,0.84605,0.75031,0.79821,0.41909,1.81899,1.07156,0.00623,0.0004886,0.0004886,0.0004886
231,3534.17,1.35596,0.66023,0.00438,0.8609,0.74561,0.80006,0.42506,1.81178,1.06624,0.00623,0.000482,0.000482,0.000482
232,3548.5,1.37757,0.64766,0.00424,0.86442,0.7422,0.8015,0.42423,1.80697,1.06052,0.0062,0.0004754,0.0004754,0.0004754
233,3563.51,1.35306,0.70302,0.00407,0.86534,0.74906,0.80318,0.42632,1.81337,1.02178,0.00619,0.0004688,0.0004688,0.0004688
234,3578.61,1.39419,0.67671,0.00421,0.84683,0.74469,0.80191,0.42123,1.81344,1.01372,0.00625,0.0004622,0.0004622,0.0004622
235,3592.86,1.36764,0.66853,0.00416,0.85753,0.74391,0.80355,0.42124,1.80916,1.04331,0.0062,0.0004556,0.0004556,0.0004556
236,3608.53,1.34993,0.64966,0.00418,0.85166,0.74157,0.80452,0.42034,1.81569,1.03749,0.00623,0.000449,0.000449,0.000449
237,3623.2,1.36394,0.68087,0.00433,0.84286,0.74469,0.80102,0.41822,1.82689,1.04548,0.00624,0.0004424,0.0004424,0.0004424
238,3637.76,1.35057,0.667,0.00412,0.84877,0.74157,0.80163,0.41929,1.82231,1.05499,0.00619,0.0004358,0.0004358,0.0004358
239,3653.95,1.45305,0.73731,0.0044,0.86759,0.73034,0.80154,0.41237,1.83129,1.03915,0.00621,0.0004292,0.0004292,0.0004292
240,3668.87,1.34597,0.67077,0.00419,0.84189,0.74469,0.80139,0.41259,1.82869,1.03335,0.00622,0.0004226,0.0004226,0.0004226
241,3683.51,1.33622,0.6461,0.00411,0.83631,0.74782,0.79949,0.41893,1.82172,1.02695,0.00623,0.000416,0.000416,0.000416
242,3699.73,1.40122,0.68684,0.00419,0.84016,0.74032,0.79556,0.42393,1.79747,1.07256,0.00617,0.0004094,0.0004094,0.0004094
243,3716.73,1.35244,0.67245,0.00412,0.852,0.73845,0.79649,0.42078,1.80282,1.04003,0.00617,0.0004028,0.0004028,0.0004028
244,3731.61,1.36149,0.67004,0.00411,0.864,0.72472,0.80037,0.41754,1.82277,1.07065,0.00624,0.0003962,0.0003962,0.0003962
245,3746.27,1.33371,0.64291,0.00415,0.86066,0.73034,0.79633,0.41628,1.83,1.05001,0.00625,0.0003896,0.0003896,0.0003896
246,3761.84,1.35248,0.66333,0.00429,0.84914,0.74489,0.79846,0.41583,1.81899,1.08448,0.00623,0.000383,0.000383,0.000383
247,3776.27,1.36119,0.69042,0.00422,0.85625,0.7362,0.79608,0.4198,1.81639,1.09795,0.00624,0.0003764,0.0003764,0.0003764
248,3790.66,1.32786,0.62426,0.00411,0.8739,0.72722,0.80112,0.41693,1.82559,1.07487,0.00624,0.0003698,0.0003698,0.0003698
249,3806.43,1.36949,0.70037,0.00412,0.86169,0.74282,0.80033,0.41664,1.83515,1.08221,0.0063,0.0003632,0.0003632,0.0003632
250,3820.98,1.32673,0.64107,0.004,0.85834,0.74594,0.80521,0.42025,1.8255,1.04584,0.00626,0.0003566,0.0003566,0.0003566
251,3835.29,1.35326,0.67042,0.00396,0.84206,0.75343,0.8034,0.42013,1.82286,1.06023,0.00626,0.00035,0.00035,0.00035
252,3850.96,1.35484,0.69804,0.00436,0.85643,0.74473,0.80595,0.42019,1.82004,1.06033,0.00626,0.0003434,0.0003434,0.0003434
253,3865.44,1.31665,0.6309,0.00404,0.86202,0.73706,0.79896,0.41176,1.83298,1.0861,0.0063,0.0003368,0.0003368,0.0003368
254,3879.87,1.28385,0.63114,0.00402,0.85195,0.74782,0.80337,0.41895,1.82615,1.05903,0.00628,0.0003302,0.0003302,0.0003302
255,3895.4,1.34643,0.65226,0.00419,0.87005,0.73283,0.79692,0.4156,1.82312,1.08457,0.00625,0.0003236,0.0003236,0.0003236
256,3909.74,1.3001,0.64705,0.00414,0.86437,0.73996,0.79905,0.41353,1.82743,1.06787,0.0063,0.000317,0.000317,0.000317
257,3924.19,1.31717,0.64323,0.00392,0.8704,0.73034,0.80201,0.41464,1.82323,1.0968,0.00627,0.0003104,0.0003104,0.0003104
258,3939.42,1.26941,0.60864,0.00398,0.87126,0.73508,0.80175,0.41816,1.8161,1.10763,0.00626,0.0003038,0.0003038,0.0003038
259,3953.99,1.335,0.64592,0.00399,0.86368,0.74095,0.80481,0.41742,1.8215,1.07515,0.00629,0.0002972,0.0002972,0.0002972
260,3968.54,1.32717,0.63343,0.00386,0.86471,0.73159,0.80486,0.41915,1.81982,1.05177,0.0063,0.0002906,0.0002906,0.0002906
261,3984.42,1.31387,0.61654,0.00395,0.84996,0.74282,0.80775,0.42098,1.81671,1.0431,0.00623,0.000284,0.000284,0.000284
262,3999.01,1.27921,0.63184,0.00408,0.8398,0.7603,0.81276,0.42102,1.81173,1.04762,0.00624,0.0002774,0.0002774,0.0002774
263,4013.62,1.28158,0.62507,0.00391,0.86064,0.75531,0.80939,0.42104,1.80879,1.04209,0.00624,0.0002708,0.0002708,0.0002708
264,4028.99,1.36162,0.68465,0.0042,0.86519,0.74112,0.80727,0.42123,1.80143,1.03815,0.00618,0.0002642,0.0002642,0.0002642
265,4043.68,1.30559,0.63061,0.00411,0.86922,0.7372,0.8071,0.41885,1.80568,1.04782,0.00619,0.0002576,0.0002576,0.0002576
266,4058.78,1.31408,0.6653,0.00399,0.88164,0.73465,0.81049,0.41936,1.80301,1.05324,0.00619,0.000251,0.000251,0.000251
267,4073.14,1.27246,0.6321,0.00382,0.8619,0.74803,0.80702,0.41411,1.81481,1.06829,0.00624,0.0002444,0.0002444,0.0002444
268,4087.76,1.30183,0.61546,0.00397,0.86403,0.74032,0.80571,0.41675,1.81455,1.05216,0.00625,0.0002378,0.0002378,0.0002378
269,4103.71,1.3547,0.70145,0.00392,0.85378,0.75094,0.8039,0.41673,1.81666,1.06368,0.00623,0.0002312,0.0002312,0.0002312
270,4118.07,1.31109,0.61734,0.0039,0.86578,0.73346,0.80358,0.41873,1.80516,1.06535,0.00617,0.0002246,0.0002246,0.0002246
271,4132.97,1.32623,0.64111,0.00392,0.84971,0.74969,0.80394,0.4146,1.82247,1.06305,0.00626,0.000218,0.000218,0.000218
272,4148.06,1.29043,0.64338,0.00386,0.85947,0.74062,0.80022,0.41243,1.82427,1.05016,0.00626,0.0002114,0.0002114,0.0002114
273,4163.04,1.33239,0.66072,0.004,0.87233,0.73346,0.80444,0.41832,1.81078,1.03758,0.00623,0.0002048,0.0002048,0.0002048
274,4177.34,1.29329,0.63288,0.00417,0.85726,0.74603,0.80397,0.41542,1.82616,1.04211,0.00627,0.0001982,0.0001982,0.0001982
275,4191.84,1.30068,0.6244,0.004,0.85492,0.7467,0.8024,0.41606,1.82891,1.05042,0.00628,0.0001916,0.0001916,0.0001916
276,4206.1,1.29979,0.62788,0.00392,0.85259,0.74157,0.80004,0.41627,1.8187,1.05159,0.00627,0.000185,0.000185,0.000185
277,4220.68,1.25129,0.59933,0.00395,0.85112,0.74228,0.80133,0.41609,1.81378,1.06704,0.00623,0.0001784,0.0001784,0.0001784
278,4235.12,1.29957,0.61517,0.00382,0.85388,0.74781,0.80329,0.41652,1.82212,1.04171,0.00626,0.0001718,0.0001718,0.0001718
279,4249.46,1.25541,0.6043,0.00387,0.86548,0.73898,0.80441,0.41766,1.8242,1.03377,0.00628,0.0001652,0.0001652,0.0001652
280,4263.78,1.29265,0.63231,0.00389,0.86496,0.74367,0.80319,0.41633,1.824,1.059,0.00627,0.0001586,0.0001586,0.0001586
