epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,301.278,2.0041,1.38647,0.00695,0.71888,0.63983,0.68211,0.31742,1.89997,1.35425,0.00699,0.0019076,0.0019076,0.0019076
16,319.849,2.04127,1.48563,0.00704,0.71779,0.62859,0.66537,0.30212,1.93506,1.44269,0.0071,0.001901,0.001901,0.001901
17,337.056,2.05347,1.38051,0.00729,0.71824,0.60147,0.6702,0.28814,2.06147,1.36055,0.00764,0.0018944,0.0018944,0.0018944
18,354.177,2.07071,1.42237,0.00678,0.72774,0.65793,0.7077,0.32747,1.95749,1.20922,0.00735,0.0018878,0.0018878,0.0018878
19,371.677,2.01211,1.32691,0.00726,0.75719,0.63546,0.70505,0.32669,1.95021,1.29278,0.00722,0.0018812,0.0018812,0.0018812
20,388.959,2.02015,1.35998,0.00689,0.74063,0.65237,0.70296,0.33932,1.92877,1.22525,0.0071,0.0018746,0.0018746,0.0018746
21,406.562,2.0311,1.29629,0.00696,0.74232,0.66535,0.71804,0.3369,1.91901,1.29988,0.00704,0.001868,0.001868,0.001868
22,424.085,1.96903,1.33295,0.00683,0.73388,0.66979,0.70673,0.33109,1.9248,1.27732,0.0071,0.0018614,0.0018614,0.0018614
23,441.265,2.02739,1.35815,0.0069,0.77032,0.61673,0.69882,0.31888,1.95883,1.30403,0.00743,0.0018548,0.0018548,0.0018548
24,458.481,2.02218,1.35592,0.00691,0.74694,0.67353,0.71246,0.32938,1.93304,1.24606,0.00721,0.0018482,0.0018482,0.0018482
25,475.731,1.95117,1.27196,0.00708,0.70527,0.66023,0.69538,0.32942,1.8819,1.27351,0.00683,0.0018416,0.0018416,0.0018416
26,492.737,2.00643,1.33292,0.00675,0.7581,0.68469,0.72682,0.35248,1.8736,1.1816,0.00683,0.001835,0.001835,0.001835
27,508.158,2.02467,1.29753,0.00686,0.71035,0.6779,0.70642,0.31441,2.02528,1.28791,0.00735,0.0018284,0.0018284,0.0018284
28,524.312,1.92116,1.23481,0.00649,0.77972,0.6367,0.71292,0.35667,1.82658,1.25604,0.00662,0.0018218,0.0018218,0.0018218
29,539.545,1.9422,1.23476,0.00678,0.76873,0.65564,0.72859,0.33542,1.91417,1.32933,0.00688,0.0018152,0.0018152,0.0018152
30,554.186,1.91692,1.24621,0.00678,0.74277,0.67665,0.71818,0.34475,1.8976,1.21945,0.00696,0.0018086,0.0018086,0.0018086
31,568.629,1.9622,1.20483,0.0066,0.78161,0.6623,0.74079,0.35492,1.91194,1.15103,0.00689,0.001802,0.001802,0.001802
32,583.989,1.90881,1.21206,0.00676,0.77453,0.64856,0.72601,0.35704,1.87258,1.16301,0.0067,0.0017954,0.0017954,0.0017954
33,598.919,1.97792,1.25146,0.00688,0.76168,0.68727,0.72169,0.35015,1.87476,1.19365,0.00676,0.0017888,0.0017888,0.0017888
34,614.726,1.97432,1.26823,0.00666,0.80572,0.65543,0.72364,0.35273,1.84525,1.24307,0.00677,0.0017822,0.0017822,0.0017822
35,629.232,1.8788,1.2555,0.00644,0.75463,0.64919,0.705,0.33576,1.93818,1.21899,0.00689,0.0017756,0.0017756,0.0017756
36,643.613,1.96413,1.29176,0.00658,0.72981,0.66094,0.70295,0.33203,1.91733,1.27609,0.00692,0.001769,0.001769,0.001769
37,660.717,1.88442,1.25607,0.00637,0.7573,0.70662,0.76252,0.37418,1.85191,1.13012,0.00658,0.0017624,0.0017624,0.0017624
38,675.92,1.91883,1.26002,0.0068,0.76885,0.69975,0.74349,0.34003,1.95958,1.21869,0.00702,0.0017558,0.0017558,0.0017558
39,690.301,1.8658,1.18589,0.00671,0.78515,0.68227,0.72673,0.35183,1.87177,1.30555,0.00674,0.0017492,0.0017492,0.0017492
40,706.31,1.90994,1.2199,0.00651,0.77506,0.701,0.75326,0.36943,1.8522,1.15416,0.0067,0.0017426,0.0017426,0.0017426
41,721.239,1.93097,1.16895,0.00669,0.7789,0.68227,0.74364,0.35783,1.85604,1.16772,0.00662,0.001736,0.001736,0.001736
42,735.862,1.91004,1.13267,0.0063,0.76612,0.69725,0.72916,0.34058,1.94052,1.17878,0.00705,0.0017294,0.0017294,0.0017294
43,750.568,1.89588,1.17085,0.00619,0.77677,0.69788,0.75181,0.36873,1.87392,1.23004,0.00655,0.0017228,0.0017228,0.0017228
44,764.992,1.84073,1.1963,0.00629,0.74732,0.6779,0.71552,0.34886,1.92356,1.20622,0.00691,0.0017162,0.0017162,0.0017162
45,780.423,1.92798,1.26489,0.00667,0.75767,0.68504,0.71652,0.35135,1.8709,1.23749,0.00665,0.0017096,0.0017096,0.0017096
46,795.746,1.84357,1.1663,0.00627,0.78684,0.69164,0.7584,0.36972,1.86017,1.14267,0.00658,0.001703,0.001703,0.001703
47,811.888,1.93054,1.19439,0.00676,0.7592,0.66916,0.72681,0.33577,1.98283,1.33599,0.00703,0.0016964,0.0016964,0.0016964
48,827.102,1.9126,1.18109,0.00628,0.78511,0.69351,0.7482,0.35913,1.89691,1.17667,0.00675,0.0016898,0.0016898,0.0016898
49,841.52,1.8661,1.14548,0.00664,0.76809,0.70724,0.73376,0.35233,1.92675,1.14737,0.00679,0.0016832,0.0016832,0.0016832
50,857.111,1.91894,1.22284,0.00671,0.76794,0.66307,0.71863,0.34733,1.88146,1.31133,0.00676,0.0016766,0.0016766,0.0016766
51,871.598,1.84545,1.20861,0.00641,0.7717,0.69226,0.73704,0.36041,1.86282,1.16801,0.00654,0.00167,0.00167,0.00167
52,886.218,1.84812,1.14066,0.00604,0.77676,0.69935,0.7382,0.34722,1.91779,1.49085,0.00699,0.0016634,0.0016634,0.0016634
53,900.689,1.81023,1.11116,0.00577,0.80565,0.67353,0.74917,0.37284,1.87347,1.13959,0.00665,0.0016568,0.0016568,0.0016568
54,916.157,1.84283,1.08614,0.00602,0.77463,0.69088,0.7446,0.35621,1.87759,1.15551,0.00669,0.0016502,0.0016502,0.0016502
55,930.865,1.86342,1.13117,0.0058,0.79754,0.68114,0.7474,0.36803,1.83721,1.15446,0.00658,0.0016436,0.0016436,0.0016436
56,945.331,1.89488,1.18245,0.00646,0.7674,0.66725,0.71365,0.34242,1.95593,1.45934,0.00686,0.001637,0.001637,0.001637
57,959.79,1.90763,1.19209,0.00648,0.79238,0.68727,0.7476,0.38061,1.78585,1.14297,0.00632,0.0016304,0.0016304,0.0016304
58,974.434,1.8114,1.11532,0.00637,0.78182,0.70014,0.74345,0.37094,1.84715,1.1019,0.0066,0.0016238,0.0016238,0.0016238
59,988.776,1.84591,1.08743,0.00638,0.80872,0.69538,0.75783,0.37888,1.84014,1.08281,0.00659,0.0016172,0.0016172,0.0016172
60,1003.24,1.8524,1.07714,0.00599,0.78649,0.71286,0.75999,0.39154,1.77845,1.10997,0.00636,0.0016106,0.0016106,0.0016106
61,1017.92,1.82498,1.07703,0.00609,0.80799,0.69413,0.75627,0.37729,1.83471,1.11353,0.00656,0.001604,0.001604,0.001604
62,1032.75,1.85174,1.07407,0.00583,0.79564,0.72971,0.78063,0.38995,1.83777,1.07428,0.00654,0.0015974,0.0015974,0.0015974
63,1048.04,1.80735,1.08087,0.00604,0.78504,0.72038,0.77075,0.38213,1.84138,1.13927,0.00654,0.0015908,0.0015908,0.0015908
64,1062.32,1.79803,1.04095,0.00631,0.77946,0.69913,0.74805,0.3726,1.87822,1.22116,0.00662,0.0015842,0.0015842,0.0015842
65,1077.93,1.83714,1.06308,0.00615,0.81386,0.7166,0.76672,0.37702,1.88135,1.11524,0.00674,0.0015776,0.0015776,0.0015776
66,1092.43,1.84443,1.07198,0.0062,0.80821,0.71099,0.77664,0.39468,1.79717,1.07525,0.00637,0.001571,0.001571,0.001571
67,1107.17,1.7959,1.03061,0.006,0.80426,0.70533,0.75546,0.38187,1.8537,1.13481,0.00663,0.0015644,0.0015644,0.0015644
68,1123.17,1.79331,1.06713,0.00606,0.78852,0.73034,0.76722,0.3983,1.81728,1.05549,0.0066,0.0015578,0.0015578,0.0015578
69,1138.89,1.78644,1.05016,0.00606,0.80695,0.70662,0.78366,0.39455,1.81036,1.0594,0.00647,0.0015512,0.0015512,0.0015512
70,1153.36,1.83986,1.08328,0.00626,0.76756,0.68021,0.73889,0.37017,1.82682,1.16849,0.00641,0.0015446,0.0015446,0.0015446
71,1167.69,1.83542,1.05861,0.00589,0.80109,0.73096,0.77169,0.38945,1.80333,1.07287,0.00644,0.001538,0.001538,0.001538
72,1182.75,1.78465,1.1204,0.0058,0.79474,0.70537,0.76014,0.3686,1.85591,1.17415,0.0064,0.0015314,0.0015314,0.0015314
73,1197.21,1.85016,1.14481,0.0056,0.80951,0.70849,0.75725,0.38381,1.82554,1.12448,0.00642,0.0015248,0.0015248,0.0015248
74,1212.67,1.78559,1.04145,0.00609,0.80992,0.72344,0.77779,0.39059,1.85179,1.04058,0.00641,0.0015182,0.0015182,0.0015182
75,1226.87,1.78982,1.09117,0.00579,0.82254,0.72722,0.79812,0.40281,1.80392,1.06435,0.00639,0.0015116,0.0015116,0.0015116
76,1241.59,1.76822,1.00661,0.00597,0.80809,0.73096,0.78396,0.39951,1.80625,1.1119,0.0063,0.001505,0.001505,0.001505
77,1258.52,1.75862,1.00238,0.00598,0.82176,0.73099,0.78674,0.38628,1.8544,1.08027,0.00657,0.0014984,0.0014984,0.0014984
78,1273.18,1.77617,0.9972,0.00584,0.78802,0.7372,0.77858,0.39359,1.82873,1.11763,0.00641,0.0014918,0.0014918,0.0014918
79,1287.53,1.70609,0.98403,0.00587,0.78319,0.73845,0.78393,0.39702,1.81346,1.06486,0.00634,0.0014852,0.0014852,0.0014852
80,1303.32,1.71658,0.98838,0.00548,0.7835,0.73283,0.77932,0.39886,1.79678,1.15394,0.00633,0.0014786,0.0014786,0.0014786
81,1317.75,1.76199,1.00755,0.00559,0.79389,0.73093,0.7947,0.40912,1.78692,1.03091,0.00626,0.001472,0.001472,0.001472
82,1332.74,1.70983,0.94536,0.00567,0.80498,0.73173,0.78389,0.40221,1.80909,1.05045,0.00631,0.0014654,0.0014654,0.0014654
83,1349.58,1.76101,0.99969,0.00573,0.79769,0.71161,0.77303,0.38366,1.8644,1.10163,0.00659,0.0014588,0.0014588,0.0014588
84,1364.02,1.76569,1.03421,0.00577,0.83254,0.70755,0.76902,0.39135,1.82225,1.09536,0.00636,0.0014522,0.0014522,0.0014522
85,1378.39,1.79469,1.0896,0.00593,0.775,0.72347,0.76273,0.38827,1.81446,1.11326,0.00632,0.0014456,0.0014456,0.0014456
86,1392.8,1.79473,1.03606,0.00596,0.79727,0.71723,0.76617,0.40621,1.79547,1.15156,0.00621,0.001439,0.001439,0.001439
87,1407.15,1.74213,0.959,0.00574,0.81684,0.73283,0.7951,0.40666,1.83128,1.00737,0.0064,0.0014324,0.0014324,0.0014324
88,1421.58,1.78333,1.00696,0.00591,0.83168,0.73407,0.8055,0.41075,1.76547,1.01396,0.00617,0.0014258,0.0014258,0.0014258
89,1436.25,1.72395,0.9797,0.00576,0.81307,0.72659,0.78238,0.41183,1.73899,1.07427,0.00594,0.0014192,0.0014192,0.0014192
90,1451.05,1.73098,0.93404,0.00521,0.81051,0.72891,0.78853,0.40352,1.79789,1.01098,0.00618,0.0014126,0.0014126,0.0014126
91,1465.58,1.74328,0.94308,0.00534,0.82866,0.7185,0.7929,0.40875,1.78442,1.06331,0.00619,0.001406,0.001406,0.001406
92,1479.91,1.71091,1.00184,0.00568,0.80095,0.72784,0.78076,0.41,1.77171,1.08672,0.00619,0.0013994,0.0013994,0.0013994
93,1494.32,1.76046,0.99145,0.00565,0.8135,0.70794,0.77377,0.39352,1.84506,1.09026,0.0063,0.0013928,0.0013928,0.0013928
94,1508.99,1.72496,0.98193,0.00544,0.82617,0.72285,0.79415,0.41266,1.79467,1.03275,0.00634,0.0013862,0.0013862,0.0013862
95,1523.82,1.69694,0.96473,0.00567,0.80787,0.71654,0.77315,0.41026,1.74365,1.13496,0.00609,0.0013796,0.0013796,0.0013796
96,1538.31,1.72116,0.96094,0.00555,0.80438,0.73159,0.78659,0.40408,1.81442,1.08459,0.00635,0.001373,0.001373,0.001373
97,1552.72,1.7193,0.95968,0.00533,0.82383,0.72222,0.78855,0.40589,1.81927,1.07719,0.00644,0.0013664,0.0013664,0.0013664
98,1567.21,1.70695,0.93438,0.00554,0.83386,0.72909,0.79539,0.41085,1.79903,1.05423,0.00627,0.0013598,0.0013598,0.0013598
99,1581.62,1.72167,0.93985,0.00548,0.81216,0.72329,0.78067,0.39853,1.82907,1.1011,0.00643,0.0013532,0.0013532,0.0013532
100,1596.01,1.7077,0.97091,0.00548,0.81486,0.69039,0.77085,0.38724,1.80055,1.17102,0.00629,0.0013466,0.0013466,0.0013466
101,1610.56,1.70046,0.94896,0.00533,0.8097,0.74103,0.78979,0.40801,1.78851,1.05336,0.00621,0.00134,0.00134,0.00134
102,1625.02,1.68322,0.92869,0.00571,0.82238,0.74157,0.79045,0.40855,1.80473,1.01355,0.00614,0.0013334,0.0013334,0.0013334
103,1640.71,1.71023,0.93568,0.00559,0.82192,0.73783,0.8019,0.41959,1.7803,0.98666,0.00628,0.0013268,0.0013268,0.0013268
104,1655.38,1.75296,0.94414,0.00582,0.82609,0.71536,0.79013,0.4108,1.79726,1.09798,0.00629,0.0013202,0.0013202,0.0013202
105,1670.09,1.71429,0.97954,0.00575,0.81148,0.73083,0.78207,0.40722,1.7732,1.07724,0.00614,0.0013136,0.0013136,0.0013136
106,1685.62,1.73634,0.95023,0.00578,0.82691,0.71036,0.79041,0.40384,1.79975,nan,0.00622,0.001307,0.001307,0.001307
107,1700.18,1.69658,0.91797,0.00552,0.8228,0.71014,0.78097,0.40692,1.8006,1.05362,0.00614,0.0013004,0.0013004,0.0013004
108,1714.58,1.76982,0.94882,0.00532,0.80828,0.7316,0.78566,0.41102,1.78555,1.04449,0.00625,0.0012938,0.0012938,0.0012938
109,1728.97,1.67736,0.90879,0.00553,0.81777,0.71989,0.77159,0.39412,1.82445,nan,0.00629,0.0012872,0.0012872,0.0012872
110,1743.37,1.69259,0.93044,0.00564,0.82945,0.74074,0.79585,0.41093,1.77274,1.05356,0.00614,0.0012806,0.0012806,0.0012806
111,1757.9,1.65849,0.9316,0.00546,0.8098,0.72846,0.78308,0.40843,1.78042,1.04108,0.00628,0.001274,0.001274,0.001274
112,1772.41,1.72801,1.00192,0.00557,0.80397,0.73476,0.7853,0.40199,1.8238,1.05127,0.00633,0.0012674,0.0012674,0.0012674
113,1786.97,1.70238,0.9182,0.00568,0.83645,0.71411,0.79287,0.40976,1.77988,1.02979,0.00616,0.0012608,0.0012608,0.0012608
114,1801.53,1.68098,0.96367,0.00546,0.82883,0.73221,0.7862,0.40729,1.77039,1.10914,0.00614,0.0012542,0.0012542,0.0012542
115,1815.95,1.69852,0.91675,0.00526,0.84139,0.7216,0.79107,0.41104,1.79235,1.04141,0.00627,0.0012476,0.0012476,0.0012476
116,1830.44,1.65997,0.9009,0.00556,0.82943,0.72243,0.78227,0.40317,1.78584,1.0568,0.00623,0.001241,0.001241,0.001241
117,1844.87,1.70519,0.94239,0.00537,0.83805,0.72355,0.79022,0.40747,1.7927,1.02586,0.00626,0.0012344,0.0012344,0.0012344
118,1859.41,1.68769,0.89746,0.0054,0.82322,0.72597,0.80125,0.40776,1.78907,1.03795,0.00618,0.0012278,0.0012278,0.0012278
119,1873.84,1.68698,0.90425,0.00561,0.8576,0.70675,0.7885,0.40971,1.78167,1.06659,0.00624,0.0012212,0.0012212,0.0012212
120,1888.46,1.72622,0.96802,0.00567,0.83026,0.72534,0.78446,0.40238,1.80971,1.05469,0.00635,0.0012146,0.0012146,0.0012146
121,1902.95,1.67473,0.90701,0.00547,0.83185,0.74657,0.8055,0.41575,1.79626,1.023,0.0063,0.001208,0.001208,0.001208
122,1917.32,1.63981,0.91464,0.00537,0.85332,0.73533,0.80432,0.42343,1.74799,1.0511,0.00611,0.0012014,0.0012014,0.0012014
123,1931.92,1.62368,0.87944,0.0055,0.81186,0.73159,0.79796,0.41156,1.79722,1.05696,0.00628,0.0011948,0.0011948,0.0011948
124,1946.3,1.66605,0.90327,0.00527,0.82291,0.72517,0.79547,0.41397,1.76229,1.05761,0.00609,0.0011882,0.0011882,0.0011882
125,1960.79,1.64739,0.86896,0.00532,0.82607,0.74345,0.7935,0.41957,1.75452,1.06787,0.00612,0.0011816,0.0011816,0.0011816
126,1975.18,1.60739,0.89704,0.00537,0.82143,0.73507,0.79074,0.40877,1.79135,nan,0.00616,0.001175,0.001175,0.001175
127,1989.55,1.67049,0.92174,0.00514,0.80718,0.70815,0.78635,0.40566,1.79274,1.06427,0.00622,0.0011684,0.0011684,0.0011684
128,2004.09,1.59633,0.91519,0.00549,0.84964,0.71723,0.78653,0.4161,1.77209,1.08128,0.00611,0.0011618,0.0011618,0.0011618
129,2018.53,1.6161,0.85357,0.00518,0.81473,0.7384,0.79545,0.4201,1.78471,1.02489,0.00619,0.0011552,0.0011552,0.0011552
130,2032.9,1.66926,0.87292,0.00533,0.81976,0.73159,0.79929,0.42012,1.78642,0.99657,0.00621,0.0011486,0.0011486,0.0011486
131,2047.1,1.61777,0.85456,0.00533,0.84149,0.71249,0.78924,0.41926,1.77388,1.07602,0.00613,0.001142,0.001142,0.001142
132,2061.6,1.6537,0.87864,0.00539,0.81926,0.74095,0.7902,0.41514,1.76664,1.02213,0.00604,0.0011354,0.0011354,0.0011354
133,2075.93,1.59425,0.83198,0.00496,0.82595,0.7376,0.78903,0.41302,1.79599,1.05618,0.00613,0.0011288,0.0011288,0.0011288
134,2090.45,1.61467,0.86138,0.00518,0.80697,0.74469,0.79508,0.41402,1.80498,1.02787,0.00623,0.0011222,0.0011222,0.0011222
135,2105.24,1.68997,0.88972,0.00524,0.83575,0.73159,0.7895,0.40026,1.81275,1.03547,0.0063,0.0011156,0.0011156,0.0011156
136,2119.75,1.62636,0.84985,0.00534,0.83817,0.73714,0.80308,0.40956,1.80684,1.03149,0.00629,0.001109,0.001109,0.001109
137,2135.73,1.57427,0.82679,0.00513,0.83733,0.73471,0.80599,0.42078,1.77509,1.00536,0.00618,0.0011024,0.0011024,0.0011024
138,2151.01,1.66408,0.85339,0.00532,0.83297,0.73159,0.79357,0.41342,1.78493,1.04704,0.00622,0.0010958,0.0010958,0.0010958
139,2165.31,1.65048,0.84519,0.00518,0.84966,0.71348,0.80243,0.41327,1.76912,1.02725,0.00616,0.0010892,0.0010892,0.0010892
140,2181.04,1.57279,0.82016,0.00537,0.83997,0.72407,0.78922,0.40759,1.80338,1.08095,0.00619,0.0010826,0.0010826,0.0010826
141,2195.33,1.6829,0.90659,0.00537,0.82222,0.73533,0.79538,0.41163,1.81932,nan,0.00632,0.001076,0.001076,0.001076
142,2209.83,1.60305,0.82666,0.00535,0.82903,0.72722,0.79964,0.41379,1.77582,nan,0.00613,0.0010694,0.0010694,0.0010694
143,2225.63,1.618,0.85969,0.00527,0.81546,0.75026,0.79632,0.41967,1.75277,1.04608,0.00604,0.0010628,0.0010628,0.0010628
144,2240.06,1.61979,0.85801,0.00526,0.81969,0.73471,0.79559,0.4199,1.7561,nan,0.00605,0.0010562,0.0010562,0.0010562
145,2255.1,1.58874,0.80675,0.00494,0.84161,0.71973,0.79161,0.41619,1.75689,1.05471,0.0061,0.0010496,0.0010496,0.0010496
146,2272.07,1.64471,0.89779,0.00532,0.83763,0.73096,0.78695,0.41986,1.7574,1.06948,0.0061,0.001043,0.001043,0.001043
147,2288.83,1.5959,0.84151,0.00514,0.85197,0.72347,0.79728,0.41884,1.76596,1.00258,0.0061,0.0010364,0.0010364,0.0010364
148,2303.94,1.61412,0.8269,0.00518,0.84999,0.73214,0.80484,0.41577,1.78892,1.0037,0.0062,0.0010298,0.0010298,0.0010298
149,2318.44,1.57866,0.84387,0.00525,0.86617,0.73526,0.80134,0.419,1.78646,1.04505,0.0062,0.0010232,0.0010232,0.0010232
150,2334.38,1.59354,0.83284,0.00509,0.85184,0.72493,0.80043,0.41775,1.76132,nan,0.00612,0.0010166,0.0010166,0.0010166
151,2349.37,1.60021,0.84133,0.00513,0.84806,0.7372,0.80541,0.41575,1.7819,1.01167,0.00618,0.00101,0.00101,0.00101
152,2363.6,1.58662,0.85307,0.00513,0.83755,0.74532,0.80312,0.41863,1.75742,1.05474,0.00608,0.0010034,0.0010034,0.0010034
153,2379.33,1.59806,0.83837,0.00539,0.81761,0.74714,0.78819,0.40103,1.81683,1.07399,0.00628,0.0009968,0.0009968,0.0009968
154,2394.89,1.57164,0.83192,0.00498,0.85681,0.73211,0.79453,0.41377,1.7731,0.9892,0.00615,0.0009902,0.0009902,0.0009902
155,2409.28,1.59488,0.81604,0.00504,0.83684,0.74282,0.7893,0.4126,1.79578,1.06065,0.00622,0.0009836,0.0009836,0.0009836
156,2423.76,1.54965,0.84259,0.0051,0.83579,0.72909,0.794,0.40942,1.80841,1.04842,0.00632,0.000977,0.000977,0.000977
157,2438.23,1.57078,0.80974,0.00487,0.83996,0.72472,0.79795,0.42224,1.78549,1.03681,0.00615,0.0009704,0.0009704,0.0009704
158,2453.15,1.51412,0.81213,0.00486,0.84592,0.72309,0.80428,0.42243,1.79151,1.03281,0.00617,0.0009638,0.0009638,0.0009638
159,2469.51,1.59101,0.80141,0.00511,0.84259,0.74032,0.80769,0.42191,1.77975,0.99135,0.00611,0.0009572,0.0009572,0.0009572
160,2484.07,1.5346,0.79593,0.0052,0.82951,0.73096,0.80457,0.41223,1.82456,1.0449,0.00629,0.0009506,0.0009506,0.0009506
161,2498.48,1.61426,0.82667,0.0052,0.84181,0.73742,0.79705,0.42073,1.80635,1.08666,0.00623,0.000944,0.000944,0.000944
162,2515.52,1.5557,0.7875,0.00513,0.83263,0.7422,0.79955,0.41717,1.80365,nan,0.00621,0.0009374,0.0009374,0.0009374
163,2529.88,1.55393,0.81056,0.00497,0.81377,0.731,0.79336,0.40894,1.79273,1.0247,0.00613,0.0009308,0.0009308,0.0009308
164,2544.32,1.60125,0.82408,0.00517,0.81312,0.7469,0.80131,0.42114,1.77298,1.02063,0.00615,0.0009242,0.0009242,0.0009242
165,2561.17,1.59844,0.83366,0.00506,0.82342,0.75099,0.80255,0.41953,1.78727,1.01136,0.00609,0.0009176,0.0009176,0.0009176
166,2576.03,1.55049,0.80792,0.00485,0.82919,0.74157,0.80336,0.42509,1.7694,1.00835,0.00615,0.000911,0.000911,0.000911
167,2590.57,1.5351,0.77482,0.0048,0.84988,0.72597,0.79598,0.41711,1.78774,1.01529,0.00618,0.0009044,0.0009044,0.0009044
168,2605.09,1.54481,0.77562,0.00475,0.84553,0.72097,0.79953,0.42223,1.77251,1.01104,0.00617,0.0008978,0.0008978,0.0008978
169,2619.77,1.57236,0.83074,0.00496,0.82633,0.7216,0.79057,0.4006,1.85255,1.09369,0.00642,0.0008912,0.0008912,0.0008912
170,2634.35,1.59626,0.82386,0.0052,0.85157,0.72784,0.79437,0.41662,1.8192,nan,0.00632,0.0008846,0.0008846,0.0008846
171,2648.79,1.58056,0.82773,0.00479,0.84604,0.74782,0.80787,0.42811,1.75476,1.02061,0.00608,0.000878,0.000878,0.000878
172,2665.68,1.53515,0.75821,0.00478,0.85681,0.72784,0.79821,0.41339,1.79792,1.00047,0.00629,0.0008714,0.0008714,0.0008714
173,2679.94,1.59589,0.81334,0.00491,0.81955,0.7397,0.78553,0.41686,1.77189,nan,0.00613,0.0008648,0.0008648,0.0008648
174,2694.46,1.53189,0.79919,0.00478,0.83779,0.73096,0.79585,0.4171,1.80044,nan,0.00625,0.0008582,0.0008582,0.0008582
175,2710,1.51727,0.77706,0.00486,0.83269,0.75094,0.80905,0.41839,1.78921,nan,0.00619,0.0008516,0.0008516,0.0008516
176,2724.39,1.50427,0.81973,0.00496,0.82292,0.74845,0.79503,0.41672,1.81245,nan,0.00628,0.000845,0.000845,0.000845
177,2739.26,1.56414,0.79055,0.00479,0.82256,0.74949,0.79063,0.41118,1.81617,0.98672,0.00626,0.0008384,0.0008384,0.0008384
178,2754.45,1.54681,0.8448,0.00482,0.83133,0.72607,0.79914,0.41813,1.80304,nan,0.0062,0.0008318,0.0008318,0.0008318
179,2768.81,1.5518,0.80348,0.00462,0.84374,0.72469,0.80286,0.42808,1.77492,1.00126,0.00614,0.0008252,0.0008252,0.0008252
180,2784.9,1.54846,0.78659,0.00497,0.82549,0.74469,0.80201,0.42877,1.76465,0.98639,0.00612,0.0008186,0.0008186,0.0008186
181,2800.56,1.49379,0.74405,0.00456,0.82763,0.74906,0.80973,0.42553,1.79336,0.98755,0.00618,0.000812,0.000812,0.000812
182,2814.85,1.49072,0.76625,0.0048,0.82602,0.73596,0.80265,0.42633,1.77251,nan,0.00616,0.0008054,0.0008054,0.0008054
183,2829.43,1.51928,0.75652,0.00485,0.82443,0.73283,0.79923,0.42052,1.82492,nan,0.00624,0.0007988,0.0007988,0.0007988
184,2843.89,1.49855,0.77028,0.00468,0.84703,0.72583,0.80039,0.41705,1.80982,1.04119,0.00619,0.0007922,0.0007922,0.0007922
185,2858.27,1.48255,0.73185,0.00447,0.83854,0.74719,0.81185,0.42501,1.80678,nan,0.00627,0.0007856,0.0007856,0.0007856
186,2872.54,1.49571,0.74486,0.00457,0.84641,0.74594,0.80804,0.42149,1.80061,1.04564,0.00618,0.000779,0.000779,0.000779
