epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,1436.15,1.74202,0.97403,0.00544,0.73992,0.68868,0.74919,0.36989,1.83606,1.2863,0.00722,0.0014654,0.0014654,0.0014654
83,1452.88,1.77188,0.98915,0.00568,0.79942,0.75202,0.79704,0.40063,1.81344,1.13301,0.00703,0.0014588,0.0014588,0.0014588
84,1471.21,1.80151,1.05588,0.00566,0.7601,0.71312,0.76414,0.38384,1.81407,1.22779,0.00712,0.0014522,0.0014522,0.0014522
85,1487.87,1.73636,0.95565,0.00569,0.80678,0.7259,0.78945,0.40376,1.80758,1.17273,0.00709,0.0014456,0.0014456,0.0014456
86,1505.28,1.73721,0.96623,0.0055,0.78801,0.73641,0.79039,0.40415,1.81707,1.19064,0.00699,0.001439,0.001439,0.001439
87,1522.03,1.75296,0.95691,0.00541,0.81473,0.75565,0.80795,0.41864,1.80777,1.04801,0.00709,0.0014324,0.0014324,0.0014324
88,1539.2,1.79153,1.02906,0.00549,0.82412,0.73887,0.81138,0.41782,1.79011,1.10482,0.00702,0.0014258,0.0014258,0.0014258
89,1556.32,1.78422,1.02997,0.00548,0.81712,0.76213,0.80509,0.40046,1.83085,1.1272,0.00706,0.0014192,0.0014192,0.0014192
90,1573.06,1.68477,0.96288,0.00533,0.80629,0.75337,0.79458,0.41034,1.78646,1.11481,0.00693,0.0014126,0.0014126,0.0014126
91,1591.85,1.77665,0.96157,0.00535,0.81042,0.73745,0.78948,0.40367,1.82426,1.12011,0.00721,0.001406,0.001406,0.001406
92,1609.19,1.78694,0.9449,0.00569,0.77235,0.71429,0.76418,0.38295,1.85432,1.26203,0.00717,0.0013994,0.0013994,0.0013994
93,1626.76,1.73942,0.9453,0.00544,0.79766,0.78504,0.81284,0.41337,1.80662,1.07004,0.00709,0.0013928,0.0013928,0.0013928
94,1643.52,1.73239,0.95876,0.00543,0.79522,0.7345,0.7856,0.39735,1.83882,1.22672,0.00727,0.0013862,0.0013862,0.0013862
95,1660.19,1.72501,0.9467,0.00532,0.784,0.77358,0.80618,0.41785,1.79549,1.12862,0.0071,0.0013796,0.0013796,0.0013796
96,1676.99,1.7426,0.95951,0.00557,0.78275,0.76234,0.80422,0.41686,1.8009,1.17265,0.00718,0.001373,0.001373,0.001373
97,1693.69,1.7391,0.94957,0.00551,0.81102,0.73989,0.78885,0.40219,1.82604,1.16096,0.00706,0.0013664,0.0013664,0.0013664
98,1710.45,1.72605,0.93225,0.00558,0.79483,0.75337,0.79568,0.39944,1.84682,1.13105,0.00724,0.0013598,0.0013598,0.0013598
99,1727.29,1.76914,0.95571,0.00545,0.7774,0.72372,0.77097,0.38241,1.8602,1.16735,0.00719,0.0013532,0.0013532,0.0013532
100,1744.34,1.76881,0.95749,0.00523,0.78824,0.76685,0.80982,0.40297,1.85444,1.08257,0.00715,0.0013466,0.0013466,0.0013466
101,1761.1,1.77721,1.00739,0.00571,0.80449,0.75606,0.80076,0.41479,1.83378,1.09816,0.00716,0.00134,0.00134,0.00134
102,1777.93,1.76455,0.97836,0.00552,0.7782,0.76752,0.79603,0.39685,1.88819,nan,0.00728,0.0013334,0.0013334,0.0013334
103,1794.37,1.75965,0.94489,0.00533,0.78007,0.74259,0.78525,0.39599,1.82604,1.16296,0.00713,0.0013268,0.0013268,0.0013268
104,1811.22,1.72242,0.9915,0.00522,0.74937,0.74528,0.76772,0.39347,1.81474,nan,0.00712,0.0013202,0.0013202,0.0013202
105,1828,1.69988,0.89414,0.00511,0.78829,0.77022,0.80573,0.41569,1.79971,1.06846,0.00703,0.0013136,0.0013136,0.0013136
106,1845.4,1.67442,0.90669,0.00523,0.77384,0.74704,0.78885,0.39996,1.8212,1.14774,0.00698,0.001307,0.001307,0.001307
107,1862.35,1.70317,0.97146,0.00511,0.79227,0.76846,0.80664,0.42837,1.74321,1.07701,0.00658,0.0013004,0.0013004,0.0013004
108,1879.9,1.71483,0.93112,0.00548,0.80085,0.77358,0.80665,0.41073,1.81279,1.06975,0.00691,0.0012938,0.0012938,0.0012938
109,1896.94,1.6676,0.8943,0.00522,0.77506,0.74798,0.79755,0.41265,1.80928,1.11551,0.00699,0.0012872,0.0012872,0.0012872
110,1914.73,1.69189,0.91038,0.00497,0.76409,0.75516,0.78632,0.38948,1.85147,1.19748,0.00707,0.0012806,0.0012806,0.0012806
111,1931.58,1.73224,0.98733,0.00558,0.80425,0.78235,0.82574,0.42246,1.8093,1.00143,0.007,0.001274,0.001274,0.001274
112,1948.53,1.68696,0.89174,0.00526,0.8102,0.75472,0.80899,0.40995,1.8029,1.12437,0.00698,0.0012674,0.0012674,0.0012674
113,1964.87,1.62327,0.84916,0.0052,0.82797,0.76866,0.8219,0.43217,1.78968,1.06269,0.00684,0.0012608,0.0012608,0.0012608
114,1981.66,1.70957,0.94509,0.00545,0.81595,0.76482,0.81992,0.42748,1.78028,1.0838,0.00682,0.0012542,0.0012542,0.0012542
115,1999.04,1.72073,0.92709,0.0053,0.80259,0.78351,0.81653,0.42876,1.81311,1.08988,0.00712,0.0012476,0.0012476,0.0012476
116,2015.5,1.67004,0.90305,0.00529,0.80243,0.77089,0.81743,0.4115,1.83622,1.04694,0.00705,0.001241,0.001241,0.001241
117,2033.91,1.65003,0.88639,0.00522,0.80316,0.76213,0.81663,0.41406,1.83627,1.04262,0.00709,0.0012344,0.0012344,0.0012344
118,2050.3,1.64449,0.898,0.00543,0.83131,0.74798,0.81509,0.41259,1.82825,1.07466,0.00703,0.0012278,0.0012278,0.0012278
119,2066.58,1.6301,0.89,0.00505,0.82523,0.77695,0.83083,0.423,1.81825,1.03917,0.00708,0.0012212,0.0012212,0.0012212
120,2083.33,1.68927,0.91159,0.00505,0.81683,0.76327,0.82005,0.42455,1.83153,1.02902,0.00708,0.0012146,0.0012146,0.0012146
121,2100.01,1.68408,0.91081,0.00517,0.79954,0.78212,0.82465,0.42337,1.82006,1.01812,0.00703,0.001208,0.001208,0.001208
122,2117.11,1.63671,0.8916,0.00528,0.82007,0.7709,0.82244,0.41749,1.83006,1.06646,0.00702,0.0012014,0.0012014,0.0012014
123,2133.7,1.68074,0.93634,0.00517,0.82514,0.77903,0.82661,0.43124,1.80722,0.98843,0.00709,0.0011948,0.0011948,0.0011948
124,2151.04,1.66673,0.84877,0.00526,0.82463,0.75,0.81441,0.41259,1.85067,1.03713,0.00712,0.0011882,0.0011882,0.0011882
125,2167.6,1.62602,0.82647,0.005,0.80691,0.76877,0.80791,0.40601,1.83206,1.0785,0.00704,0.0011816,0.0011816,0.0011816
126,2184.26,1.67723,0.86956,0.00492,0.80528,0.781,0.82619,0.42425,1.82566,1.07096,0.00711,0.001175,0.001175,0.001175
127,2200.76,1.65755,0.90009,0.00512,0.82782,0.77695,0.82608,0.43284,1.78448,1.00933,0.0069,0.0011684,0.0011684,0.0011684
128,2218.4,1.62254,0.82472,0.00502,0.80894,0.73037,0.79689,0.41555,1.82936,1.08529,0.00713,0.0011618,0.0011618,0.0011618
129,2234.89,1.68154,0.85569,0.00504,0.8017,0.74101,0.79494,0.3992,1.86571,1.05837,0.00723,0.0011552,0.0011552,0.0011552
130,2252.38,1.65417,0.85105,0.00524,0.83463,0.78167,0.82979,0.43022,1.83631,1.01662,0.00712,0.0011486,0.0011486,0.0011486
131,2268.84,1.63154,0.86357,0.00522,0.82621,0.79919,0.8227,0.42068,1.82417,1.02116,0.00709,0.001142,0.001142,0.001142
132,2286.66,1.69678,0.90741,0.00503,0.76747,0.73315,0.76953,0.38643,1.86578,1.20401,0.00731,0.0011354,0.0011354,0.0011354
133,2303.9,1.67658,0.90007,0.00503,0.81585,0.77426,0.81185,0.41246,1.81226,1.00382,0.00696,0.0011288,0.0011288,0.0011288
134,2320.23,1.65984,0.8822,0.00506,0.80127,0.77022,0.81847,0.4296,1.81189,1.00173,0.00701,0.0011222,0.0011222,0.0011222
135,2339.27,1.62123,0.81172,0.00488,0.77436,0.78858,0.80661,0.41076,1.83565,1.08133,0.00722,0.0011156,0.0011156,0.0011156
136,2356.03,1.62308,0.82065,0.005,0.80312,0.77493,0.81398,0.42485,1.81737,1.02939,0.00704,0.001109,0.001109,0.001109
137,2372.57,1.6235,0.81465,0.00478,0.81856,0.75876,0.81942,0.41985,1.81141,1.07172,0.00699,0.0011024,0.0011024,0.0011024
138,2389.43,1.65549,0.85936,0.00501,0.81752,0.78188,0.82202,0.43202,1.8015,1.04859,0.00707,0.0010958,0.0010958,0.0010958
139,2405.84,1.66303,0.83284,0.00543,0.83612,0.76669,0.83214,0.43847,1.80116,0.99007,0.00693,0.0010892,0.0010892,0.0010892
140,2424.67,1.66062,0.8847,0.0052,0.79552,0.77602,0.81112,0.41656,1.8541,1.08215,0.00709,0.0010826,0.0010826,0.0010826
141,2440.88,1.67798,0.89982,0.00528,0.81247,0.76011,0.81386,0.41917,1.83286,1.06587,0.00706,0.001076,0.001076,0.001076
142,2457.4,1.62616,0.85464,0.00509,0.81123,0.75294,0.80831,0.42295,1.8071,1.08892,0.00703,0.0010694,0.0010694,0.0010694
143,2474.8,1.65068,0.82107,0.00492,0.77947,0.7455,0.79114,0.41357,1.84822,1.09534,0.00715,0.0010628,0.0010628,0.0010628
144,2491.69,1.65181,0.85222,0.00508,0.80281,0.76078,0.80479,0.41593,1.82458,1.10094,0.00694,0.0010562,0.0010562,0.0010562
145,2508.63,1.60237,0.81303,0.00514,0.83334,0.76213,0.82407,0.42585,1.82196,1.05336,0.00698,0.0010496,0.0010496,0.0010496
146,2525.09,1.67024,0.892,0.00535,0.81853,0.77493,0.81916,0.42604,1.79576,1.03145,0.00692,0.001043,0.001043,0.001043
147,2542.2,1.57716,0.82134,0.00491,0.79993,0.784,0.81782,0.4262,1.79329,1.06316,0.00692,0.0010364,0.0010364,0.0010364
148,2558.72,1.55186,0.81907,0.00469,0.81671,0.77763,0.81891,0.42041,1.80875,1.08402,0.00701,0.0010298,0.0010298,0.0010298
149,2577.31,1.62917,0.88599,0.00477,0.82332,0.77247,0.82275,0.42671,1.79341,1.05763,0.00681,0.0010232,0.0010232,0.0010232
150,2593.62,1.61554,0.82518,0.00487,0.80953,0.7733,0.82584,0.4302,1.79209,1.05832,0.00688,0.0010166,0.0010166,0.0010166
151,2610.38,1.63059,0.87394,0.00512,0.81264,0.78038,0.82597,0.42644,1.79996,1.04865,0.00695,0.00101,0.00101,0.00101
152,2627.01,1.65328,0.9091,0.00548,0.82525,0.78286,0.82085,0.41129,1.8239,1.05043,0.00704,0.0010034,0.0010034,0.0010034
153,2643.27,1.56703,0.79922,0.00477,0.83177,0.75965,0.81385,0.41402,1.80356,1.01629,0.00694,0.0009968,0.0009968,0.0009968
154,2659.62,1.58976,0.78215,0.00477,0.81115,0.7628,0.80436,0.41613,1.85089,1.06602,0.0071,0.0009902,0.0009902,0.0009902
155,2676.59,1.6194,0.86778,0.00493,0.79654,0.77291,0.81334,0.41962,1.82389,1.07014,0.00701,0.0009836,0.0009836,0.0009836
156,2693.24,1.5645,0.81672,0.00507,0.80738,0.77426,0.81549,0.41144,1.81062,1.04179,0.00685,0.000977,0.000977,0.000977
157,2710.43,1.61416,0.86464,0.00484,0.83017,0.78032,0.81913,0.41991,1.85022,1.04543,0.00708,0.0009704,0.0009704,0.0009704
158,2726.9,1.60786,0.8579,0.0046,0.80587,0.78504,0.81514,0.41049,1.83807,1.02392,0.00713,0.0009638,0.0009638,0.0009638
159,2744.11,1.5962,0.79423,0.00471,0.82583,0.77643,0.82109,0.42717,1.78883,1.066,0.00683,0.0009572,0.0009572,0.0009572
160,2760.72,1.573,0.84449,0.00482,0.82648,0.77029,0.82661,0.42585,1.83179,1.01886,0.00697,0.0009506,0.0009506,0.0009506
161,2777.46,1.54818,0.7807,0.00454,0.81967,0.7628,0.81754,0.4241,1.82993,1.09251,0.00712,0.000944,0.000944,0.000944
162,2794.68,1.56863,0.81501,0.00467,0.83881,0.76685,0.82624,0.42641,1.84045,1.05615,0.00706,0.0009374,0.0009374,0.0009374
163,2811.17,1.55197,0.78229,0.00467,0.84278,0.77304,0.83339,0.43122,1.81447,1.04419,0.00701,0.0009308,0.0009308,0.0009308
164,2828.36,1.56027,0.80513,0.00483,0.82655,0.77426,0.82437,0.4271,1.84442,1.0637,0.00712,0.0009242,0.0009242,0.0009242
165,2844.9,1.56357,0.80773,0.00503,0.82114,0.76617,0.82122,0.42263,1.83563,1.09108,0.00712,0.0009176,0.0009176,0.0009176
166,2862.44,1.54094,0.78115,0.00472,0.81427,0.78235,0.8268,0.43103,1.83645,1.02807,0.00716,0.000911,0.000911,0.000911
167,2879.38,1.63643,0.83036,0.00479,0.81896,0.77224,0.82034,0.41748,1.85476,1.03298,0.00717,0.0009044,0.0009044,0.0009044
168,2895.9,1.55519,0.79046,0.00475,0.84432,0.75472,0.81564,0.41858,1.82904,1.04853,0.00704,0.0008978,0.0008978,0.0008978
169,2913.72,1.55424,0.82003,0.00465,0.79805,0.78437,0.82097,0.42266,1.85504,1.02911,0.00717,0.0008912,0.0008912,0.0008912
170,2930.68,1.56209,0.81117,0.00474,0.83084,0.77358,0.82604,0.42669,1.83566,1.01632,0.00696,0.0008846,0.0008846,0.0008846
171,2947.45,1.50201,0.83005,0.00471,0.83591,0.75523,0.81742,0.42537,1.82593,1.05408,0.00701,0.000878,0.000878,0.000878
172,2963.95,1.56565,0.80226,0.0047,0.82889,0.77038,0.81606,0.4325,1.80938,1.04008,0.00692,0.0008714,0.0008714,0.0008714
173,2980.51,1.50148,0.77944,0.00457,0.82554,0.78302,0.82277,0.43055,1.80858,0.99305,0.00687,0.0008648,0.0008648,0.0008648
174,2999.55,1.50674,0.77054,0.00482,0.82007,0.79043,0.81898,0.42322,1.83259,1.02951,0.00698,0.0008582,0.0008582,0.0008582
175,3016.24,1.51706,0.76338,0.00463,0.84731,0.76887,0.81988,0.41478,1.85079,1.04859,0.00708,0.0008516,0.0008516,0.0008516
176,3032.97,1.54108,0.74032,0.00453,0.83208,0.78805,0.83308,0.43563,1.84111,1.01444,0.00707,0.000845,0.000845,0.000845
177,3051.39,1.5424,0.79122,0.00471,0.84291,0.77224,0.82268,0.42612,1.85493,1.03565,0.00712,0.0008384,0.0008384,0.0008384
178,3069.14,1.57571,0.79626,0.00458,0.82151,0.77291,0.82287,0.42594,1.86151,1.03304,0.0071,0.0008318,0.0008318,0.0008318
179,3085.99,1.55017,0.77675,0.00465,0.82742,0.79797,0.83335,0.43394,1.81858,1.04044,0.00691,0.0008252,0.0008252,0.0008252
180,3103.95,1.54092,0.79351,0.00439,0.81223,0.78841,0.82289,0.42196,1.8333,1.04614,0.00694,0.0008186,0.0008186,0.0008186
181,3122.11,1.50064,0.76082,0.00433,0.82658,0.77358,0.8209,0.42441,1.84552,1.05579,0.00703,0.000812,0.000812,0.000812
182,3138.78,1.45537,0.73782,0.0045,0.80763,0.79043,0.82409,0.42078,1.85087,1.07404,0.00715,0.0008054,0.0008054,0.0008054
183,3157.07,1.50755,0.76413,0.00465,0.82384,0.7473,0.81054,0.41042,1.83943,1.07311,0.00701,0.0007988,0.0007988,0.0007988
184,3173.41,1.53016,0.75469,0.00439,0.81766,0.78841,0.8254,0.42793,1.83116,1.04341,0.00698,0.0007922,0.0007922,0.0007922
185,3189.82,1.51432,0.744,0.0047,0.82104,0.79919,0.82273,0.42413,1.84357,0.99252,0.00701,0.0007856,0.0007856,0.0007856
186,3208.07,1.50167,0.76828,0.00442,0.79176,0.80196,0.81123,0.41806,1.85161,1.04806,0.00719,0.000779,0.000779,0.000779
