epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,3224.76,1.50275,0.75112,0.00448,0.82922,0.78841,0.82646,0.42618,1.84444,1.04904,0.00713,0.0007724,0.0007724,0.0007724
188,3241.28,1.54807,0.76687,0.0045,0.81227,0.78138,0.81926,0.41618,1.86094,1.06565,0.00712,0.0007658,0.0007658,0.0007658
189,3258.69,1.52216,0.75873,0.00458,0.84745,0.7674,0.8257,0.429,1.8537,0.98524,0.00712,0.0007592,0.0007592,0.0007592
190,3275.05,1.48529,0.74874,0.00439,0.82736,0.7473,0.80089,0.40348,1.88777,1.11987,0.0072,0.0007526,0.0007526,0.0007526
191,3292.54,1.5025,0.77788,0.00452,0.83579,0.78976,0.83706,0.43702,1.8188,1.02786,0.00696,0.000746,0.000746,0.000746
192,3311.48,1.52232,0.76023,0.0043,0.82315,0.79666,0.83288,0.42899,1.82662,1.00143,0.00696,0.0007394,0.0007394,0.0007394
193,3328.1,1.5066,0.76601,0.00439,0.85771,0.77628,0.83097,0.42984,1.8459,1.00535,0.00708,0.0007328,0.0007328,0.0007328
194,3344.82,1.44642,0.71086,0.00429,0.83485,0.78774,0.83195,0.43111,1.84109,1.00523,0.00705,0.0007262,0.0007262,0.0007262
195,3362.97,1.47665,0.73029,0.00433,0.83804,0.78449,0.83157,0.42752,1.84943,1.03467,0.00704,0.0007196,0.0007196,0.0007196
196,3379.89,1.49445,0.77823,0.00433,0.83781,0.77089,0.82695,0.43269,1.8357,1.0444,0.007,0.000713,0.000713,0.000713
197,3396.44,1.53363,0.79382,0.00468,0.84385,0.76473,0.81925,0.41147,1.85302,1.05283,0.00709,0.0007064,0.0007064,0.0007064
198,3414.02,1.48898,0.73187,0.00447,0.83942,0.78903,0.8321,0.42696,1.82666,1.02804,0.00691,0.0006998,0.0006998,0.0006998
199,3431.02,1.46389,0.72786,0.00455,0.8542,0.77022,0.83077,0.42135,1.84119,1.04352,0.00692,0.0006932,0.0006932,0.0006932
200,3447.51,1.45651,0.70791,0.00432,0.81678,0.78167,0.82223,0.42809,1.8292,1.0509,0.00696,0.0006866,0.0006866,0.0006866
201,3464.63,1.46568,0.70854,0.00433,0.84998,0.77124,0.82129,0.42622,1.83646,1.06991,0.00699,0.00068,0.00068,0.00068
202,3481.89,1.46607,0.71084,0.00425,0.8141,0.78774,0.8188,0.42549,1.85295,1.04994,0.00709,0.0006734,0.0006734,0.0006734
203,3498.11,1.49493,0.73506,0.00427,0.83913,0.76977,0.82661,0.4321,1.8278,1.02142,0.00695,0.0006668,0.0006668,0.0006668
204,3514.96,1.45537,0.6941,0.00441,0.82007,0.78639,0.81818,0.42209,1.83065,1.01488,0.00698,0.0006602,0.0006602,0.0006602
205,3531.78,1.44368,0.69203,0.00447,0.81569,0.78431,0.8187,0.42689,1.84253,1.07727,0.007,0.0006536,0.0006536,0.0006536
206,3548.35,1.4514,0.70101,0.00431,0.80882,0.78706,0.82404,0.42375,1.8231,1.04295,0.00687,0.000647,0.000647,0.000647
207,3566.01,1.45933,0.72638,0.00431,0.82207,0.79043,0.82602,0.43446,1.82288,1.07718,0.00689,0.0006404,0.0006404,0.0006404
208,3582.88,1.4306,0.69833,0.00426,0.83077,0.78571,0.83129,0.42478,1.83261,1.06566,0.00692,0.0006338,0.0006338,0.0006338
209,3599.24,1.41494,0.68566,0.00432,0.82978,0.77224,0.8242,0.43587,1.80297,1.07246,0.0069,0.0006272,0.0006272,0.0006272
210,3616.49,1.427,0.69275,0.00417,0.82816,0.77615,0.82789,0.42349,1.84709,1.04441,0.00696,0.0006206,0.0006206,0.0006206
211,3632.89,1.44677,0.71786,0.00437,0.82822,0.78948,0.83503,0.43276,1.82292,1.05024,0.0069,0.000614,0.000614,0.000614
212,3650.25,1.44138,0.72385,0.00412,0.83121,0.79245,0.835,0.43119,1.82052,1.0396,0.00694,0.0006074,0.0006074,0.0006074
213,3667,1.38861,0.69573,0.0044,0.84611,0.78544,0.83377,0.43191,1.83351,1.01653,0.00697,0.0006008,0.0006008,0.0006008
214,3684.34,1.42501,0.68921,0.004,0.81625,0.78032,0.82053,0.42571,1.85119,1.05023,0.00701,0.0005942,0.0005942,0.0005942
215,3700.88,1.43418,0.6831,0.00412,0.83745,0.78571,0.83282,0.42761,1.83141,1.00549,0.00691,0.0005876,0.0005876,0.0005876
216,3717.76,1.41107,0.69087,0.00421,0.82437,0.79388,0.83135,0.42478,1.8367,1.01843,0.00689,0.000581,0.000581,0.000581
217,3734.59,1.39015,0.69157,0.00424,0.82348,0.7938,0.83353,0.43086,1.82769,1.05302,0.00685,0.0005744,0.0005744,0.0005744
218,3751.06,1.4427,0.72548,0.00441,0.84184,0.75067,0.8306,0.4224,1.84582,1.08216,0.00704,0.0005678,0.0005678,0.0005678
219,3767.58,1.45992,0.72172,0.00425,0.83016,0.79708,0.83883,0.43024,1.84074,1.03173,0.00697,0.0005612,0.0005612,0.0005612
220,3782.05,1.43054,0.71665,0.00393,0.83731,0.78728,0.83539,0.43248,1.80615,1.01591,0.00682,0.0005546,0.0005546,0.0005546
221,3798.25,1.41531,0.71572,0.00414,0.82004,0.78504,0.8288,0.42382,1.82803,1.04402,0.00691,0.000548,0.000548,0.000548
222,3813.29,1.40724,0.702,0.00417,0.82517,0.76968,0.82519,0.42204,1.83902,1.05449,0.00696,0.0005414,0.0005414,0.0005414
223,3827.64,1.41482,0.67215,0.00421,0.84629,0.75686,0.8259,0.42857,1.84754,1.06556,0.00706,0.0005348,0.0005348,0.0005348
224,3842.57,1.38678,0.67916,0.00409,0.82481,0.78841,0.83271,0.43437,1.82186,1.03976,0.00691,0.0005282,0.0005282,0.0005282
225,3857.62,1.41334,0.67731,0.00407,0.82318,0.79371,0.82862,0.43117,1.84432,1.01458,0.00698,0.0005216,0.0005216,0.0005216
226,3872.08,1.392,0.70277,0.00418,0.82884,0.78571,0.82455,0.42044,1.83348,1.04068,0.00694,0.000515,0.000515,0.000515
227,3886.61,1.37056,0.66612,0.00413,0.82603,0.78302,0.82585,0.42867,1.84547,1.02704,0.007,0.0005084,0.0005084,0.0005084
228,3902.37,1.45335,0.72432,0.00431,0.84431,0.77471,0.83001,0.42369,1.85385,0.99582,0.00704,0.0005018,0.0005018,0.0005018
229,3916.79,1.38247,0.69638,0.0042,0.84519,0.77089,0.82856,0.42119,1.85852,1.02712,0.00707,0.0004952,0.0004952,0.0004952
230,3931.11,1.38824,0.67248,0.00435,0.83064,0.79313,0.82822,0.43047,1.84322,1.00253,0.00696,0.0004886,0.0004886,0.0004886
231,3945.53,1.35895,0.63486,0.00396,0.83704,0.78224,0.83236,0.42834,1.83339,1.03621,0.00694,0.000482,0.000482,0.000482
232,3959.95,1.32457,0.62896,0.00401,0.84468,0.78706,0.83498,0.43197,1.84016,1.02096,0.00695,0.0004754,0.0004754,0.0004754
233,3974.36,1.37477,0.63138,0.00391,0.83914,0.79043,0.82972,0.42643,1.8546,1.0567,0.00705,0.0004688,0.0004688,0.0004688
234,3988.72,1.35536,0.66241,0.00392,0.84865,0.78571,0.82725,0.43083,1.85283,1.07286,0.00712,0.0004622,0.0004622,0.0004622
235,4002.96,1.36355,0.6695,0.00405,0.83094,0.79819,0.82734,0.42616,1.84257,1.05871,0.00703,0.0004556,0.0004556,0.0004556
236,4017.33,1.34991,0.65432,0.00406,0.86168,0.7655,0.82699,0.43418,1.8272,1.06409,0.00692,0.000449,0.000449,0.000449
237,4031.99,1.42304,0.68853,0.00394,0.82879,0.79917,0.82499,0.42448,1.84308,1.05095,0.00695,0.0004424,0.0004424,0.0004424
238,4046.44,1.40191,0.68594,0.00394,0.83017,0.781,0.82279,0.42418,1.86943,1.05846,0.00711,0.0004358,0.0004358,0.0004358
239,4060.75,1.30335,0.64795,0.00386,0.84631,0.7783,0.83265,0.43215,1.85045,1.01605,0.00701,0.0004292,0.0004292,0.0004292
